product,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
torchbox/wagtailmedia,0,0,735,76909,4964,54777,1,90666,44,13757,91,1380,19,100591,1320,230801,15018,191153,12,214051,195,83841,830,14289
httpie/http-prompt,0,0,166,29361,2883,33455,5,61450,98,32089,447,7386,9,199442,1070,381373,10525,167389,9,213116,67,31185,553,10219
httpie/httpie,1,177830,918,325559,9196,135742,7,181899,80,34170,400,8394,4,8563,113,29895,867,22391,3,27155,16,5823,68,2074
spyder-ide/qtawesome,1,2840,66,2840,99,466,0,0,0,0,0,0,1,4063,14,4063,191,2802,0,0,0,0,0,0
spyder-ide/spyder-notebook,0,0,411,100630,6244,91889,1,127470,37,26840,152,3476,139,901489,3699,1179998,50977,691570,22,309591,56,31082,266,5925
flask-api/flask-api,0,0,11,2525,321,5505,1,8791,11,6266,34,1006,5,17659,91,32429,2512,32505,3,33942,27,19172,120,2565
zalando/connexion,1,363,111,34576,2981,41121,7,62009,36,27796,103,2405,9,22059,123,42767,1805,34599,5,29936,12,9228,52,718
zalando/patroni,0,0,55,16035,1979,28823,7,48721,44,32686,296,5755,1,998,4,6981,61,318,1,6398,2,415,6,283
altschool/dynamic-rest,2,6433,873,119052,9178,101679,3,146295,76,33676,307,5321,7,36848,91,37820,1166,23892,1,1737,2,765,6,86
pimutils/todoman,1,4396,54,16390,1821,26013,7,41134,41,29140,374,7703,1,998,21,5532,437,6737,2,10252,4,5718,9,565
pimutils/khal,1,4396,42,13067,1793,23267,6,40539,38,31868,442,9641,1,998,21,5653,402,5473,3,10385,7,5730,53,1850
smtg-ucl/galore,0,0,798,441872,13197,327787,3,515945,55,74073,324,14732,10,168476,449,169090,7007,105641,1,1098,3,484,8,34
auth0/auth0-python,0,0,16,2382,300,4528,2,7628,14,5246,42,759,5,35223,153,59669,3109,42721,2,28815,7,4369,25,429
unidata/siphon,1,17125,436,170626,9489,215100,4,307514,107,154013,1038,31219,5,9667,98,37917,1201,25074,4,32804,11,4554,68,1769
unidata/metpy,0,0,886,409097,18410,419689,8,668662,193,259565,1827,49196,11,134532,758,269626,12258,222386,11,243222,98,108128,671,31952
koed00/django-q,0,0,780,107487,8796,104969,5,170635,119,63148,523,9001,3,7931,49,18497,796,10385,3,15751,7,5185,20,752
epistasislab/tpot,2,14199,961,373783,17362,449164,6,737754,303,378170,2930,107058,8,34810,157,53157,2016,35583,3,25545,11,7198,60,1728
wolph/python-progressbar,0,0,14,1626,63,1416,1,2376,2,750,5,206,1,3072,1,3072,162,1687,0,0,0,0,0,0
edgewall/genshi,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jupyter-incubator/sparkmagic,1,42114,340,174134,5458,130894,3,135448,15,3428,70,650,86,488453,4079,1285631,43326,886105,15,901533,103,104355,501,13722
keepkey/python-keepkey,1,17125,80,30051,1935,23013,3,20453,7,7527,30,894,1,998,67,27167,1382,17991,1,27538,2,1369,59,888
fboender/ansible-cmdb,2,241,26,3162,733,7531,2,14444,29,11523,164,3259,1,367,2,367,34,198,0,0,0,0,0,0
pixaranimationstudios/opentimelineio,0,0,21,5936,689,6081,1,12727,11,6791,84,1610,0,0,0,0,0,-6,0,0,0,0,0,0
pretenders/pretenders,0,0,0,0,82,1016,1,2392,1,2392,46,874,0,0,0,0,0,0,0,0,0,0,0,0
byt3bl33d3r/crackmapexec,4,12244,152,37355,2803,39762,9,53197,55,28086,416,8930,33,439307,2530,730050,29995,400775,23,450093,321,159350,1823,33870
riga/law,0,0,74,18223,1776,15427,2,30325,28,12102,238,3297,6,77891,262,104060,5153,65635,1,27538,2,1369,59,888
twisted/axiom,0,0,44,5694,588,7262,2,11010,15,5316,28,591,16,305972,861,309066,15986,185750,2,4515,3,1421,5,15
twisted/treq,0,0,412,131855,9906,111710,4,177071,55,45216,241,4097,13,108706,454,150408,6642,85414,5,47990,9,6288,93,1666
neovim/pynvim,1,72,5,1187,61,861,1,1308,1,193,1,3,0,0,0,0,0,-3,0,0,0,0,0,0
grow/grow,4,9811,500,178895,8158,105608,19,243884,126,74800,688,13587,16,93482,522,132342,4620,71428,8,49188,15,10328,53,1092
cloudant/python-cloudant,0,0,7,580,152,2051,1,5435,11,4855,84,1873,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
healpy/healpy,0,0,979,435472,15897,361614,3,584561,115,149089,752,25783,9,132802,641,225830,10891,206868,5,198584,72,105556,517,22322
rocmsoftwareplatform/tensile,0,0,57,16204,1062,15419,3,22524,12,6320,33,710,0,0,0,0,0,0,0,0,0,0,0,0
h5py/h5py,0,0,227,113349,3745,96866,1,133985,11,20636,35,1360,0,0,0,0,0,0,0,0,0,0,0,0
counterpartyxcp/counterblock,2,14945,188,35859,3168,34376,7,35897,21,14983,104,2828,12,164621,347,184393,8902,121409,1,22870,4,3098,6,152
vit-project/vit,0,0,18,7516,1177,13462,2,25723,21,18207,296,6372,0,0,0,0,0,-271,0,0,0,0,0,0
lincolnloop/django-dynamic-raw-id,0,0,848,138708,8466,101975,1,149210,21,10502,57,907,2,6933,31,8550,444,4747,1,1737,1,120,1,9
scott-griffiths/bitstring,0,0,1,2384,559,6349,1,7580,3,5196,5,130,0,0,0,0,0,0,0,0,0,0,0,0
kozea/weasyprint,0,0,360,114788,6695,91649,8,168840,86,54052,553,13073,2,1054,24,10362,727,7888,3,12285,5,2977,10,262
kozea/radicale,1,7616,71,24715,1388,23446,3,35704,30,18605,204,3100,1,998,1,998,61,242,0,0,0,0,0,0
kozea/cairosvg,0,0,78,20545,1510,24602,4,42835,45,22290,162,4232,0,0,33,15064,1190,13321,4,22613,13,7549,121,2255
vanheeringen-lab/gimmemotifs,3,1026,962,421421,14844,340710,11,604769,173,184374,1618,52127,28,506260,2379,982823,47752,829379,19,837315,355,360752,2694,98082
vanheeringen-lab/genomepy,0,0,768,327506,14854,332315,14,537407,206,209901,1563,45827,9,75584,300,101830,4528,69643,5,32786,12,6540,48,1338
instana/python-sensor,4,17202,113,21095,1241,14698,4,10803,21,6910,113,2412,1,4603,53,24543,833,18747,3,24943,11,5003,51,907
qiniu/python-sdk,0,0,7,580,172,2561,1,5435,11,4855,64,1363,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
bird-house/flyingpigeon,0,0,70,23441,2064,27875,4,42582,29,19141,140,1954,29,331846,915,508743,20691,355222,7,216344,50,39447,226,6697
rdflib/rdflib,0,0,20,5504,574,7889,2,13711,8,8207,44,938,1,998,1,998,61,335,0,0,0,0,0,0
esss/conda-devenv,2,3954,55,22871,1511,19434,3,24219,9,5302,20,458,1,367,2,367,34,154,0,0,0,0,0,0
adamlwgriffiths/pyrr,0,0,218,92980,3716,94840,2,134901,26,41921,117,4109,0,0,0,0,0,0,0,0,0,0,0,0
tmrowco/electricitymap-contrib,3,28316,123,41809,1940,32776,2,19007,11,5514,20,365,5,5080,37,14640,929,12335,2,13202,2,3642,4,114
c0fec0de/anytree,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ably/ably-python,2,10636,52,13457,946,15405,4,16798,28,13977,224,3860,3,15454,89,33885,1532,23103,8,28212,37,9781,168,2746
sobhe/hazm,1,256,578,294355,10196,231046,3,344296,49,50197,331,8640,3,15575,730,344895,11802,297486,5,420684,85,91364,716,23745
flask-admin/flask-admin,0,0,18,3084,510,7598,2,12294,23,9210,67,953,4,13189,113,47634,2619,34741,4,38412,5,3967,14,328
pytest-dev/pytest-django,0,0,56,27056,1621,20791,1,29250,3,2194,7,121,5,7635,34,7635,369,5093,0,0,0,0,0,0
pytest-dev/pytest,0,0,18,2492,258,3355,5,7635,16,5143,112,1778,0,0,0,0,0,-40,0,0,0,0,0,0
furlongm/patchman,3,6118,945,131196,10320,116238,11,169857,106,44779,355,5837,7,61494,130,71819,1184,22957,1,11652,3,1327,4,82
kristianoellegaard/django-health-check,0,0,848,137849,8462,101849,1,149210,21,11361,61,1048,2,6933,31,8025,440,4664,1,1737,1,645,5,77
jrkerns/pylinac,1,153,519,296851,8168,156211,8,384188,88,87490,657,18202,13,266789,1572,602192,21662,498878,6,502661,155,167258,954,38482
tuw-geo/ascat,3,163482,487,272260,9586,230916,3,144045,20,35267,85,3344,9,13954,88,22292,952,17300,2,11938,5,3600,14,572
rallytools/rallyresttoolkitforpython,1,998,8,1578,211,2395,1,5435,11,4855,86,1892,3,10272,56,29942,775,22015,2,22552,9,2882,38,787
deschler/django-modeltranslation,0,0,735,95208,7996,94852,1,149210,134,54002,525,8028,1,3072,24,6420,426,4480,2,5598,8,2250,19,278
qutech/qupulse,0,0,861,454648,14660,279110,4,588650,168,134002,1199,24388,0,0,40,32884,1116,26836,1,47859,13,14975,245,4601
kklmn/xrt,1,124992,955,508587,17251,371802,3,456364,68,72769,385,16417,28,339322,1053,406851,12898,197990,3,75696,7,8167,21,332
alisw/alibuild,0,0,65,14853,1621,23586,5,35223,36,20370,136,2316,7,26752,164,71632,3734,55204,3,53884,15,9004,78,1155
wikimedia/revscoring,4,83646,805,411662,16024,306827,8,357457,31,29441,186,3242,13,65236,436,180391,8329,163919,8,178479,75,63324,331,12004
pyocd/pyocd,0,0,101,21766,2326,26103,11,54916,59,33150,519,8389,6,24212,74,38802,2723,32248,6,29448,19,14858,56,993
robotframework/sshlibrary,0,0,181,44060,4683,40183,3,71921,99,27861,602,6049,5,43358,137,43358,2674,29089,0,0,0,0,0,0
robotframework/seleniumlibrary,1,341,396,148621,10845,95953,2,180445,137,32165,676,6417,11,54940,225,75084,3273,53743,2,22552,8,2408,32,686
ickc/pantable,0,0,229,107395,3928,97226,2,137781,19,30386,82,2910,1,10130,28,13737,825,11687,1,5923,6,2316,9,166
django-ses/django-ses,0,0,793,108490,8472,101940,3,160021,119,51531,490,8184,7,36657,176,66972,3914,48919,2,36179,10,5864,67,845
python-telegram-bot/python-telegram-bot,0,0,8,1332,305,4185,1,8911,16,7579,139,2088,1,1006,71,22895,1163,18367,6,30063,29,8174,173,3066
lneuhaus/pyrpl,2,174292,902,433694,16676,377212,5,340219,116,80817,697,14255,11,61944,456,131412,6832,121719,2,134983,54,65515,368,16096
pymoca/pymoca,0,0,224,104651,3731,96072,1,133985,14,29334,49,2154,0,0,56,11517,755,6371,1,11687,1,170,3,19
easypost/easypost-python,1,3072,11,4877,383,5335,1,5435,8,3630,15,276,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ratt-ru/stimela,2,13441,61,17131,1086,13983,2,6264,8,2574,18,324,0,0,0,0,0,0,0,0,0,0,0,0
ratt-ru/cubical,1,119,1342,610166,25922,467058,8,730152,113,120105,677,27065,12,147085,978,368047,15537,281116,6,272427,25,51465,126,4153
pytrainer/pytrainer,0,0,353,205896,12307,180221,4,325514,88,119618,456,11814,10,130874,638,246319,10183,187101,2,165007,35,49562,220,10190
emc-isilon/pike,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flask-middleware/flask-security,0,0,66,15251,1272,20218,5,40457,37,25206,181,4004,5,5767,147,46809,3592,46922,8,65918,38,24876,123,2144
fedora-infra/anitya,2,1400,355,147262,11312,160798,15,250331,92,104469,417,10654,34,197715,1493,440605,24728,302731,18,292863,80,49973,286,6609
fedora-infra/the-new-hotness,1,239,79,22667,2448,33397,4,45607,20,23179,94,2137,29,169932,1038,365516,19578,240149,10,221887,46,26303,183,3630
jupyterhub/batchspawner,0,0,74,25433,1688,25234,2,37523,11,12090,37,1662,27,148618,737,295492,19534,277862,8,283508,90,136634,613,13871
inmanta/inmanta-core,2,178984,717,243096,11064,159379,19,114423,86,50311,545,12172,14,80194,345,142917,5979,86199,12,97099,64,34376,331,6308
vyperlang/vyper,1,5815,158,47677,2930,36692,3,59259,63,17397,205,3677,1,998,1,998,61,358,0,0,0,0,0,0
pierreraybaut/pythonqwt,0,0,285,105193,3788,94658,2,136825,19,31632,91,4034,2,22927,44,22927,1154,17912,0,0,0,0,0,0
pierreraybaut/guiqwt,0,0,784,321283,11841,298559,5,443673,102,122390,730,26702,2,9234,32,9234,458,5833,0,0,0,0,0,0
calebbell/fluids,0,0,612,281870,9837,264532,2,390953,84,109083,501,23692,0,0,0,0,0,-706,0,0,0,0,0,0
celery/django-celery-beat,0,0,131,28365,2839,25392,3,41908,35,13543,219,2524,10,61411,1130,203304,13870,163422,9,201117,124,59224,523,9069
lbl-srg/buildingspy,0,0,688,387303,11802,270883,8,427871,40,40568,273,6301,10,131138,724,265267,12157,208177,6,206218,64,72089,421,18874
amperser/proselint,1,40304,234,46893,2291,30098,1,10130,7,3541,49,854,1,998,1,998,61,363,0,0,0,0,0,0
pslmodels/cost-of-capital-calculator,1,10181,19,11899,670,10800,1,10099,8,8381,78,4888,13,246698,1289,462587,26548,415769,7,399349,169,183460,1276,34955
pslmodels/og-core,1,177830,1450,617916,25928,540996,9,717957,229,277871,1809,53095,24,185007,925,343645,16109,268565,13,248119,88,89481,584,23325
googleads/googleads-python-lib,3,17688,133,30252,1569,24016,3,19256,17,6692,95,1534,14,82006,436,98949,3230,54449,4,25822,17,8879,44,900
mouse-imaging-centre/pyminc,0,0,228,108950,3727,96145,1,133985,10,25035,53,2081,1,1430,3,1430,103,807,0,0,0,0,0,0
naomiproject/naomi,1,3164,52,9618,1048,12269,5,18688,31,12234,187,3989,3,5809,117,53288,2092,36694,6,53974,19,6495,93,2016
weblateorg/weblate,9,92418,1046,301845,14136,173025,16,280085,171,70658,698,12216,0,0,647,67509,7254,82864,1,149210,222,81701,1330,19413
piqueserver/piqueserver,1,419,562,161062,16712,197554,7,314757,175,154114,1150,19585,16,121798,477,181270,6745,83684,6,65629,10,6157,89,1394
googlefonts/cu2qu,0,0,284,110231,4578,65666,1,111639,5,1408,17,87,3,17012,122,42602,2195,29489,1,27538,5,1948,68,1033
googlefonts/ufo2ft,0,0,229,60776,4235,58261,3,113580,69,52804,501,10202,4,17023,127,43192,2203,28395,1,27538,2,1369,59,888
googlefonts/glyphslib,1,76,31,3263,278,2255,1,4430,3,1243,6,363,3,29144,398,126894,6782,95355,3,132504,37,34754,276,4849
googlefonts/pyfontaine,2,3171,324,117270,5200,75286,3,124184,16,10085,48,968,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
googlefonts/fontmake,0,0,321,89079,5586,77045,4,139976,58,50897,447,9839,8,12511,207,53846,3120,41135,4,52833,19,11498,112,2238
jag1g13/pycgtool,3,4629,377,140741,5542,124098,3,182961,42,46849,176,6384,7,395338,797,395338,8478,214845,0,0,0,0,0,0
razorpay/razorpay-python,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
openai/gym,0,0,223,103710,3800,96774,2,135803,19,32093,69,2776,2,424,11,957,177,1079,1,1583,2,1050,7,59
cea-sec/miasm,0,0,223,39437,2169,27799,2,47411,3,7974,54,894,0,0,0,0,0,0,0,0,0,0,0,0
econforge/dolo.py,1,124992,569,269019,10213,206741,7,208024,58,63997,373,7074,40,856835,3063,1393045,51388,856794,8,672211,139,136001,727,29065
jwilk/ocrodjvu,1,7110,32,7784,357,4702,1,752,1,78,3,27,0,0,0,0,0,0,0,0,0,0,0,0
aldjemy/aldjemy,0,0,838,128180,8441,100900,1,149210,31,21030,85,2047,3,5670,207,109489,10092,137921,2,229571,79,125752,556,13263
matrix-org/matrix-python-sdk,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,7712,65,27125,843,20137,2,23028,8,3615,34,656
matrix-org/synapse,0,0,42,17862,1127,22493,6,33464,25,15602,129,2435,58,454984,1523,483908,19916,253279,6,46634,30,17710,200,5780
dallinger/dallinger,8,150425,2743,1024791,40563,564105,24,1073946,268,199580,1309,26142,40,325560,1305,433830,20191,253895,18,166348,88,58078,539,11296
breakingbytes/simkit,1,13144,49,13393,806,10763,1,9923,9,9674,143,5407,0,0,0,0,0,0,0,0,0,0,0,0
xlsform/pyxform,0,0,142,18364,1259,12919,3,38506,64,20142,254,7006,1,115,2,115,9,74,0,0,0,0,0,0
slgobinath/safeeyes,0,0,24,8385,977,15156,3,22750,13,14365,88,1398,0,0,0,0,0,0,0,0,0,0,0,0
vkurup/python-tcxparser,0,0,39,9586,609,9790,2,14726,7,5140,26,601,1,998,1,998,61,363,0,0,0,0,0,0
clusterlabs/crmsh,0,0,49,11070,887,12982,3,20649,15,9579,96,2049,2,2553,10,2553,154,1512,0,0,0,0,0,0
spamscope/mail-parser,1,998,8,1740,110,1253,1,2044,2,1302,14,696,0,0,0,0,0,0,0,0,0,0,0,0
matlink/gplaycli,0,0,8,12982,254,3365,2,18990,10,6008,105,1950,8,79136,272,110019,5423,77843,4,41360,20,10477,55,931
simpeg/discretize,0,0,620,298056,9851,266615,2,390953,76,92897,486,21359,4,10765,188,59802,6070,75193,2,106321,37,57284,682,10140
simpeg/simpeg,0,0,1077,444983,20231,513450,9,904421,351,459438,3327,123186,16,373832,1064,446427,25058,310473,7,86546,20,13951,142,3395
georgemarshall/django-cryptography,0,0,861,132658,9485,109197,3,167019,83,34361,355,4937,4,26053,63,27025,1636,18437,1,1737,2,765,6,86
pipoline/rocket-python,0,0,11,2120,223,3663,1,5435,7,3315,13,261,21,83037,236,93050,4189,66413,1,11176,2,1163,3,77
pygae/clifford,0,0,954,461755,20329,389934,5,558151,95,96396,580,22159,0,0,23,3844,753,3893,1,7755,5,3911,33,247
simple-salesforce/simple-salesforce,1,17639,143,28728,2190,22884,3,18325,18,7236,86,1460,11,47206,192,63171,2909,46089,3,23745,10,7780,39,914
uploadcare/pyuploadcare,2,15721,59,23306,1320,18483,2,16217,14,8632,142,2748,7,50486,232,59882,2974,42074,5,14754,23,5358,118,2123
cta-observatory/ctapipe,1,4667,1676,653172,30403,502794,14,846192,203,197687,1200,34444,18,271996,1433,608136,27763,522065,17,516280,136,180140,909,38402
salib/salib,0,0,953,440657,18334,433995,5,685729,155,245072,1224,43554,11,136965,502,193247,7394,110550,4,70662,37,14380,146,4898
alex-rudakov/sphinx-argparse,0,0,169,64781,4113,45337,1,65411,1,630,1,18,19,88320,613,241570,6088,95170,3,161601,11,8351,77,846
sosy-lab/benchexec,0,0,17,5533,345,4599,1,5923,1,390,2,19,0,0,0,0,0,0,0,0,0,0,0,0
pybel/pybel,2,6530,799,271224,18772,361029,11,546152,210,281458,1665,44987,15,44332,393,161182,6434,146538,7,168664,39,51814,168,5972
ahmadfaizalbh/chatbot,1,5435,18,5435,236,3924,0,0,0,0,0,0,4,27363,55,27363,647,18344,0,0,0,0,0,0
jjjake/internetarchive,1,931,48,3242,426,5179,4,11659,23,9348,183,3649,3,5093,47,24763,703,18227,3,23350,10,3680,40,819
gprmax/gprmax,0,0,2,109,55,387,1,882,4,773,13,177,18,187488,412,187488,8162,118019,0,0,0,0,0,0
infobyte/faraday,0,0,18,4883,648,9812,2,15565,16,10682,75,1347,23,192787,519,231765,12288,166639,8,64672,38,25694,172,3876
pylast/pylast,0,0,7,1017,298,3664,1,8911,17,7894,146,2609,3,10361,79,25456,1198,18875,4,20708,21,5613,138,2558
common-workflow-language/cwltool,2,16367,292,99490,6791,127485,10,171877,54,88754,381,8539,15,156072,478,172890,5224,140671,6,25001,15,8183,63,1253
common-workflow-language/cwltest,1,1050,87,40917,2058,31686,3,44609,9,4742,95,2684,16,59303,310,106553,4928,75296,5,60257,18,13007,51,937
common-workflow-language/schema_salad,1,14545,167,48658,2863,38037,4,50223,29,16110,151,2822,8,21533,88,41203,1396,27811,2,22552,9,2882,38,787
ellmetha/django-machina,1,249,893,118302,10752,136119,5,219695,235,101642,1115,19954,3,7034,32,8006,446,4433,1,1737,2,765,6,86
sdss/marvin,3,702,1261,462617,21375,474243,12,768739,241,306824,1971,58791,20,313556,2012,669372,32748,566356,28,681754,284,325938,1679,53885
okigan/awscurl,1,1486,14,3686,338,5402,2,6970,8,4770,41,679,8,59355,165,69203,3440,48184,1,11176,3,1328,4,82
exa-networks/exabgp,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
scikit-hep/iminuit,0,0,219,98625,3679,93888,1,133985,19,35360,101,4338,0,0,0,0,0,0,0,0,0,0,0,0
petercorke/robotics-toolbox-python,1,96,221,75076,4112,97019,6,165820,78,90840,588,22903,11,193854,1186,545342,18304,388757,7,424179,72,72691,309,8488
zach-taylor/splunk_handler,0,0,7,580,156,2097,1,5435,11,4855,80,1827,3,5079,47,24749,625,17780,2,22552,9,2882,38,787
seperman/deepdiff,0,0,0,0,25,318,1,536,1,536,5,180,0,0,0,0,0,-113,0,0,0,0,0,0
browniebroke/deezer-python,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
vimalloc/flask-jwt-extended,0,0,75,27313,1500,22447,3,33854,11,6541,29,545,7,28731,66,28731,1562,19952,0,0,0,0,0,0
kjellmf/dot2tex,0,0,7,3053,473,6650,1,10913,4,7860,41,785,0,0,0,0,0,-28,0,0,0,0,0,0
pv8/noipy,0,0,11,2120,223,3664,1,5435,7,3315,13,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
zhmcclient/python-zhmcclient,5,6853,100,21609,1937,24533,7,31379,26,16623,97,2006,8,24270,101,34283,950,23806,1,11176,2,1163,3,77
marcharper/python-ternary,0,0,144,108647,3093,52455,1,124992,13,16345,95,2123,9,130942,648,250033,10555,193313,3,172617,42,53526,241,11011
gridsync/gridsync,0,0,231,44518,4906,60926,10,96037,80,51519,280,7761,21,327124,983,335916,17455,207750,3,17458,13,8666,69,1131
mroberge/hydrofunctions,0,0,533,235621,10611,207434,5,359029,85,123408,878,25903,31,389399,1382,513482,18031,298197,5,163004,27,38921,143,4724
rocky/python3-trepan,1,13144,372,123822,1927,24937,2,129390,46,18712,128,3215,6,21905,144,37109,1696,39711,1,35773,43,20569,62,2447
tskit-dev/msprime,1,779,234,108877,4737,115978,3,160941,29,52843,147,4929,4,20599,101,26336,1369,19431,3,11694,6,5957,21,690
thalesgroup/pycryptoki,1,40304,225,40304,1913,24078,1,998,1,998,1,2,11,93025,283,95200,5270,69651,1,6440,11,4265,36,435
mikedh/trimesh,0,0,182,71062,3412,82691,1,133985,56,62923,368,15535,0,0,0,0,0,0,0,0,0,0,0,0
flask-restful/flask-restful,1,998,30,9610,611,13390,3,20795,26,12183,102,2649,5,4368,99,33988,2565,33744,3,47233,19,17613,68,1377
googlemaps/google-maps-services-python,0,0,11,2136,223,3692,1,5435,7,3299,13,232,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
beetbox/beets,1,541,210,53351,748,8674,6,62546,18,9736,110,1717,1,998,57,20577,1159,12102,1,19881,1,302,1,96
thenetcircle/dino,0,0,15,3735,272,4919,1,7616,3,3881,32,1026,6,151113,558,324765,10166,248436,4,180395,12,6743,27,589
qiita-spots/qiita,2,21043,360,131155,4620,121267,5,134550,28,24438,136,5073,1,65411,562,221302,12636,245198,3,300304,94,144413,930,29334
ndokter/dsmr_parser,0,0,81,13419,930,11097,5,22582,17,9163,91,1881,8,70562,167,70562,3691,46769,0,0,0,0,0,0
uberi/speech_recognition,0,0,11,2120,222,3651,1,5435,7,3315,14,273,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
ev3dev/ev3dev-lang-python,0,0,86,23210,1141,20735,1,31016,8,7806,28,722,0,0,0,0,0,0,0,0,0,0,0,0
soynatan/django-easy-audit,1,6946,753,104749,8362,100313,1,149210,126,51407,471,7887,3,10848,37,11820,616,7306,1,1737,2,765,6,86
ccnmtl/django-pagetree,5,24509,823,108388,9219,112433,2,152978,148,69099,691,10880,6,19791,58,20763,1103,13547,1,1737,2,765,6,86
ccnmtl/django-lti-provider,2,14463,879,129485,8810,109798,2,151948,74,36926,292,4544,4,18844,42,19816,1013,12373,1,1737,2,765,6,86
deniscarriere/geocoder,1,998,246,48183,2595,34480,4,55969,15,8784,52,821,4,16554,54,26567,669,18543,1,11176,2,1163,3,77
veusz/veusz,1,4705,248,95865,3879,94626,1,133985,28,42825,153,6320,0,0,0,0,0,0,0,0,0,0,0,0
staticjinja/staticjinja,0,0,25,11182,766,9956,3,15227,5,4045,51,987,1,367,21,5171,366,3429,1,6354,6,1550,13,108
jodal/pykka,1,3072,1,3072,162,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouke/django-two-factor-auth,0,0,812,115439,8420,98814,4,154120,102,38681,445,7273,3,9305,31,10277,520,6450,1,1737,2,765,6,86
marshmallow-code/flask-smorest,0,0,94,30097,1919,27250,5,41442,18,11345,45,842,5,17659,71,28138,1708,22029,3,15135,9,4656,46,675
powa-team/powa-web,1,18747,254,134181,11882,161121,2,250053,85,134619,690,15326,1,72,3,3144,162,1314,1,3072,0,0,0,0
kinto/kinto-signer,2,8180,134,28340,1965,26418,3,31443,17,11283,105,1750,34,115197,534,184762,10049,136036,9,88413,28,18848,104,1760
kinto/kinto,4,7858,95,19896,1426,19906,7,24675,22,12637,119,2184,19,43397,266,88723,5416,76427,9,81085,68,35759,279,6114
arrow-py/arrow,0,0,14,3012,285,5139,1,7616,4,4604,19,806,1,998,1,998,61,318,0,0,0,0,0,0
hardbyte/python-can,1,3072,18,7470,562,5934,3,7286,6,2888,38,859,1,27538,68,27538,1380,18517,0,0,0,0,0,0
toastdriven/restless,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
django-crispy-forms/django-crispy-forms,0,0,833,135451,8352,99877,1,149210,36,13759,170,3014,2,6933,30,7905,439,4661,1,1737,2,765,6,86
widdowquinn/pyani,0,0,1087,540471,19124,458016,5,746928,146,206457,1509,44229,10,130969,655,233987,10438,183849,4,175253,63,72235,441,19828
transientskp/tkp,1,18747,1036,401864,16169,359507,7,503743,79,120626,544,19242,6,19944,421,183712,14508,246532,4,385460,145,221692,1072,34640
svenevs/exhale,4,65000,357,134085,9191,90216,2,74402,8,5317,22,739,20,92235,481,198078,3993,74151,2,118504,26,12661,62,1301
enthought/chaco,0,0,724,171884,10357,168162,4,277257,157,105373,713,17588,3,11367,921,198453,10243,136861,4,227418,104,40332,209,5534
jupyter-server/jupyter_server,3,9445,199,36863,2457,29833,7,39765,32,12347,129,2942,34,201346,788,250069,8370,118447,14,89366,68,40643,443,9724
maxmind/geoip2-python,0,0,52,15903,1402,15734,3,26477,19,10574,111,2497,6,5886,72,27389,995,23124,4,29428,14,7925,53,1227
chimpler/pyhocon,0,0,7,3998,477,6585,1,10913,4,6915,37,824,0,0,0,0,0,-2,0,0,0,0,0,0
algolia/algoliasearch-client-python,0,0,8,737,162,2351,1,5435,10,4698,74,1573,17,178200,557,225166,9802,136231,3,50090,10,3124,41,808
algolia/algoliasearch-django,0,0,835,126854,8546,101939,2,152566,66,25712,248,3487,7,39647,103,40619,1321,26863,1,1737,2,765,6,86
pyexcel/pyexcel-ods3,1,7110,79,11081,874,7641,2,7433,26,3462,131,1097,0,0,3,195,23,310,1,667,2,472,9,122
pysat/pysat,1,987,794,372688,17114,409303,6,601852,174,230151,1926,56868,15,24253,376,121270,6464,114502,6,170179,69,73162,528,24805
