product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,total_dependencies_loc,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
infoportugal/wagtail-modeltranslation,34,1491,69,1054,21056,263853,2312,408407,7,253296,179,77083,825,14660,33,33,26,155111,2133,331324,20250,249193,0,0,1494,170563,12969,147169,3,242975,172,72412,802,14187,26,155111,639,160761,7281,102024,4,10321,7,4671,23,473
voxpupuli/puppetboard,24,2822,73,1870,7676,113328,456,170536,14,114438,56,31709,185,3636,29,29,15,56098,400,138827,7495,109692,4,36353,77,39585,1521,29175,4,10385,18,7153,93,1658,11,19745,323,99242,5974,80517,10,104053,38,24556,92,1978
voxpupuli/pypuppetdb,15,3184,146,1859,882,22187,73,32714,3,27987,20,7737,121,2640,5,5,2,4727,53,24977,761,19547,0,0,7,580,153,2071,1,5435,11,4855,83,1853,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
metaodi/osmapi,8,2664,86,2279,882,22187,73,32714,2,16611,8,4321,15,283,5,5,3,16103,65,28393,867,21904,0,0,12,2277,224,3718,1,5435,6,3158,12,206,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
vonage/vonage-python-sdk,25,2226,191,1388,4566,61257,233,92997,9,48875,31,16577,164,3539,15,15,6,44122,202,76420,4403,57718,1,2636,16,3494,239,3393,3,6059,13,5201,93,2067,5,41486,186,72926,4164,54325,6,42816,18,11376,71,1472
xml-security/signxml,12,2239,74,1403,3133,34527,143,50483,4,31363,20,14190,107,1681,6,6,2,19120,123,36293,3029,32846,0,0,90,17173,1832,19026,4,31363,20,14190,107,1681,2,19120,33,19120,1197,13820,0,0,0,0,0,0
arteria/cmsplugin-contact-plus,21,875,22,398,9145,109147,935,160667,6,152736,74,32538,317,5404,9,9,3,7931,861,128129,8849,103743,1,998,29,2274,171,1381,4,1789,5,513,10,131,2,6933,832,125855,8678,102362,2,150947,69,32025,307,5273
python-escpos/python-escpos,14,4090,169,2139,2926,44867,196,65774,6,56902,19,13606,149,2713,11,11,5,8872,177,52168,2778,42154,3,3428,175,46724,2535,38503,6,56902,19,13606,149,2713,2,5444,2,5444,243,3651,0,0,0,0,0,0
convexengineering/gpkit,64,12879,683,10304,36267,962407,3199,1378838,6,1079823,44,89107,198,10663,20,20,14,299015,3155,1289731,36072,951744,1,124992,2692,1115708,28779,842928,6,1079823,44,89107,198,10663,13,174023,463,174023,7293,108816,0,0,0,0,0,0
python273/vk_api,20,4931,183,3341,1058,25375,91,37404,3,27987,20,7737,120,2636,6,6,3,9417,71,29667,938,22739,0,0,7,580,154,2075,1,5435,11,4855,82,1849,3,9417,64,29087,784,20664,2,22552,9,2882,38,787
sergeypirogov/webdriver_manager,29,1368,108,956,1455,29765,149,43322,5,25985,23,8819,104,2001,9,9,4,17337,126,34503,1351,27764,0,0,51,7153,607,8659,4,14809,21,7656,101,1924,4,17337,75,27350,744,19105,1,11176,2,1163,3,77
fabiocaccamo/django-maintenance-mode,19,740,51,449,88,968,2,1272,1,1272,1,1265,16,135,1,1,0,0,1,7,72,833,0,0,1,7,72,833,1,1272,1,1265,16,135,0,0,0,0,0,0,0,0,0,0,0,0
dateutil/dateutil,20,7817,309,5969,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallopsled/pwntools,178,68564,1667,29929,16122,227231,1356,495796,17,230040,119,68398,794,14090,30,30,13,265756,1237,427398,15335,213141,2,194612,995,346175,11118,159084,15,218731,116,67168,789,14000,11,71144,242,81223,4217,54057,2,11309,3,1230,5,90
jonathf/chaospy,174,35288,801,10884,23037,486516,1682,759915,4,402550,102,121941,529,23746,18,18,14,357365,1580,637974,22513,462770,0,0,722,280041,9994,272453,3,400967,101,120926,523,23692,14,357365,858,357933,12519,190317,1,1583,1,1015,6,54
cclib/cclib,80,30308,502,26966,11269,302258,740,417792,3,395016,32,46906,163,6634,5,5,2,22776,708,370886,11106,295624,1,11863,697,359973,10593,288217,3,395016,32,46906,163,6634,1,10913,11,10913,513,7407,0,0,0,0,0,0
leeping/geometric,26,25118,869,20520,5950,187626,514,236803,2,235805,51,62134,220,10720,3,3,1,998,463,174669,5730,176906,1,998,463,174669,5730,176906,2,235805,51,62134,220,10720,0,0,0,0,0,0,0,0,0,0,0,0
chaoss/grimoirelab-perceval,42,19537,876,13322,18128,241578,1237,458118,9,79129,50,32496,273,7158,37,37,28,378989,1187,425622,17856,234420,1,18391,189,45983,4018,46072,7,56101,40,28509,229,6321,27,360598,998,379639,13838,188348,2,23028,10,3987,44,837
plivo/sharq-server,6,597,30,460,11049,114484,745,181398,11,152215,87,53080,441,7755,18,18,7,29183,658,128318,10627,106729,4,15522,405,82057,7745,74060,5,107509,69,40974,302,5048,3,13661,253,46261,2882,32669,6,44706,18,12106,139,2707
pik-copan/pyunicorn,54,27290,751,22635,11080,304323,771,414128,3,413383,86,109320,580,24690,4,4,1,745,685,304808,10509,279633,0,0,616,286127,9773,263919,2,390953,80,104826,567,24238,1,745,69,18681,736,15714,1,22430,6,4494,13,452
barttc/dpaste,26,1923,57,991,18851,223066,1829,468844,5,313684,95,45848,430,7949,30,30,25,155160,1734,422996,18439,215117,7,43882,1120,197962,13261,151290,3,195026,85,40946,395,7099,18,111278,614,225034,5178,63827,2,118658,10,4902,35,850
itamarst/eliot,32,7111,288,4333,3263,37417,137,59218,3,49134,11,4540,65,728,5,5,2,10084,126,54678,3199,36689,2,10084,61,27820,1827,18274,2,21596,8,3860,57,650,0,0,65,26858,1372,18415,1,27538,3,680,8,78
s4w3d0ff/python-poloniex,4,984,63,734,1026,24337,87,35820,4,31093,24,9362,164,3191,6,6,2,4727,63,26458,862,21146,0,0,8,737,157,2146,1,5435,10,4698,79,1778,2,4727,55,25721,705,19000,3,25658,14,4664,85,1413
ecogenomics/gtdbtk,76,18057,575,14364,8249,167665,476,229026,6,229026,35,51824,227,5748,6,6,0,0,441,177202,8023,161917,0,0,375,151033,6540,142639,4,198416,32,47383,167,4822,0,0,66,26169,1483,19278,2,30610,3,4441,60,926
dov-vlaanderen/pydov,49,9468,291,6724,12284,283746,705,378615,9,366940,132,163567,1270,37407,14,14,5,11675,573,215048,11031,246339,0,0,216,66486,5506,118718,2,187606,85,121120,1008,29757,5,11675,357,148562,5525,127621,7,179334,47,42447,262,7650
appium/python-client,311,16422,444,4693,10465,126224,532,207055,5,194159,58,29480,189,4071,14,14,9,12896,474,177575,10281,122153,0,0,270,111886,7095,70430,1,129563,29,17677,70,1013,9,12896,204,65689,3186,51723,4,64596,29,11803,119,3058
pysmo/aimbat,22,7627,391,6108,25456,527716,1643,791051,7,612125,183,177032,1132,33642,23,23,16,178926,1460,614019,24330,494074,0,0,720,333258,12457,274312,4,439508,122,106250,726,15553,16,178926,740,280761,11873,219762,3,172617,61,70782,406,18089
zerodha/pykiteconnect,6,2064,101,1304,19387,235846,1095,382093,13,300711,71,49638,257,5271,26,26,13,81382,1024,332455,19137,230575,2,1910,163,40507,2860,38468,4,56269,16,17672,84,2113,11,79472,861,291948,16277,192107,9,244442,55,31966,173,3158
jamesoff/simplemonitor,45,7695,376,5767,30213,380848,1687,577152,19,375275,89,58094,470,8780,39,39,20,201877,1598,519058,29745,372068,1,7056,749,258058,18723,223315,12,293713,60,42711,338,6122,19,194821,849,261000,11022,148753,7,81562,29,15383,132,2658
paloaltonetworks/pan-os-python,15,21881,564,15730,170,3376,11,4180,1,4180,2,1927,22,668,1,1,0,0,9,2253,149,2708,0,0,9,2253,149,2710,1,4180,2,1927,22,668,0,0,0,0,0,-2,0,0,0,0,0,0
napalm-automation-community/napalm-panos,4,1084,45,897,18644,272715,1400,394149,9,112466,20,11588,90,2303,42,42,33,281683,1380,382561,18560,270412,2,19708,186,50365,2496,39023,3,33298,5,2641,45,903,31,261975,1194,332196,16064,231389,6,79168,15,8947,45,1400
pmeal/porespy,49,15004,256,13190,70295,1468808,4562,2319886,21,1149481,326,372248,2414,85446,58,58,37,1170405,4236,1947638,67911,1383362,0,0,740,299588,16704,244180,6,390679,91,91091,548,14539,37,1170405,3496,1648050,51207,1139182,15,758802,235,281157,1866,70907
kennethreitz-archive/clint,25,2905,192,1852,34,288,2,432,0,0,0,0,0,0,1,1,1,432,2,432,34,288,1,432,2,432,34,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bingads/bingads-python-sdk,187,20062,358,2446,15713,214681,1083,419648,4,59289,37,13411,142,2103,37,37,33,360359,1046,406237,15572,212578,0,0,41,8569,998,11998,2,20575,34,12006,136,2005,33,360359,1005,397668,14574,200580,2,38714,3,1405,6,98
mpdavis/python-jose,16,3048,135,2331,4357,53666,262,87703,4,30965,27,18794,181,3381,5,5,1,56738,235,68909,4179,50285,0,0,26,6698,874,9880,2,18470,17,11772,115,2293,1,56738,209,62211,3305,40405,2,12495,10,7022,66,1088
jeltef/pylatex,26,6697,216,4220,29,385,1,536,1,536,1,536,1,8,1,1,0,0,0,0,28,377,0,0,0,0,28,377,1,536,1,536,1,8,0,0,0,0,0,0,0,0,0,0,0,0
qutebrowser/qutebrowser,248,66316,3373,45371,1143,14993,45,20523,2,20156,15,10229,98,1708,3,3,1,367,30,10294,1047,13285,0,0,28,9927,1013,13133,2,20156,15,10229,98,1708,1,367,2,367,34,152,0,0,0,0,0,0
nchammas/flintrock,15,4675,156,3678,6563,77460,342,112014,3,39435,22,9781,85,1006,13,13,10,72579,320,102233,6478,76454,1,17639,72,17639,1291,11059,0,0,0,0,0,0,9,54940,248,84594,5187,65395,3,39435,22,9781,85,1006
bigcommerce/bigcommerce-api-python,31,1326,95,597,2881,47704,230,102504,3,18445,11,4618,26,450,12,12,9,84059,219,97886,2855,47254,0,0,19,3502,301,4566,2,6793,8,3291,22,368,9,84059,200,94384,2554,42688,1,11652,3,1327,4,82
chebpy/chebpy,19,2593,274,1560,7614,95795,295,150328,0,0,0,0,0,0,9,9,9,150328,295,150328,7614,95795,1,12804,37,12804,479,7866,0,0,0,0,0,0,8,137524,258,137524,7135,87929,0,0,0,0,0,0
oasis-open/cti-stix-validator,21,10729,238,5156,4806,69215,397,111015,12,69213,59,25639,272,6086,32,32,20,41802,338,85376,4534,63129,1,608,117,19419,1969,21337,8,39299,53,20488,261,5896,19,41194,221,65957,2565,41792,4,29914,6,5151,11,190
buruzaemon/natto-py,11,1696,36,902,1197,13828,33,19120,2,19120,7,5291,88,1608,2,2,0,0,26,13829,1109,12220,0,0,12,5489,472,4862,1,8157,4,2668,85,1455,0,0,14,8340,637,7358,1,10963,3,2623,3,153
shivam5992/textstat,4,2361,109,1776,12,221,1,299,1,299,1,299,5,96,1,1,0,0,0,0,7,125,0,0,0,0,7,125,1,299,1,299,5,96,0,0,0,0,0,0,0,0,0,0,0,0
arm-doe/pyart,130,45280,740,30240,40703,836087,2285,1192465,19,935833,323,402186,2466,80322,58,58,39,256632,1962,790279,38262,755765,3,14086,796,387916,14200,332519,5,534797,135,160967,824,34132,36,242546,1166,402363,24062,423246,14,401036,188,241219,1642,46190
timmyomahony/django-pagedown,9,220,7,46,10134,129095,995,188896,2,150947,11,7464,22,272,5,5,3,37949,984,181432,10116,128823,1,31016,953,173407,9676,124158,1,149210,10,6819,17,195,2,6933,31,8025,440,4665,1,1737,1,645,5,77
allankp/pytest-testrail,5,856,32,691,2879,48192,166,69599,2,16611,9,4478,17,350,11,11,9,52988,157,65121,2862,47842,1,29250,70,31370,1850,24563,1,5435,7,3315,14,273,8,23738,87,33751,1012,23279,1,11176,2,1163,3,77
glotaran/pyglotaran,132,17771,685,13353,36946,694527,2245,1060746,13,834686,208,269791,1852,59270,28,28,15,226060,2037,790955,35125,635257,5,91413,1307,545546,27787,507732,8,660872,155,206739,1444,39935,10,134647,730,245409,7338,127525,5,173814,53,63052,408,19335
wind-python/windpowerlib,21,4911,70,3577,10496,254970,588,339124,6,321996,107,155488,1067,33632,11,11,5,17128,481,183636,9445,221338,0,0,172,52474,4736,105353,2,166583,76,114109,904,27314,5,17128,309,131162,4709,115985,4,155413,31,41379,163,6318
django-mptt/django-mptt,17,4218,152,3504,8972,107675,903,157981,3,151048,55,30514,154,2226,5,5,2,6933,848,127467,8831,105449,0,0,1,7,6,28,1,101,1,94,1,9,2,6933,847,127460,8825,105421,2,150947,54,30420,153,2217
lebigot/uncertainties,21,9038,209,6561,1853,23717,225,40304,0,0,0,0,0,0,1,1,1,40304,225,40304,1853,23717,1,40304,225,40304,1853,23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pre-commit/pre-commit,73,6794,340,4546,3126,38463,215,62317,4,41322,9,3247,22,346,9,9,5,20995,206,59070,3104,38117,2,8328,110,19107,989,10039,3,13784,8,3005,19,325,3,12667,96,39963,2115,28078,1,27538,1,242,3,21
pre-commit/pre-commit-hooks,38,2431,107,1675,841,11980,33,15364,1,819,2,798,36,585,2,2,1,14545,31,14566,805,11395,1,14545,31,14566,805,11395,1,819,2,798,36,585,0,0,0,0,0,0,0,0,0,0,0,0
nutechsoftware/alarmdecoder,24,4827,169,2893,413,5410,28,8510,1,8510,16,6301,80,1575,1,1,0,0,12,2209,338,3835,0,0,12,2209,338,3976,1,8510,16,6301,80,1575,0,0,0,0,0,-141,0,0,0,0,0,0
softlayer/softlayer-python,522,45683,1327,24623,5675,91250,691,242904,7,221945,103,48506,476,10737,13,13,6,20959,588,194398,5203,80513,1,2702,313,121207,1566,22237,3,132486,26,13981,191,4167,5,18257,275,73191,3637,58276,4,89459,77,34525,285,6570
liminspace/django-mjml,17,948,44,536,8965,107638,901,157880,2,150947,70,28184,329,5029,4,4,2,6933,831,129696,8638,102609,0,0,801,121791,8199,97943,1,149210,68,27419,323,4943,2,6933,30,7905,439,4666,1,1737,2,765,6,86
galaxyproject/bioblend,64,14957,750,11750,4976,72104,433,112059,6,63669,17,9329,46,766,18,18,12,48390,416,102730,4930,71338,0,0,53,4767,439,5948,3,10017,12,5250,40,627,12,48390,363,97963,4491,65390,3,53652,5,4079,6,139
dominodatalab/python-domino,50,10186,480,5613,2138,41197,135,59782,7,41111,36,16172,229,5080,12,12,5,18671,99,43610,1910,36117,1,6946,49,16636,977,16213,4,17959,15,8269,104,2301,4,11725,50,26974,933,19904,3,23152,21,7903,125,2779
katholt/kleborate,21,3267,134,2450,8431,207731,571,308720,2,308720,97,76312,447,12713,2,2,0,0,474,232408,7984,195018,0,0,251,130956,4273,99687,1,174735,82,43779,378,9818,0,0,223,101452,3711,95331,1,133985,15,32533,69,2895
katholt/kaptive,3,2142,124,1790,8351,206745,571,308726,1,174735,76,41778,345,8050,2,2,1,133991,495,266948,8006,198695,0,0,257,132957,4306,101455,1,174735,76,41778,345,8050,1,133991,238,133991,3700,97240,0,0,0,0,0,0
olofk/fusesoc,28,5143,236,3410,3132,45222,236,68723,4,29600,14,10583,38,767,14,14,10,39123,222,58140,3095,44455,0,0,96,19017,1252,20653,4,29600,14,10583,38,767,10,39123,126,39123,1843,23802,0,0,0,0,0,0
provenancelabs/image-match,6,1475,30,1282,14531,353398,1209,458936,3,217805,63,64285,329,11360,18,18,15,241131,1146,394651,14202,342038,1,998,1,998,61,363,0,0,0,0,0,0,14,240133,1145,393653,14141,341675,3,217805,63,64285,329,11360
mjg59/python-broadlink,15,2048,112,1302,2735,26491,117,39291,1,19173,9,4127,26,265,4,4,3,20118,108,35164,2709,26226,0,0,74,15046,1451,12035,1,19173,9,4127,26,265,3,20118,34,20118,1258,14191,0,0,0,0,0,0
circus-tent/circus,71,11053,541,7344,2041,28988,109,43921,3,43921,44,22882,283,3963,3,3,0,0,65,21039,1765,25025,0,0,65,21039,1765,25322,3,43921,44,22882,283,3963,0,0,0,0,0,-297,0,0,0,0,0,0
fffonion/xehentai,23,3840,197,2444,930,22931,75,33672,3,27987,24,9644,147,3329,6,6,3,5685,51,24028,783,19602,0,0,7,580,148,1864,1,5435,11,4855,88,2060,3,5685,44,23448,635,17738,2,22552,13,4789,59,1269
robotika/osgar,348,44194,2207,31473,7024,152759,527,218248,9,196947,91,73041,435,13169,14,14,5,21301,436,145207,6599,139590,0,0,0,0,29,172,1,1308,4,1308,33,692,5,21301,436,145207,6570,139418,8,195639,87,71733,402,12477
grokzen/pykwalify,9,3144,134,2475,1208,18089,67,24229,2,8686,2,2192,57,1318,4,4,2,15543,65,22037,1151,16771,1,14545,64,21039,1090,16408,2,8686,2,2192,57,1318,1,998,1,998,61,363,0,0,0,0,0,0
grokzen/redis-py-cluster,12,3617,182,2558,477,5175,8,6548,1,6548,5,6163,61,961,1,1,0,0,3,385,419,4214,0,0,3,385,419,4220,1,6548,5,6163,61,961,0,0,0,0,0,-6,0,0,0,0,0,0
panoptes/pocs,98,17907,872,13414,13116,181967,1037,304732,4,104908,52,27693,219,3861,30,30,26,199824,985,277039,12916,178106,1,10130,27,12250,709,10886,1,5435,7,3315,14,273,25,189694,958,264789,12207,167220,3,99473,45,24378,205,3588
camptocamp/anthem,13,754,41,506,1975,24624,230,41583,1,1279,1,95,1,14,2,2,1,40304,229,41488,1974,24610,1,40304,229,41488,1974,24610,1,1279,1,95,1,14,0,0,0,0,0,0,0,0,0,0,0,0
camptocamp/marabunta,14,1727,99,1172,5333,68001,380,102270,5,87358,27,15297,101,2714,7,7,2,14912,353,86973,5234,65287,1,14545,301,70512,3863,51747,3,67616,20,11649,87,2273,1,367,52,16461,1371,13540,2,19742,7,3648,14,441
nabla-c0d3/sslyze,69,9857,244,5439,3750,41431,166,61841,6,42721,36,19147,199,3482,8,8,2,19120,130,42694,3557,37949,0,0,93,23213,2193,22477,4,38866,27,15653,170,3237,2,19120,37,19481,1364,15472,2,3855,9,3494,29,245
thread/django-lightweight-queue,34,2581,159,1784,9219,110987,927,162444,5,158583,45,21693,177,3168,6,6,1,3861,882,140751,9046,107819,0,0,853,135918,8609,103276,3,153774,42,17856,169,2995,1,3861,29,4833,437,4543,2,4809,3,3837,8,173
presslabs/gitfs,43,3650,219,2327,3817,41737,241,57327,7,57327,27,16809,99,1646,7,7,0,0,214,40518,3721,40091,0,0,199,32316,3058,32674,5,45767,23,13451,95,1491,0,0,15,8202,663,7417,2,11560,4,3358,4,155
arviz-devs/arviz,127,35779,684,31017,30659,664997,1751,966224,15,841056,292,388891,2464,82444,23,23,8,125168,1459,577333,28220,582553,0,0,797,342676,17606,400382,8,654831,218,312155,1932,57484,8,125168,662,234657,10614,182171,7,186225,74,76736,532,24960
lucyparsons/openoversight,70,9477,402,5930,64911,864578,4311,1718421,35,928650,264,185090,1218,27953,99,99,64,789771,4047,1533331,63720,836625,1,18747,252,124811,10231,136403,3,196048,71,89984,447,11359,63,771024,3795,1408520,53489,700222,32,732602,193,95106,771,16594
yubico/yubikey-manager,56,16888,742,9522,4755,51082,324,81516,6,52607,56,21479,305,4294,13,13,7,28909,268,60037,4458,46788,0,0,197,30595,2525,25019,5,51024,54,20429,298,4235,7,28909,71,29442,1933,21769,1,1583,2,1050,7,59
wmayner/pyphi,54,14236,881,9759,16884,377438,1084,515644,10,514863,86,85855,355,9616,13,13,3,781,998,429789,16532,367822,2,534,865,404728,15100,349834,9,488266,85,84072,346,9389,1,247,133,25061,1432,17988,1,26597,1,1783,9,227
zalando-stups/pierone-cli,11,1337,67,929,3226,53343,253,76660,9,45336,40,18538,233,4360,12,12,3,31324,213,58122,2993,48983,0,0,15,758,197,2420,4,6555,15,5797,113,2239,3,31324,198,57364,2796,46563,5,38781,25,12741,120,2121
pyqtgraph/pyqtgraph,236,58604,3467,46195,3780,98226,238,133985,1,133985,34,43755,188,8436,1,1,0,0,204,90230,3593,89790,0,0,204,90230,3593,89980,1,133985,34,43755,188,8436,0,0,0,0,0,-190,0,0,0,0,0,0
dib-lab/sourmash,112,24586,1208,18916,22344,468539,1369,713759,6,399783,62,78811,389,17483,21,21,15,313976,1307,634948,21957,451056,3,133439,831,453878,14167,337013,5,398200,60,77761,382,17424,12,180537,476,181070,7790,114043,1,1583,2,1050,7,59
openwisp/netjsonconfig,53,7446,201,2785,1609,20098,79,28631,2,18489,7,5237,22,522,5,5,3,10142,72,23394,1587,19576,0,0,35,13252,982,12253,2,18489,7,5237,22,522,3,10142,37,10142,605,7323,0,0,0,0,0,0
pcubillos/mc3,21,6019,104,5203,20534,448194,1305,685519,5,554577,100,133996,608,24772,14,14,9,130942,1205,551523,19931,423422,0,0,759,388114,12934,318495,3,515945,94,127831,590,24207,9,130942,446,163409,6997,104927,2,38632,6,6165,18,565
divio/divio-cli,23,5583,249,4109,3637,64766,257,91063,8,68227,34,23418,169,4117,14,14,6,22836,223,67645,3469,60649,2,5735,157,36924,2427,37663,6,51128,26,19939,157,3873,4,17101,66,30721,1042,22986,2,17099,8,3479,12,244
igraph/python-igraph,103,25791,758,17286,749,16805,75,23175,2,23175,38,16433,191,5837,2,2,0,0,37,6742,567,10968,0,0,0,0,15,175,1,745,1,745,26,343,0,0,37,6742,552,10793,1,22430,37,15688,165,5494
librosa/librosa,38,29901,345,21536,28090,580398,1498,808138,14,760227,260,289499,1972,80500,24,24,10,47911,1238,518639,26132,499898,2,3254,1059,448447,22356,447882,10,724260,242,279067,1927,79444,8,44657,179,70192,3776,52016,4,35967,18,10432,45,1056
espressif/esptool,84,21339,957,15815,4503,49935,183,73622,7,54502,26,17078,191,3404,9,9,2,19120,157,56544,4313,46531,0,0,124,37424,3056,32345,6,53504,25,16080,190,3402,2,19120,33,19120,1257,14186,1,998,1,998,1,2
lablup/backend.ai-manager,184,36707,1218,24013,27781,366850,1648,560083,26,406372,236,200408,1229,27051,71,71,45,153711,1413,359675,26592,339799,10,23924,426,96584,6869,83044,12,111783,102,39395,333,4621,35,129787,987,263091,19723,256755,14,294589,134,161013,896,22430
neuralensemble/elephant,44,28705,548,23698,12614,327488,926,450623,5,445562,117,137939,688,31269,7,7,2,5061,809,312684,11937,296219,1,998,554,230102,8084,210686,3,304073,63,74969,303,14399,1,4063,255,82582,3853,85533,2,141489,54,62970,385,16870
securityinnovation/pgpy,18,9894,784,6033,3120,31589,138,48256,2,29136,30,12539,184,2381,4,4,2,19120,108,35717,2944,29208,0,0,75,16597,1747,15535,2,29136,30,12539,184,2381,2,19120,33,19120,1197,13673,0,0,0,0,0,0
daavoo/pyntcloud,64,5128,213,3855,16165,422075,973,563378,5,562353,124,185551,1270,43447,7,7,2,1025,849,377827,14914,378628,0,0,804,368222,14498,374564,3,552101,122,183879,1240,42465,2,1025,45,9605,416,4064,2,10252,2,1672,30,982
wookayin/gpustat,10,2170,129,1572,1241,14415,28,30186,3,19718,15,17631,97,1452,6,6,3,10468,13,12555,1147,12963,0,0,6,2087,918,10675,3,19718,15,17631,97,1452,3,10468,7,10468,229,2288,0,0,0,0,0,0
cartodb/carto-python,26,3488,122,1861,3142,52610,324,82326,2,1692,5,1611,25,226,9,9,7,80634,319,80715,3124,52384,1,5435,21,5516,262,4178,1,694,4,613,24,220,6,75199,298,75199,2862,48206,1,998,1,998,1,6
pndurette/gtts,16,1727,51,798,1416,30163,102,44340,4,38117,27,11278,128,2398,7,7,3,6223,75,33062,1288,27765,0,0,16,7169,633,9548,2,15565,18,8396,90,1611,3,6223,59,25893,655,18217,2,22552,9,2882,38,787
jacebrowning/gitman,17,2594,99,2065,1300,16443,71,21702,2,275,5,240,17,130,7,7,5,21427,66,21462,1283,16313,1,1854,19,1865,104,1316,1,48,1,37,4,23,4,19573,47,19597,1179,14997,1,227,4,203,13,107
jacebrowning/mine,17,1963,91,893,993,11488,66,16318,6,10270,19,5171,66,1267,10,10,4,6048,47,11147,928,10221,0,0,17,750,123,958,4,2266,11,1516,44,415,4,6048,30,10397,805,9263,2,8004,8,3655,22,852
wagtail/django-modelcluster,12,2259,182,1803,9046,108722,907,160516,3,153583,56,29236,270,5107,5,5,2,6933,851,131280,8781,103615,0,0,821,123375,8342,98960,2,151846,54,28471,264,5021,2,6933,30,7905,439,4655,1,1737,2,765,6,86
wagtail/wagtailtrans,37,1716,80,912,22391,276013,2478,461408,7,207439,155,63973,664,10152,32,32,25,253969,2323,397435,21754,265861,0,0,549,45134,3309,33636,1,54974,21,9840,67,1127,25,253969,1774,352301,18445,232225,6,152465,134,54133,597,9025
wagtail/wagtail,796,92553,5113,56843,15823,205605,1515,314642,23,285583,370,134343,1888,29239,31,31,8,29059,1145,180299,14031,176366,0,0,1012,136401,12311,148073,16,265056,348,128655,1802,28113,8,29059,133,43898,1720,28293,7,20527,22,5688,86,1126
mdshw5/pyfaidx,3,2151,126,1807,1441,18880,69,28536,0,0,0,0,0,0,2,2,2,28536,69,28536,1441,18880,2,28536,69,28536,1441,18880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gabrielfalcao/sure,12,2376,152,1623,253,2769,4,4162,0,0,0,0,0,0,2,2,2,4162,4,4162,253,2769,2,4162,4,4162,253,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeatmanlab/pyafq,51,17046,474,13805,49461,1029000,2952,1424035,34,1232375,415,457979,2878,85235,59,59,25,191660,2537,966056,46609,943765,0,0,407,139617,9859,209624,11,318108,148,178491,1367,40393,25,191660,2130,826439,36750,734141,23,914267,267,279488,1511,44842
sncosmo/sncosmo,25,9822,273,7083,18038,458713,1212,625444,5,621381,145,212166,975,36646,6,6,1,4063,1067,413278,17072,422067,0,0,854,339734,12924,314496,2,459569,83,119835,539,18135,1,4063,213,73544,4148,107571,3,161812,62,92331,436,18511
