product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC,unique_unresolved_count,unique_resolved_count,unresolved_count,resolved_count
brack3t/django-braces,2,856,8846,6933,138334,105475,50.0,95.00554938956715,98.67261572783045,4.391309855586521,87.61971117304282,97.9904866311154,0,53,9,200
colinoflynn/pico-python,0,231,3676,0,115564,96266,0.0,97.05882352941177,99.35135135135134,0.0,86.24758379294131,98.99835458658987,2,3,15,3
airbnb/knowledge-repo,43,2607,43268,326113,817315,585717,50.588235294117645,87.48322147651007,96.4210901635691,30.01737827384404,75.23052906166527,93.59417070812793,557,1602,1695,6784
plus3it/watchmaker,3,62,1398,5475,17716,17330,33.33333333333333,76.5432098765432,94.20485175202157,20.64090480678605,66.78982092365693,93.31251346112427,4,27,11,35
ijmarshall/robotreviewer,6,1097,18144,40826,513732,404377,60.0,97.07964601769912,97.46978243352136,7.152079351537331,89.99784523156752,97.64517819326828,106,18433,22091,151486
threat9/routersploit,7,755,11976,96484,206152,160298,43.75,84.8314606741573,95.70846319827379,36.07080770884349,77.070489934015,94.1401019521248,18,606,101,1449
kislyuk/watchtower,5,178,3819,29724,65817,50154,71.42857142857143,93.19371727748691,98.17480719794345,41.08873253065343,90.98160102846242,98.02212406676308,4,128,52,271
juniper/py-junos-eznc,9,397,8039,51234,115758,99650,47.368421052631575,86.11713665943601,94.33231635766252,32.21919668966211,72.79599036580994,91.47908787133258,61,380,337,582
juniper/jsnapy,16,749,10976,118935,201319,142871,66.66666666666666,96.27249357326478,98.19287886920736,54.7761929544188,92.71861427999025,97.69892502530156,80,589,470,937
pyscaffold/pyscaffold,3,114,2376,6702,36636,28282,37.5,82.01438848920863,91.95046439628483,14.24048615685358,77.8445912925228,89.56518985337429,0,20,0,35
nci-gdc/gdcdictionary,13,224,3735,73293,80394,58185,86.66666666666667,95.31914893617022,99.38797232570516,85.72982583369398,94.03576901032832,99.505763245203,0,65,21,93
bparzella/secsgem,2,33,841,4162,12421,12218,50.0,91.66666666666666,99.1745283018868,24.89681162888078,74.30160914039601,99.18012825716373,1,3,48,3
sendgrid/sendgrid-python,0,10,71,0,476,629,0.0,50.0,72.44897959183673,0.0,35.87038432554635,75.23923444976076,0,6,1,7
hpcugent/vsc-base,3,81,1550,31339,31339,20605,100.0,100.0,100.0,100.0,100.0,100.0,35,43,103,74
pythonot/pot,0,627,9907,0,309309,266268,0.0,90.08620689655173,95.89584744942407,0.0,79.11667131343154,92.60915838312732,26,18635,21978,151763
seisman/hinetpy,3,58,813,7625,27875,21573,50.0,74.35897435897436,87.13826366559485,21.411322026283276,78.27417724362574,89.09676619997522,2,61,7,92
forensicartifacts/artifacts,1,494,6191,177830,181437,95455,50.0,98.8,99.8387356877923,96.77665126555756,98.73961241449119,99.8149155094529,0,5,0,7
biosustain/cameo,99,5081,81095,789940,1959629,1401956,77.95275590551181,96.03099603099604,98.49515388539363,34.04249084122799,84.45027759665894,97.4271340999417,629,22742,23838,160873
sentinelsat/sentinelsat,3,100,1597,5725,36471,32262,27.27272727272727,68.4931506849315,87.45892661555312,10.750568043114942,68.48628246295984,87.2393932019145,1,92,71,106
mar10/wsgidav,1,56,1392,367,18107,16351,20.0,87.5,97.34265734265735,1.5746342300596388,77.68910627708414,96.84890126162412,65,37,153,64
gmplot/gmplot,3,64,866,16103,28236,21850,60.0,87.67123287671232,98.1859410430839,49.22357400501314,86.31167084428685,98.48109253166268,0,36,5,39
thebjorn/pydeps,0,1,2,0,18,28,0.0,50.0,50.0,0.0,15.929203539823009,45.16129032258064,0,1,0,1
s3tools/s3cmd,1,17,361,998,4783,5495,33.33333333333333,77.27272727272727,87.40920096852301,10.59447983014862,50.77494692144374,81.96599045346062,0,18,47,21
codecov/codecov-python,5,106,1514,31478,43611,33295,71.42857142857143,92.17391304347827,98.88961463096015,65.45779700139325,90.68809914949365,98.95678535338524,0,39,5,42
lordfriend/albireo,22,1052,23315,152124,359225,322634,56.41025641025641,86.65568369028006,96.29522550801256,28.130634254045567,66.42756626113906,94.03908652374776,82,778,1559,5108
halfak/deltas,2,26,355,6117,6117,4750,100.0,100.0,100.0,100.0,100.0,100.0,2,1,6,1
codalab/codalab-worksheets,62,3911,59450,785650,1389507,933479,71.26436781609196,95.27405602923264,98.47932679565332,50.88344120117693,89.99286925873321,98.17837418844572,812,1185,4947,7373
nasa/apod-api,14,318,6854,59744,112644,104267,60.86956521739131,77.37226277372264,95.71288926127636,36.82718149764529,69.43560914268807,92.64554307648564,13,166,187,230
lxc/pylxd,5,207,3780,24845,70250,51852,41.66666666666667,88.08510638297872,95.35822401614531,30.194572390408712,85.37608011375374,92.98472132558639,5,116,109,144
nfcpy/nfcpy,0,24,727,0,7076,7712,0.0,58.536585365853654,89.86402966625462,0.0,46.74329501915709,84.22892092616864,0,14,0,29
mpib/lagerregal,21,1632,20437,139018,315396,257197,60.0,84.69122989102232,92.97998180163786,30.412506453617087,68.99813610787822,89.6531650864473,40,1691,553,8325
xattr/xattr,0,20,1047,0,9876,11156,0.0,60.60606060606061,87.468671679198,0.0,51.65271966527196,80.67688747468904,0,16,0,22
christiansandberg/canopen,4,173,2735,10358,61342,40039,66.66666666666666,96.11111111111111,99.38226744186046,16.27822916502962,96.40269679873018,98.70574893994674,1,18,1,21
mbj4668/pyang,1,28,332,7110,7110,4491,100.0,100.0,100.0,100.0,100.0,100.0,8,0,11,0
booya-at/openglider,9,1313,22981,314877,540602,413609,50.0,91.7540181691125,97.01127105407573,50.479178423023654,86.66604678602575,97.12460138920851,143,18577,22837,151714
vida-nyu/reprozip,3,77,1314,16103,31760,27750,33.33333333333333,80.20833333333334,93.99141630901288,38.620011511895626,76.1703760552571,94.97244943358774,6,174,162,455
clinical-genomics/scout,3,117,4320,17202,41299,47309,30.0,70.05988023952095,95.04950495049505,22.599122415197456,54.25654904227647,89.9667205476847,13,177,186,835
psy0rz/zfs_autobackup,1,19,290,2781,3561,3852,33.33333333333333,90.47619047619048,86.05341246290801,45.9289843104872,58.81090008257638,80.0498753117207,1,42,2,44
google/vroom,1,18,347,5923,5923,4618,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
google/transitfeed,1,4,115,838,1209,1285,50.0,57.14285714285714,88.46153846153845,24.122049510650548,34.8013816925734,76.12559241706161,2,3,3,6
google/openhtf,19,518,6854,154288,160649,94389,82.6086956521739,97.5517890772128,99.4630677695545,92.40019643306304,96.20968031716754,98.98798162636072,35,315,702,3963
google/apitools,1,215,1748,10913,48001,22911,12.5,89.58333333333334,94.02904787520173,17.330474829283784,76.22836271240273,91.23163301875523,81,178,230,3699
google/mobly,2,23,890,10517,14124,11499,66.66666666666666,79.3103448275862,98.77913429522752,63.9720194647202,85.91240875912409,98.44191421967298,1,5,66,5
diyan/pywinrm,6,189,3824,38414,74877,53485,50.0,88.3177570093458,96.88370914618699,45.265899155108826,88.23279874621448,95.23851920440178,14,95,21,109
danirus/django-comments-xtd,4,994,11898,51028,169290,136322,50.0,90.03623188405797,96.71598114127784,23.138172452570103,76.76297747306562,95.02240995936234,12,362,40,1227
sage-bionetworks/synapsepythonclient,11,215,4179,49964,70974,51185,68.75,89.9581589958159,96.9155844155844,61.75180136199033,87.71860439248063,94.56638214536453,11,82,66,98
galvant/instrumentkit,6,645,8511,200604,233370,161761,54.54545454545454,98.32317073170732,98.89611898675342,82.53067068203698,96.01095998617659,99.04603873401136,70,248,335,396
manolomartinez/greg,1,27,316,570,4269,2700,50.0,79.41176470588235,95.75757575757575,8.916001877053027,66.7761614265603,79.03981264637002,0,3,0,3
planetlabs/planet-client-python,7,175,2845,11949,48267,41618,38.88888888888889,72.0164609053498,85.89975845410628,16.534517829714808,66.78982108016108,83.54679407395511,20,145,100,231
brian-team/brian2genn,4,1358,26114,131072,750542,454707,36.36363636363637,94.7662247034194,98.69982613954191,15.941716989278698,91.28515741399546,97.88981483674159,245,605,1073,1021
nrel/hescore-hpxml,5,378,4748,47615,85131,58785,55.55555555555556,96.42857142857143,99.01981230448384,50.692004684339395,90.63238581922708,98.50363618083716,37,236,416,382
noripyt/django-cachalot,2,731,8453,6933,88645,98320,50.0,81.67597765363128,93.0639656501156,4.417048929663609,56.47617227319061,89.86217233941433,0,342,3,1303
pyamg/pyamg,0,619,9884,0,309925,267982,0.0,88.9367816091954,95.67321653276547,0.0,79.27423501034652,93.20529497283648,108,121413,22313,506677
pyfa-org/pyfa,1,238,3780,133985,133985,98226,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
openstenoproject/plover,2,144,2402,1606,51255,28983,40.0,88.34355828220859,96.27254509018036,2.7272109767694603,87.03810623556582,93.95727299251143,4,45,9,67
jopohl/urh,0,301,8457,0,106658,146889,0.0,75.06234413965088,89.94894703254627,0.0,46.85092289175679,87.42872448068567,7,1682,13,5015
sfstoolbox/sfs-python,0,632,9866,0,296931,268834,0.0,90.80459770114942,96.24426885181934,0.0,75.949396228249,93.82337749361328,980,18353,21969,151372
docker/docker-py,7,235,5019,41959,84540,70401,46.666666666666664,78.59531772575251,93.04783092324806,36.93021290827957,74.40787910259908,90.50833076211046,12,173,14,227
wger-project/wger,19,1464,17505,88831,253924,226274,52.77777777777778,84.86956521739131,93.01275239107333,24.111274873039267,68.92223841746264,90.76592296645728,38,1645,353,7305
golemhq/golem,18,700,15613,68032,267107,194841,52.94117647058824,84.84848484848484,97.46550970722268,21.35261697613398,83.83456994714574,95.91652882797732,44,413,434,1127
jantman/awslimitchecker,7,231,4793,35033,80692,63428,58.333333333333336,87.16981132075472,95.93674939951961,36.04218106995884,83.0164609053498,93.70918653783647,21,214,53,403
mixpanel/mixpanel-python,3,54,826,5809,26059,20017,50.0,72.97297297297297,87.5,17.188424665640902,77.10675819623624,88.44947196323628,7,42,18,52
mysociety/mapit,6,1078,14345,145416,260138,224087,54.54545454545454,85.41996830427892,95.3156146179402,43.824552309426366,78.39874146359105,95.22973753994697,53,412,200,1577
qutip/qutip,0,595,9805,0,266828,258670,0.0,83.80281690140845,93.1857061395172,0.0,67.54865625696175,89.09823642876825,121,20113,23072,155968
lebedov/scikit-cuda,5,308,5521,14193,132098,117744,62.5,91.94029850746269,98.1511111111111,8.525604445111878,79.35005256044451,97.32598219525703,104,68,392,246
django-cas-ng/django-cas-ng,10,946,10085,48186,169127,131987,83.33333333333334,94.22310756972112,98.28476756651399,24.197897887341625,84.93167882771816,97.75583815371398,3,123,270,287
cookiecutter/cookiecutter,5,156,2967,17468,93345,51776,31.25,70.9090909090909,92.63190758663752,14.099376876634487,75.34384786749749,92.83178541972961,3,90,97,144
eliasgranderubio/dagda,7,359,7430,34332,117473,113223,33.33333333333333,73.41513292433538,93.51793580868471,19.50305054705341,66.73313109967393,91.31991773198371,37,321,113,474
naturalhistorymuseum/ckanext-ldap,4,738,5578,50844,125917,80573,66.66666666666666,93.41772151898734,96.82346814789099,34.38053635908741,85.14463843771554,95.73333016491613,5,157,59,3825
inasafe/inasafe,1,67,517,798,4245,4387,33.33333333333333,53.17460317460318,73.75178316690443,6.875753920386007,36.5759090125797,61.73656065296932,40,149,79,239
gluster/gstatus,5,192,3723,43358,62010,46124,71.42857142857143,94.11764705882352,98.64864864864865,64.85281799688883,92.75158549718799,98.2281284606866,2,74,4,129
gslab-econ/template,4,57,1381,17693,23226,17428,80.0,98.27586206896551,99.92764109985528,74.91954607046071,98.34857723577237,99.9426539740796,2,13,21,35
wamdam/backy2,4,296,12438,9958,142648,173806,30.76923076923077,74.55919395465995,94.79460406981175,3.409771848666121,48.84486188677695,91.39122295954316,32,446,137,1060
sasview/sasview,16,1886,34339,186949,766513,578704,55.172413793103445,92.99802761341223,97.24456275487087,20.865519084881097,85.55109484570372,95.08446143001966,516,20840,27148,157551
scrapinghub/python-scrapinghub,4,67,998,17101,29391,23014,50.0,84.81012658227847,96.89320388349515,48.38581897405427,83.15932433579492,97.22445186092688,14,50,37,58
scrapinghub/dateparser,1,25,671,998,13591,11849,20.0,73.52941176470588,71.30712008501594,4.497116077865897,61.24279019466474,73.44118011652411,16,105,47,347
scrapinghub/shub,5,556,8139,9154,198487,130659,33.33333333333333,77.32962447844228,91.99728721600543,3.6009031760642607,78.07870534274272,89.63428438145284,18,134,37,306
yelp/pgctl,2,190,6029,315,108427,71220,33.33333333333333,95.95959595959596,99.71882236189215,0.27953783078643313,96.22047104343042,99.71577783067079,2,40,4,86
cuemacro/findatapy,90,7373,99702,990957,2567201,1872912,64.74820143884892,93.69678485195068,96.7961787149764,33.18081549996384,85.95915133787103,94.80237862396967,1004,45125,50185,266742
holoviz/holoviews,20,1211,19023,75280,325776,346436,54.054054054054056,78.33117723156533,89.76077006558769,12.007528631128976,51.96286726002488,85.9617083362282,213,11135,5477,34814
holoviz/geoviews,34,2031,32363,314915,741087,567719,70.83333333333334,90.42742653606412,95.94153919127238,32.14218642192546,75.63995525416533,93.47076604936646,454,13264,8122,41031
evhub/coconut,2,414,3643,9470,147166,46123,40.0,89.6103896103896,96.07067510548524,5.343067834957318,83.03251541703575,94.21894470206115,10,21,12,22
oca/pylint-odoo,10,407,4771,29529,97015,69669,71.42857142857143,96.44549763033176,98.83985912575099,27.228717910888168,89.45762024195928,98.32338371649942,8,323,48,538
oca/l10n-switzerland,7,439,3046,16586,106932,48568,41.17647058823529,87.27634194831015,91.06128550074737,12.465240722091119,80.36495362924438,87.17221574082383,24,216,183,272
oca/connector,0,2,108,0,174,754,0.0,66.66666666666666,97.2972972972973,0.0,17.092337917485263,97.54204398447607,0,2,14,4
kovacsbalu/wazeroutecalculator,3,64,866,16103,28236,21850,60.0,87.67123287671232,98.1859410430839,49.22357400501314,86.31167084428685,98.48109253166268,0,38,6,44
bugsnag/bugsnag-python,0,17,735,0,11962,9600,0.0,94.44444444444444,100.0,0.0,87.28838295388208,99.97917100604042,0,1,2,1
ekzhu/datasketch,0,677,10260,0,357480,284210,0.0,97.27011494252874,99.31274803987998,0.0,91.43810125513808,98.84946333794754,30,18356,21764,151369
johnmaguire/cardinal,22,539,8313,183908,183908,107903,100.0,100.0,100.0,100.0,100.0,100.0,352,198,946,3696
edx/i18n-tools,4,920,9542,157880,163631,114651,57.14285714285714,99.56709956709958,99.84304698127028,94.23758759415999,97.6703236357993,99.57357002657588,1,59,16,196
edx/codejail,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,0,0,1,0
edx/edx-lint,16,476,6675,78758,131174,97355,69.56521739130434,93.33333333333333,98.5239852398524,53.11867699031484,88.4708770604581,98.07783363388171,18,146,132,249
edx/bok-choy,2,113,1021,11244,20386,13173,66.66666666666666,94.9579831932773,98.45708775313405,50.942370424066695,92.36136281261327,98.2693024990675,0,28,0,34
edx/auth-backends,15,1402,14415,104285,255416,178987,75.0,96.3573883161512,98.26175869120655,38.256107000443876,93.69728940523923,97.43122162585871,18,255,26,503
edx/xblock-utils,9,262,4910,54368,88474,64206,64.28571428571429,92.57950530035336,97.30479587792311,55.64277599811685,90.54846534096143,95.02005298130854,32,37,111,52
edx/repo-tools,9,247,4637,38518,72829,65625,52.94117647058824,80.1948051948052,94.2671274649319,37.83321874079167,71.53423042923092,92.30217446341669,2,164,160,290
edx/edx-drf-extensions,17,1650,20112,102339,346657,260506,56.666666666666664,93.22033898305084,97.59316770186336,25.85264806557957,87.5717118641927,97.0733343270234,14,571,220,1441
edx/xblock,5,212,4062,20015,75098,55245,45.45454545454545,95.4954954954955,98.6401165614376,24.330205193037052,91.28902071379947,97.46136475901488,2,19,466,23
edx/django-config-models,12,1325,15154,120813,229061,188010,70.58823529411765,90.07477906186267,95.73567502684945,40.998449149407655,77.73290755640923,94.26611714449024,13,413,65,1200
edx/xblock-lti-consumer,25,2273,28756,169721,481382,374645,48.07692307692308,89.48818897637796,95.23746439690005,28.13938296658841,79.81211783587335,92.97763196100671,218,1362,1417,2833
edx/edx-proctoring,35,2475,34000,237818,547434,417568,56.451612903225815,89.09287257019439,96.50043992847614,35.867388183057635,82.56325333912477,95.16568667669448,29,1465,1564,3392
edx/edx-enterprise,48,2906,39042,388995,678271,507681,57.14285714285714,90.19242706393544,96.19099241155021,48.074700888713664,83.82543592202653,94.84418406102239,70,2158,1527,6204
edx/edx-search,35,2080,26497,323144,462655,332480,85.36585365853658,94.54545454545455,97.865189289012,63.082398093144654,90.31696980226722,97.09514728686698,39,480,99,1190
kyper-data/python-highcharts,2,249,2636,40671,51821,33786,66.66666666666666,98.80952380952381,99.50924877312193,74.0765700131138,94.38474428092671,99.10242872228089,3,211,76,386
hylang/hy,0,3,53,0,284,576,0.0,75.0,80.3030303030303,0.0,24.294268605645854,65.82857142857142,0,20,0,34
ggtracker/sc2reader,0,94,1176,0,27162,21397,0.0,96.90721649484536,98.57502095557417,0.0,86.21762315896395,98.2099417083582,0,6,4,9
minio/minio-py,0,27,392,0,8485,6853,0.0,77.14285714285715,96.07843137254902,0.0,75.08849557522123,94.73320431296655,0,7,0,18
elastic/rally,51,1163,23592,437000,464602,323666,91.07142857142857,97.89562289562289,99.41845764854614,91.31637676677337,97.08414480228019,99.22287178764013,20,765,2657,2315
elastic/elasticsearch-py,1,37,518,124,7088,7344,33.33333333333333,60.65573770491803,81.06416275430361,0.7760670922518462,44.360996370008756,74.00987604555074,19,35,129,48
seed-platform/seed,1,27,255,5815,5815,4113,100.0,100.0,100.0,100.0,100.0,100.0,0,0,16,0
eternnoir/pytelegrambotapi,1,52,763,4603,24869,19553,20.0,71.23287671232876,86.5079365079365,14.07042856269487,76.01944121782724,88.12818317032497,7,42,7,45
andrewannex/spiceypy,0,232,3766,0,122342,97876,0.0,97.47899159663865,99.62962962962963,0.0,91.31022129342837,99.64367886303015,0,5,15,13
silx-kit/fabio,0,200,3561,0,85296,89975,0.0,84.03361344537815,94.2063492063492,0.0,63.66085755868194,91.59998371103374,35,253,322,412
nvbn/thefuck,47,1232,14836,376379,402548,199246,97.91666666666666,99.83792544570503,99.6038939241356,93.18226269258288,99.66106898199382,99.55629728082185,11,266,725,363
rare-technologies/smart_open,1,19,245,4723,4723,3520,100.0,100.0,100.0,100.0,100.0,100.0,0,0,2,0
rare-technologies/gensim,0,615,10062,0,272161,267058,0.0,86.01398601398601,95.13993948562783,0.0,68.78380290945117,91.76052611686445,77,18481,22140,151584
mwclient/mwclient,5,154,1386,39142,45496,32120,62.5,98.08917197452229,99.71223021582733,83.41218088053532,96.95264885138303,99.86009637805068,5,52,98,75
datacamp/pythonwhat,7,551,10890,175970,296270,247119,58.333333333333336,94.51114922813036,98.6413043478261,52.8795732852528,89.03012546014575,98.33507757567558,834,9148,3694,30669
xebuz/flask-validator,15,700,17351,81300,374109,247752,62.5,97.76536312849163,99.25065781947146,21.32928960085632,98.14857568618397,99.08851302438497,10,398,45,489
rdmorganiser/rdmo,46,2506,27328,268422,431407,329142,69.6969696969697,92.81481481481481,97.59302906935218,52.71217661452175,84.71884561154074,96.8352363496215,41,1786,553,6299
punch-cyber/stoq,4,81,1348,20018,38003,29695,50.0,88.04347826086956,98.10771470160117,45.68025192825522,86.72128154808088,97.89022581176859,0,47,15,50
mongoengine/flask-mongoengine,6,333,6686,15956,96491,96163,37.5,79.28571428571428,95.31004989308624,10.772346745881718,65.14380232244127,92.15693790909178,6,251,305,384
mongoengine/mongoengine,0,164,2894,0,31162,37199,0.0,77.72511848341233,94.14443721535459,0.0,52.266818738363995,89.23619440579571,4,32,8,58
mitmproxy/mitmproxy,18,605,13073,149359,235449,178514,50.0,87.68115942028986,95.87122323261954,50.36842442493753,79.40060634060964,93.84804643142533,379,687,859,2840
danilop/yas3fs,5,425,9681,29724,120268,148876,55.55555555555556,66.92913385826772,93.962923420363,13.756143614805765,55.6595303547793,94.25275713182319,5,176,402,323
stripe/stripe-python,3,65,869,16187,28477,21989,60.0,89.04109589041096,98.4144960362401,49.35361912311726,86.82541618391365,98.74708101311299,1,36,9,39
psd-tools/psd-tools,5,1279,15682,139910,533171,454060,41.66666666666667,92.8156748911466,96.00832619076772,21.42523525493289,81.64758849337305,94.37385815446585,11,22782,27174,175296
django-json-api/django-rest-framework-json-api,2,902,9892,6933,141069,117685,28.57142857142857,92.60780287474333,97.79535343549183,3.9403911405139045,80.17698511483572,96.55729769201106,6,357,13,1241
iconfinder/pyvat,3,133,2281,16103,55830,40699,42.857142857142854,91.72413793103448,98.91587163920208,26.436498555292882,91.65681639085894,98.9785743816727,0,55,5,77
infoportugal/wagtail-modeltranslation,26,2133,20250,155111,331324,249193,78.78787878787878,92.25778546712803,96.17211246200608,37.979515532299885,81.12593564752808,94.44387594607603,69,5481,425,12585
voxpupuli/puppetboard,15,400,7495,56098,138827,109692,51.724137931034484,87.71929824561403,97.64200104220949,32.89510719144345,81.40627198949196,96.79161372299873,23,351,152,586
voxpupuli/pypuppetdb,2,53,761,4727,24977,19547,40.0,72.6027397260274,86.28117913832199,14.449471174420736,76.34957510545944,88.1011403073872,0,44,5,52
metaodi/osmapi,3,65,867,16103,28393,21904,60.0,89.04109589041096,98.29931972789116,49.22357400501314,86.79158769945589,98.7244782981025,0,38,5,41
vonage/vonage-python-sdk,6,202,4403,44122,76420,57718,40.0,86.69527896995707,96.43013578624617,47.44454122175984,82.17469380732712,94.22270107906036,7,170,66,210
xml-security/signxml,2,123,3029,19120,36293,32846,33.33333333333333,86.01398601398601,96.6804979253112,37.87413584771111,71.8915278410554,95.131346482463,363,113,604,167
arteria/cmsplugin-contact-plus,3,861,8849,7931,128129,103743,33.33333333333333,92.08556149732621,96.76325861126298,4.936296812662214,79.74817479631785,95.04887903469633,13,144,48,306
clearlinux/autospec,17,999,19560,525168,525168,332386,100.0,100.0,100.0,100.0,100.0,100.0,48,2730,2050,6612
python-escpos/python-escpos,5,177,2778,8872,52168,42154,45.45454545454545,90.3061224489796,94.9419002050581,13.488612521665095,79.31401465624714,93.95323957474314,6,69,63,91
convexengineering/gpkit,14,3155,36072,299015,1289731,951744,70.0,98.62457017818068,99.46232111837207,21.68601387545165,93.53752942695226,98.89204879016881,233,21272,24679,158174
django-hijack/django-hijack,40,1021,9433,328364,328364,151765,100.0,100.0,100.0,100.0,100.0,100.0,5,215,110,329
python273/vk_api,3,71,938,9417,29667,22739,50.0,78.02197802197803,88.65784499054821,25.176451716393967,79.31504651908887,89.61182266009851,0,55,5,118
sergeypirogov/webdriver_manager,4,126,1351,17337,34503,27764,44.44444444444444,84.56375838926175,92.85223367697594,40.018928027330226,79.6431374359448,93.2773391567277,0,53,128,56
fabiocaccamo/django-maintenance-mode,0,1,72,0,7,833,0.0,50.0,81.81818181818183,0.0,0.550314465408805,86.05371900826447,0,4,0,5
garnaat/placebo,6,227,4544,42868,79154,59521,75.0,95.37815126050421,98.54695293862503,50.14680938176288,92.59402234310113,98.55449216809616,0,124,52,269
dateutil/dateutil,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,17,0,48,0
betterlife/betterlifepsi,2,22,375,7849,7849,5658,100.0,100.0,100.0,100.0,100.0,100.0,4,1,4,1
adafruit/adafruit_circuitpython_register,10,375,2336,53723,53723,27974,100.0,100.0,100.0,100.0,100.0,100.0,2,49,4,69
adafruit/adafruit_circuitpython_busdevice,10,375,2336,53723,53723,27974,100.0,100.0,100.0,100.0,100.0,100.0,0,49,4,69
adafruit/adafruit_circuitpython_neopixel,7,334,2170,8443,38524,24541,63.63636363636363,88.82978723404256,92.34042553191489,15.61436603047788,71.24574641219115,86.91386881994617,0,53,33,73
gallopsled/pwntools,13,1237,15335,265756,427398,213141,43.333333333333336,91.22418879056046,95.118471653641,53.601884646104445,86.20440665112264,93.79926154441955,22,268,576,382
pixelb/crudini,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
jonathf/chaospy,14,1580,22513,357365,637974,462770,77.77777777777779,93.935790725327,97.72539827234449,47.026970121658344,83.9533368863623,95.11917388122897,275,22405,25737,159701
cclib/cclib,2,708,11106,22776,370886,295624,40.0,95.67567567567568,98.55355399769279,5.451516544117647,88.7728821997549,97.80518629779857,969,18379,21962,151406
leeping/geometric,1,463,5730,998,174669,176906,33.33333333333333,90.07782101167315,96.30252100840336,0.42144736342022693,73.7613121455387,94.28650613454425,39,175,1009,332
chaoss/grimoirelab-perceval,28,1187,17856,378989,425622,234420,75.67567567567568,95.95796281325788,98.49955869373345,82.72737591624865,92.90663104265712,97.03698184437324,14,730,824,2328
plivo/sharq-server,7,658,10627,29183,128318,106729,38.88888888888889,88.32214765100672,96.18064983256403,16.08782897275604,70.73837638783228,93.22612766849517,206,4100,905,9725
pik-copan/pyunicorn,1,685,10509,745,304808,279633,25.0,88.84565499351491,94.84657039711192,0.17989607078004868,73.60236448634238,91.8869096322,1044,18578,22280,151775
barttc/dpaste,25,1734,18439,155160,422996,215117,83.33333333333334,94.80590486604702,97.8144395522784,33.09416351707604,90.22105433790344,96.43648068284722,21,269,145,519
itamarst/eliot,2,126,3199,10084,54678,36689,40.0,91.97080291970804,98.0386147716825,17.028606167043804,92.33341213820123,98.05436031750274,17,54,35,101
s4w3d0ff/python-poloniex,2,63,862,4727,26458,21146,33.33333333333333,72.41379310344827,84.01559454191033,13.196538246789501,73.86376326074819,86.88827710892879,0,43,5,48
ecogenomics/gtdbtk,0,441,8023,0,177202,161917,0.0,92.64705882352942,97.26027397260275,0.0,77.3720014321518,96.57173530551994,11,112,32,185
dov-vlaanderen/pydov,5,573,11031,11675,215048,246339,35.714285714285715,81.27659574468085,89.79973949853468,3.083607358398373,56.79859487870264,86.81673045611215,38,8918,4028,30279
nextdoor/kingpin,17,560,8613,94133,157005,116162,65.38461538461539,93.64548494983278,97.42110620970479,53.1842887329514,88.70639682701108,96.62452171019797,18,460,307,928
appium/python-client,9,474,10281,12896,177575,122153,64.28571428571429,89.09774436090225,98.24175824175823,6.22829682934486,85.76223708676439,96.77478134110787,25,187,70,373
pysmo/aimbat,16,1460,24330,178926,614019,494074,69.56521739130434,88.86183810103469,95.57668133249528,22.618769207042277,77.62065909783314,93.62498010293415,89,21738,24997,159039
zerodha/pykiteconnect,13,1024,19137,81382,332455,230575,50.0,93.51598173515981,98.71047609222676,21.299003122276513,87.0089219116812,97.76506703526879,386,931,905,5540
edcd/edmarketconnector,2,78,1251,4497,28076,23464,28.57142857142857,72.89719626168224,88.91257995735607,11.112209345424894,69.37655983592379,88.11777076761304,5,116,66,161
jamesoff/simplemonitor,20,1598,29745,201877,519058,372068,51.28205128205128,94.7243627741553,98.45099791480489,34.97813400975826,89.9343673763584,97.69461832542117,12,589,474,941
paloaltonetworks/pan-os-python,0,9,149,0,2253,2708,0.0,81.81818181818183,87.6470588235294,0.0,53.89952153110048,80.2132701421801,0,6,0,17
napalm-automation-community/napalm-panos,33,1380,18560,281683,382561,270412,78.57142857142857,98.57142857142858,99.54945290710148,71.46612068025037,97.0599950780035,99.15552866545661,96,812,352,1419
permutatriangle/permuta,2,34,761,13431,14750,10884,66.66666666666666,91.8918918918919,97.06632653061224,85.58593003249857,93.990951379596,97.9746151768836,0,23,0,25
pywinauto/pywinauto,18,992,13607,362303,374604,186609,90.0,96.40427599611273,99.09693394508776,91.5186205886142,94.62588316126897,97.96107993469576,17,781,470,1635
pmeal/porespy,37,4236,67911,1170405,1947638,1383362,63.793103448275865,92.85401139850943,96.60857813500249,50.45097043561624,83.95403912088784,94.18262972423898,618,187140,43761,732560
ankitects/anki,8,154,2652,27617,55678,44361,53.333333333333336,81.91489361702128,93.28174463594794,37.92241675248884,76.45451424648128,91.54336655729585,1,61,21,69
kennethreitz-archive/clint,1,2,34,432,432,288,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
