product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC,unique_unresolved_count,unique_resolved_count,unresolved_count,resolved_count
devexp-db/distgen,2,41,1224,1365,15988,15788,40.0,83.6734693877551,97.06582077716098,5.940464792410132,69.57959787622944,95.84749878581836,1,28,29,51
relekang/python-semantic-release,26,1040,12233,258701,323651,157877,70.27027027027027,94.80401093892435,97.25711559866433,73.3868153876267,91.81145873816014,95.81135945721239,1,265,242,348
plantbreeding/api,3,100,1481,17871,38121,28756,50.0,83.33333333333334,92.38927011852776,38.970299620567836,83.12835274107026,91.53589049816966,0,50,5,74
dmtf/python-redfish-library,7,114,1537,23566,39588,30418,53.84615384615385,89.0625,96.91046658259773,50.845775437990845,85.41468887546388,97.96772842925698,17,75,56,97
dmtf/redfish-interface-emulator,12,224,4245,47195,85674,72107,63.1578947368421,86.82170542635659,96.85147159479808,43.50050233655627,78.96730664651176,96.00186393289842,20,194,85,282
justinfx/fileseq,0,219,1835,0,36587,23507,0.0,97.33333333333334,99.02860226659472,0.0,90.77759031361651,99.11455917696166,31,196,72,331
redhatqe/widgetastic.core,17,556,10859,85868,213341,132424,85.0,95.69707401032701,99.3867838184148,39.25214847321266,97.52285609800695,99.12124433000494,24,193,67,361
redhatqe/wrapanapi,103,8390,68422,1130736,1767412,1131878,64.375,96.91579068961535,97.71639936590452,55.104711212650045,86.13215450270641,96.70484584508812,1203,4302,17915,19745
dpgaspar/flask-appbuilder,22,1246,20538,216928,413070,289792,44.0,88.74643874643876,96.23278043294911,39.26810371668344,74.77354514977517,94.06998636629228,78,710,343,1375
equinor/segyio,0,231,3771,0,114724,97790,0.0,97.05882352941177,99.76190476190476,0.0,85.6245102063664,99.55612566937471,4,3,36,3
django-money/django-money,2,870,10231,6933,138265,124666,28.57142857142857,87.17434869739479,94.09546583279683,3.5053391578691904,69.90707033936012,92.1111546219605,5,105,18,250
pyabel/pyabel,1,678,11171,998,311511,281644,25.0,88.62745098039215,94.89466530750934,0.2379085029643209,74.25963493679214,91.92096554155054,1004,18444,22088,151500
brobin/django-seed,5,1520,10608,15642,453064,124264,62.5,98.12782440284055,99.45621601350084,3.3184826883910388,96.11846571622539,98.75860315038227,30,112,98,300
dmoj/judge-server,1,389,5759,645,135961,70380,14.285714285714285,83.65591397849462,88.73651771956857,0.3086641303567583,65.06400593400808,85.81984904095891,1,29,1,40
napalm-automation/napalm,18,1115,13580,100945,289533,190972,52.94117647058824,95.05541346973571,97.06239725537846,30.457503718745194,87.35898186338552,95.47979381340213,93,834,907,1425
kz26/pyexcelerate,2,24,843,1365,10558,10456,66.66666666666666,85.71428571428571,98.36639439906651,8.75112193871009,67.68816514937812,97.37381262804992,4,19,24,41
paulhancock/aegean,12,2208,33902,172505,897779,746018,46.15384615384615,91.42857142857143,96.24960963007126,14.592245271192189,75.94337188676069,93.40601965986505,377,42649,43963,249846
swcarpentry/python-novice-inflammation,2,29,394,7124,7124,5362,100.0,100.0,100.0,100.0,100.0,100.0,0,0,21,0
lmfit/lmfit-py,1,860,11966,40304,329253,294573,20.0,91.10169491525424,95.86604710783529,9.133036784583695,74.60995832757382,92.37651427012416,60,18621,21981,151799
neutronx/django-markdownx,3,961,10382,7346,160041,130038,42.857142857142854,93.3009708737864,98.51029509441123,3.7375854770433086,81.42756838163466,97.01287656107787,4,82,84,215
identitypython/pysaml2,8,295,5433,80925,115473,77931,53.333333333333336,90.76923076923077,96.98322027847198,60.86096550271872,86.84335210992201,96.19329753749307,351,114,640,151
django-getpaid/django-getpaid,7,959,9483,26039,144246,116854,63.63636363636363,93.19727891156462,97.07237178830997,14.643294980373634,81.11819684853393,95.63850944894135,3,185,84,398
darknessomi/musicbox,4,70,1242,15588,35838,27505,57.14285714285714,77.77777777777779,91.18942731277532,35.77280550774526,82.24440619621343,91.25443747719054,0,61,106,83
jorisroovers/gitlint,1,37,1442,998,11250,19391,16.666666666666664,53.62318840579711,86.76293622141998,2.5707073308948534,28.97841430116944,80.5842995470224,5,83,108,274
macs3-project/macs,12,1249,22226,487800,670683,515501,80.0,97.04739704739704,97.25212216679793,66.99573963131742,92.11337360219528,98.22696386855333,62,28116,29365,198452
thumbor/thumbor,4,107,2492,4547,28812,36616,33.33333333333333,59.77653631284916,89.9314326957777,6.976922604799607,44.20916958202909,83.50665936872834,9,88,87,142
ros-infrastructure/bloom,3,327,6144,13368,101907,74484,23.076923076923077,85.8267716535433,94.71250192693078,10.647296360899382,81.1665193185348,93.15274077964956,2,100,53,170
ros-infrastructure/ros_buildfarm,7,340,6082,34908,104905,76371,53.84615384615385,87.17948717948718,95.40392156862745,27.86064886866994,83.72640568258909,94.12018436814473,0,93,55,245
cgatoxford/umi-tools,13,1821,33051,250843,771583,640734,59.09090909090909,91.83055975794251,95.61708036799168,24.923369801193694,76.66328516767234,93.17436219593061,622,29827,28165,187293
mvexel/overpass-api-python-wrapper,10,440,7063,186973,208807,155247,71.42857142857143,96.49122807017544,99.66135177084803,86.90799901459056,97.05678654265381,99.63418625695527,0,91,218,138
odlgroup/odl,1,847,11896,40304,324663,291044,25.0,90.58823529411765,96.12929292929293,9.258476523017551,74.58030873839934,92.67825128886086,1093,18817,22791,152439
tarpas/pytest-testmon,4,110,2455,6210,40651,33045,57.14285714285714,83.33333333333334,93.31052831622956,12.195121951219512,79.82993598051922,91.00046815190153,3,36,4,65
itpp-labs/misc-addons,9,213,4635,89442,89442,62703,100.0,100.0,100.0,100.0,100.0,100.0,4,129,52,272
samreay/chainconsumer,10,1924,31210,133261,829090,687613,52.63157894736842,91.79389312977099,95.31808325443606,12.334732851277153,76.74115952653345,92.57178014213996,978,37284,43759,249296
poppy-project/pypot,8,1610,25696,534709,881503,551352,66.66666666666666,95.71938168846611,98.36165977645078,55.83110409449049,92.0412518820623,97.12184973867825,129,18859,21996,152241
kalaspuff/tomodachi,15,289,5896,56309,107478,81861,60.0,90.3125,97.97274842140246,45.331884232983136,86.5257819103973,97.27870138203943,1,527,681,662
transifex/transifex-client,5,117,1926,7313,40033,35995,50.0,79.59183673469387,95.34653465346534,13.024042742653608,71.29652715939447,94.70125496592912,1,122,46,153
jtpereyda/boofuzz,8,452,7927,69874,133279,107232,42.10526315789473,91.31313131313131,97.98516687268233,42.04464769240027,80.19676274144052,97.38890352112037,3,374,769,590
op2/pyop2,21,677,14175,86002,236454,219118,80.76923076923077,92.73972602739727,95.12784376887457,27.089718430974795,74.48050373104945,94.87147291990492,115,178,248,453
theopolis/uefi-firmware-parser,2,247,2124,47549,47549,26799,100.0,100.0,100.0,100.0,100.0,100.0,19,192,50,327
geopandas/geopandas,10,543,10214,26242,186437,223843,58.82352941176471,79.61876832844574,88.1581218712239,7.375885727455935,52.402179992748344,83.22167363145606,108,8845,4036,29529
tintinweb/scapy-ssl_tls,0,357,7535,0,141501,80386,0.0,73.91304347826086,92.3406862745098,0.0,66.70610863354798,89.3396163506635,1,45,1,107
obsidianforensics/hindsight,5,73,882,32714,32714,22187,100.0,100.0,100.0,100.0,100.0,100.0,0,35,5,38
automl/configspace,2,698,11193,260040,373766,300015,40.0,98.17158931082982,99.71492204899778,63.38326841610077,91.10333295959207,99.69163595763982,5,18353,21682,151371
automl/smac3,23,1465,25995,135965,575188,561417,63.888888888888886,83.33333333333334,91.93959114380704,15.066492470909198,63.73747413935439,86.69716057637812,608,138282,32145,508212
streamlink/streamlink,3,291,5278,6559,102876,76901,23.076923076923077,74.23469387755102,93.0700052900723,4.945709546071483,77.57201025486353,90.76113255201878,6,90,88,124
sunpy/sunpy,7,684,12602,16053,198691,262633,41.17647058823529,76.0845383759733,90.51210227680816,3.794317859506476,46.96298572374019,85.36635311096231,29,11444,11535,43796
opsdroid/opsdroid,34,1162,13689,243211,352749,200843,55.73770491803278,91.93037974683544,94.77291608972584,57.74404778863595,83.75096156585657,93.1869324956966,20,687,802,1432
shaypal5/cachier,1,95,1759,855,32427,22509,25.0,89.62264150943396,98.70931537598204,2.3942202682646805,90.80395396376466,99.00158339197748,0,13,0,15
genotrance/px,1,14,144,3106,3106,2150,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
fablabnbg/inkscape-silhouette,4,278,4537,143627,146827,107524,80.0,97.54385964912281,99.16939890710383,96.06707378249848,98.20744179202312,99.2963079253089,5,74,6,111
cpcloud/numbsql,1,603,15261,27538,263399,224047,25.0,93.05555555555556,98.9047310434219,8.79274561767617,84.10198282192918,98.53720538498415,206,515,1822,2796
jswhit/pygrib,2,260,4034,9434,142208,105128,66.66666666666666,99.61685823754789,99.97521685254027,6.57792900522246,99.15562094283185,99.974323617517,0,2,0,2
mongomock/mongomock,0,13,186,0,3499,2651,0.0,92.85714285714286,97.38219895287958,0.0,86.11863155303962,94.61099214846539,0,1,0,9
python-gitlab/python-gitlab,3,97,1046,16103,31232,23893,50.0,90.65420560747664,97.12163416898792,44.09002546340662,85.51323823344194,98.0748707002709,3,65,12,76
svenkreiss/html5validator,0,17,345,0,5533,4599,0.0,94.44444444444444,99.42363112391931,0.0,93.41549890258315,99.58856647899523,0,3,0,3
marketsquare/robotframework-requests,2,271,5068,4727,69582,50097,33.33333333333333,88.56209150326796,97.4240676662822,5.6545767740083255,83.23604000191396,95.3738077560112,1,60,6,87
hvac/hvac,3,67,1062,10390,30797,24214,50.0,77.90697674418605,92.83216783216784,27.073507569638068,80.24858639289157,93.59876304599922,4,41,13,45
keleshev/schema,0,0,69,0,0,505,0.0,0.0,98.57142857142858,0.0,0.0,94.04096834264432,0,2,0,2
bitcraze/crazyflie-lib-python,2,668,10449,1512,327952,274822,33.33333333333333,91.75824175824175,96.58901830282862,0.37842667607727715,82.08054581540686,94.11099962673661,936,18380,21825,151399
bitcraze/crazyflie-clients-python,6,1282,18915,9311,440347,375775,31.57894736842105,86.38814016172506,94.63651373392705,1.6303681679851794,77.10533043365587,92.54424958564115,1562,19844,23917,155176
metomi/rose,9,485,12746,48148,252564,187739,64.28571428571429,94.54191033138402,99.16750953084883,16.58205963590277,86.98245638203346,98.32149740237975,14,330,67,2129
plamere/spotipy,4,114,2434,33120,51696,41767,50.0,82.6086956521739,94.41427463149729,53.32903952982851,83.2396747443845,93.09276512281015,11,51,32,87
pnx-si/taxhub,33,1357,27538,152920,427570,374462,61.111111111111114,88.75081752779595,97.9442310428226,27.07828301161788,75.71188508551829,96.3417301077233,125,2339,1021,4426
apragacz/django-rest-registration,2,912,9732,6933,146129,115583,33.33333333333333,93.15628192032686,97.48572573374737,3.929358822495905,82.82031954024292,96.47432954668758,11,274,26,988
locustio/locust,14,539,10383,57692,147086,129009,48.275862068965516,81.41993957703929,94.44242313989449,26.158359366852718,66.69084874563023,91.35773618576192,69,1369,1083,4261
darkreactions/drp,8,152,12033,194866,215116,118337,72.72727272727273,88.37209302325581,99.012589484078,87.44149730988589,96.52820469098464,97.82100138047333,10,89,77,2917
whaleshark-team/cobra,30,2083,35205,1119967,1157281,649422,96.7741935483871,99.76053639846744,99.9801204134954,96.52632876284937,99.74230158299225,99.98953024680904,97,1045,583,1777
thombashi/tcconfig,6,488,5783,19083,150134,88100,26.08695652173913,81.87919463087249,92.64658763216917,10.105540757372761,79.50454624888131,90.90064899555298,1,205,90,448
thombashi/datetimerange,5,87,790,49946,55350,11545,83.33333333333334,97.75280898876404,95.75757575757575,86.7690490253987,96.15718703311212,90.46387713524527,16,4,47,6
revoltek/losoto,11,1370,26450,211620,622545,505653,50.0,90.30982201713908,96.57514239813057,26.132926969323883,76.8780031193542,93.2827243965207,175,21427,25129,158519
hamcrest/pyhamcrest,0,46,198,0,2549,1314,0.0,80.7017543859649,89.59276018099548,0.0,86.05671843349089,90.12345679012346,1,19,1,67
redcap-tools/pycap,2,55,881,4727,25102,20553,33.33333333333333,72.36842105263158,87.31417244796829,13.786164255716285,73.20928604759682,88.02141327623126,0,51,5,54
nandaka/pixivutil2,6,273,4686,25348,96048,76700,33.33333333333333,84.25925925925925,92.77370817659869,19.789210711218676,74.98477632914357,89.94851708083638,7,2808,197,4015
mkaz/termgraph,0,2,55,0,109,387,0.0,33.33333333333333,80.88235294117648,0.0,12.35827664399093,68.61702127659575,0,1,0,2
hhursev/recipe-scrapers,10,336,5063,85249,115418,79266,55.55555555555556,90.81081081081082,96.18161094224924,63.502551305448996,85.97564155089576,94.08985696480502,19,3181,169,5252
jsvine/pdfplumber,4,197,4650,41362,67444,62883,57.14285714285714,74.90494296577947,94.11050394656952,37.4835745421262,61.1199217015415,91.1440291044019,0,47,0,73
mikf/gallery-dl,2,55,829,4727,25319,21085,40.0,75.34246575342466,93.99092970521542,14.449471174420736,77.39499908296142,95.03312750709874,1,49,6,67
pyupio/safety,3,179,4117,32265,74213,65873,25.0,81.7351598173516,95.1907514450867,32.106394411606665,73.84818994168806,94.29692085259887,0,103,5,190
sourmash-bio/sourmash,15,1307,21954,313976,634948,451041,71.42857142857143,95.47114682249817,98.25456498388829,43.989077545782266,88.95831786359261,96.26541227091022,24,21129,24145,158027
geotab/mygeotab-python,7,158,3449,6968,53008,55598,41.17647058823529,79.0,95.64614531336662,7.533380182712579,57.30904373209362,93.05260339085173,0,113,250,163
r4fek/django-cassandra-engine,5,847,11489,19884,137408,132690,55.55555555555556,84.27860696517413,94.88767756854972,9.456817954827573,65.35115879787502,92.93774032905381,28,131,137,302
neo23x0/loki,4,257,2861,44564,48973,36707,50.0,92.7797833935018,95.81379772270596,70.44021180747649,77.40931004504861,95.44201768070722,24,205,55,343
koalalorenzo/python-digitalocean,3,73,970,16103,29362,22815,50.0,83.9080459770115,88.26205641492265,44.23415009339633,80.65597187122295,91.14697774759298,0,42,5,53
hugapi/hug,3,134,1294,16103,34559,28347,50.0,86.45161290322581,97.14714714714715,34.864788793383426,74.82408469915777,96.3921381936888,7,52,10,61
gocardless/gocardless-pro-python,5,142,1696,25537,37670,26717,71.42857142857143,94.03973509933775,98.89212827988338,60.5888772895511,89.37553383315935,98.62310815799188,0,51,5,54
pallets/werkzeug,0,40,1060,0,16405,14307,0.0,74.07407407407408,96.10154125113327,0.0,70.59861427895167,92.95692287700604,2,39,30,44
pallets/flask-sqlalchemy,7,292,12719,6563,134233,173381,53.84615384615385,72.09876543209876,94.75527080384416,2.2463872288282367,45.9453446422826,90.61787887023604,10,396,56,501
pallets/flask,2,92,2760,9205,28824,36386,22.22222222222222,65.71428571428571,92.49329758713137,15.242085044376738,47.728175917340046,87.50631297948583,5,220,47,323
pkkid/python-plexapi,3,65,868,16103,28393,21908,60.0,89.04109589041096,98.4126984126984,49.22357400501314,86.79158769945589,98.74250687339433,1,36,11,44
cytomine/cytomine-python-client,6,704,8409,18996,217433,176511,42.857142857142854,95.78231292517006,98.85962849753115,7.388909634055266,84.57532051282051,98.41102580828608,20,316,272,499
chainer/chainer,2,319,5979,20197,131077,119632,33.33333333333333,87.87878787878788,96.218216929514,11.018909511495194,71.5118880050629,92.51351372251823,250,399,1212,790
barronh/pseudonetcdf,14,1424,24967,138179,610306,527226,63.63636363636363,89.167188478397,94.1511426201071,16.102470158706854,71.12103975770373,90.41389067524116,100,30243,28531,188619
tbuli/symfit,1,1480,24140,95,773347,510954,16.666666666666664,92.26932668329178,96.18679523449018,0.01032615430100631,84.06000473916134,94.29666074875705,1046,18818,21934,152137
python-social-auth/social-core,6,283,4341,36760,79050,63124,46.15384615384615,86.80981595092024,95.32279314888011,37.30199803139619,80.21553167524125,93.65717592249143,1,128,34,195
savoirfairelinux/num2words,1,19,43,1070,1070,454,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
girder/large_image,1,304,4839,26638,122997,110833,25.0,80.21108179419525,94.54865181711605,13.826645281510663,63.84247652563882,91.28443767244573,29,2167,194,3068
mabuchilab/instrumental,3,44,604,10239,10239,6583,100.0,100.0,100.0,100.0,100.0,100.0,0,0,43,0
districtdatalabs/yellowbrick,10,1349,22650,132013,553902,495105,58.82352941176471,83.94523957685126,91.73754556500607,15.079996070448631,63.27285936546884,85.73231907823536,645,30993,31309,205474
jrxfive/python-nomad,3,65,869,16187,28477,21989,60.0,89.04109589041096,98.4144960362401,49.35361912311726,86.82541618391365,98.74708101311299,0,36,33,39
pulse2percept/pulse2percept,0,610,9820,0,265758,265240,0.0,87.64367816091954,95.05372180815023,0.0,67.9769690985873,92.25161555102636,58,18508,21960,151587
fortynorthsecurity/eyewitness,19,461,8415,162510,162510,107188,100.0,100.0,100.0,100.0,100.0,100.0,58,209,155,452
adrn/gala,2,1158,21754,82846,472604,476211,28.57142857142857,87.26450640542576,95.14520643806857,11.764104471995536,67.10961096351035,91.7646854790846,13,29783,33310,195197
unioslo/zabbix-cli,5,73,883,32798,32798,22268,100.0,100.0,100.0,100.0,100.0,100.0,0,35,5,38
py-bson/bson,1,17,362,998,6346,6198,50.0,89.47368421052632,99.45054945054946,11.585790573485024,73.6707685163687,98.96215870988344,23,1,54,1
tableau/document-api-python,0,23,312,0,4235,4106,0.0,82.14285714285714,93.97590361445783,0.0,59.56399437412095,91.42729904252951,6,29,13,56
tableau/tabpy,38,2884,51508,535705,1266181,954224,69.0909090909091,96.45484949832776,98.56481304297905,38.63005559012863,91.30518180185858,97.43909699041052,568,37975,35818,230616
tableau/server-client-python,4,189,2280,29419,49604,34356,50.0,96.92307692307692,99.34640522875817,56.992580251457795,96.09639861291384,99.28618905875213,27,66,73,336
sat-utils/sat-search,4,65,927,17101,29234,22212,66.66666666666666,87.83783783783784,98.30328738069989,50.72674418604651,86.71689606074989,98.50110864745011,0,37,6,40
