product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
minio/minio-py,26,9111,621,6748,408,7234,35,11300,2,11300,8,2815,16,381,2,0,0,27,8485,392,6853,0,0,27,8485,392,6853,2,11300,8,2815,16,381,0,0,0,0,0,0,0,0,0,0,0,0
elastic/rally,80,28414,1938,21470,23730,326201,1188,478556,5,41556,25,13954,139,2535,56,51,437000,1163,464602,23592,323666,0,0,2,16,2,10,1,124,1,108,1,23,51,437000,1161,464586,23590,323656,4,41432,24,13846,138,2512
elastic/elasticsearch-py,132,71569,1334,62389,639,9923,61,15978,2,15854,22,7649,68,1551,3,1,124,39,8329,584,8372,0,0,6,754,142,1672,1,4202,13,3448,47,1077,1,124,33,7575,442,6700,1,11652,9,4201,21,474
eternnoir/pytelegrambotapi,31,28660,1342,21010,882,22187,73,32714,4,28111,20,7688,117,2576,5,1,4603,53,25026,765,19611,0,0,8,737,158,2158,1,5435,10,4698,78,1766,1,4603,45,24289,607,17453,3,22676,10,2990,39,810
andrewannex/spiceypy,10,26657,807,15890,3780,98226,238,133985,1,133985,8,13278,16,457,1,0,0,230,120707,3764,97769,0,0,230,120707,3764,97769,1,133985,8,13278,16,457,0,0,0,0,0,0,0,0,0,0,0,0
silx-kit/fabio,146,33789,1363,21034,3780,98226,238,133985,1,133985,44,54836,273,10608,1,0,0,194,79149,3509,87618,0,0,194,79149,3509,87823,1,133985,44,54836,273,10608,0,0,0,0,0,0,0,0,0,0,0,0
nvbn/thefuck,213,6778,626,3919,14895,200134,1234,403917,1,27538,2,1369,31,472,48,47,376379,1232,402548,14864,199662,1,998,1,998,61,363,0,0,0,0,0,0,46,375381,1231,401550,14803,199299,1,27538,2,1369,31,472
rare-technologies/gensim,88,42281,1182,32695,10576,291038,715,395676,3,395676,67,97365,486,22119,3,0,0,648,298311,10095,268919,0,0,631,295020,9864,266252,2,390953,65,95933,472,21731,0,0,17,3291,231,2667,1,4723,2,1432,14,388
mwclient/mwclient,9,2715,121,2235,1390,32165,157,46926,3,7784,3,1430,6,49,8,5,39142,154,45496,1384,32116,0,0,14,1234,108,1357,2,2349,2,1115,5,46,5,39142,140,44262,1276,30759,1,5435,1,315,1,3
camdavidsonpilon/lifelines,49,18372,655,14753,29720,612976,1902,908307,10,769245,208,242549,1730,61725,24,14,139062,1694,665758,28031,551251,0,0,987,463312,18624,420091,6,687673,184,224361,1648,60390,14,139062,707,202446,9407,131160,4,81572,24,18188,82,1335
datacamp/pythonwhat,30,7007,311,4666,11040,251303,583,332775,8,322129,33,38412,220,5550,12,4,10646,550,294363,10824,245753,0,0,477,272602,9551,229097,6,307917,30,35315,215,5442,4,10646,73,21761,1273,16656,2,14212,3,3097,5,108
xebuz/flask-validator,12,810,43,232,17482,250031,716,381166,9,299866,14,6649,99,1787,24,15,81300,702,374517,17383,248244,2,3960,55,9537,425,4267,4,7300,5,1723,21,171,13,77340,647,364980,16958,243977,5,292566,9,4926,78,1616
rdmorganiser/rdmo,545,26368,939,7772,28002,339899,2700,509222,20,240800,193,77245,666,10310,66,46,268422,2507,431977,27387,329589,13,36116,1791,178656,13771,152606,14,201664,155,59124,555,8585,33,232306,716,253321,13616,176983,6,39136,38,18121,111,1725
lbl-anp/becquerel,35,11810,401,9060,45478,828126,2510,1211693,21,1010865,236,280890,1744,60458,44,23,200828,2274,930803,43775,767668,4,35055,1054,408899,24851,357488,12,554936,156,181092,1271,39456,19,165773,1220,521904,18924,410180,9,455929,80,99798,473,21002
punch-cyber/stoq,20,3468,83,1820,1374,30335,92,43822,4,23804,11,5819,26,640,8,4,20018,81,38003,1348,29695,0,0,21,7972,528,8741,3,12628,9,4656,23,563,4,20018,60,30031,820,20954,1,11176,2,1163,3,77
mongoengine/flask-mongoengine,24,3820,193,2284,7015,104347,420,148120,10,132164,80,47804,322,7855,16,6,15956,340,100316,6703,96492,0,0,31,11084,855,12955,2,20087,16,9003,67,2473,6,15956,309,89232,5848,83537,8,112077,64,38801,255,5382
mongoengine/mongoengine,29,11849,582,9244,3074,41686,211,59621,2,59621,42,24047,160,3776,2,0,0,169,35574,2918,37910,0,0,37,10760,1505,19797,1,33024,41,22264,151,3549,0,0,132,24814,1413,18113,1,26597,1,1783,9,227
mitmproxy/mitmproxy,238,44899,2129,23239,13636,190216,690,296533,21,154406,89,66031,571,12040,36,15,142127,601,230502,13077,178176,4,90542,404,140750,7624,110387,17,92929,61,42721,282,5522,11,51585,197,89752,5453,67789,4,61477,28,23310,289,6518
danilop/yas3fs,6,4568,235,3830,10303,157954,635,216078,4,186354,117,53396,373,5243,9,5,29724,518,162682,9931,152711,0,0,372,103615,6456,108386,3,151912,109,48297,312,4484,5,29724,146,59067,3475,44325,1,34442,8,5099,61,759
stripe/stripe-python,147,10154,503,5465,883,22268,73,32798,2,16611,8,4321,14,279,5,3,16187,65,28477,869,21989,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
psd-tools/psd-tools,46,16979,1072,8246,16334,481129,1378,653015,7,513105,81,106847,489,21326,12,5,139910,1297,546168,15845,459803,0,0,934,385703,12252,337766,6,480333,76,94630,476,20534,5,139910,363,160465,3593,122037,1,32772,5,12217,13,792
django-json-api/django-rest-framework-json-api,49,6492,206,3161,10115,121881,974,175947,4,166378,70,37166,232,3881,7,3,9569,904,138781,9900,118000,0,0,45,4906,851,9795,2,16351,28,11445,107,1817,3,9569,859,133875,9049,108205,2,150027,42,25721,125,2064
iconfinder/pyvat,12,1160,41,624,2306,41119,145,60912,4,44809,12,5082,21,387,7,3,16103,133,55830,2285,40732,0,0,13,2418,265,4050,2,6095,9,3677,15,289,3,16103,120,53412,2020,36682,2,38714,3,1405,6,98
infoportugal/wagtail-modeltranslation,34,1491,69,1054,21056,263853,2312,408407,8,254294,127,65479,512,10008,33,25,154113,2185,342928,20558,253845,0,0,1547,183165,13278,151781,3,242975,119,59810,488,9533,25,154113,638,159763,7280,102064,5,11319,8,5669,24,475
voxpupuli/puppetboard,24,2822,73,1870,7676,113328,456,170536,14,114438,55,31290,181,3591,29,15,56098,401,139246,7499,109737,4,36353,77,39585,1521,29175,4,10385,18,7153,93,1658,11,19745,324,99661,5978,80562,10,104053,37,24137,88,1933
voxpupuli/pypuppetdb,15,3184,146,1859,882,22187,73,32714,3,27987,20,7737,120,2627,5,2,4727,53,24977,762,19560,0,0,7,580,154,2084,1,5435,11,4855,82,1840,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
metaodi/osmapi,8,2664,86,2279,882,22187,73,32714,2,16611,8,4321,15,283,5,3,16103,65,28393,867,21904,0,0,12,2277,224,3718,1,5435,6,3158,12,206,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
vonage/vonage-python-sdk,25,2226,191,1388,4566,61257,233,92997,9,48875,34,18456,168,3752,15,6,44122,199,74541,4399,57505,1,2636,15,3232,241,3388,3,6059,14,5463,91,2072,5,41486,184,71309,4158,54117,6,42816,20,12993,77,1680
xml-security/signxml,12,2239,74,1403,3133,34527,143,50483,4,31363,18,11895,94,1373,6,2,19120,125,38588,3042,33154,0,0,92,19468,1845,19334,4,31363,18,11895,94,1373,2,19120,33,19120,1197,13820,0,0,0,0,0,0
arteria/cmsplugin-contact-plus,21,875,22,398,9145,109147,935,160667,6,152736,69,31064,300,5144,9,3,7931,866,129603,8863,104003,1,998,29,2274,171,1381,4,1789,5,513,10,131,2,6933,837,127329,8692,102622,2,150947,64,30551,290,5013
python-escpos/python-escpos,14,4090,169,2139,2926,44867,196,65774,8,58508,20,15758,140,2629,11,3,7266,176,50016,2786,42238,1,1822,174,44572,2543,38546,8,58508,20,15758,140,2629,2,5444,2,5444,243,3692,0,0,0,0,0,0
convexengineering/gpkit,64,12879,683,10304,36267,962407,3199,1378838,7,1204815,48,89101,240,12483,20,13,174023,3151,1289737,36030,949924,0,0,2688,1115714,28737,841199,7,1204815,48,89101,240,12483,13,174023,463,174023,7293,108725,0,0,0,0,0,0
python273/vk_api,20,4931,183,3341,1058,25375,91,37404,3,27987,20,7737,119,2623,6,3,9417,71,29667,939,22752,0,0,7,580,155,2088,1,5435,11,4855,81,1836,3,9417,64,29087,784,20664,2,22552,9,2882,38,787
sergeypirogov/webdriver_manager,29,1368,108,956,1455,29765,149,43322,5,25985,23,8819,104,2001,9,4,17337,126,34503,1351,27764,0,0,51,7153,607,8659,4,14809,21,7656,101,1924,4,17337,75,27350,744,19105,1,11176,2,1163,3,77
fabiocaccamo/django-maintenance-mode,19,740,51,449,88,968,2,1272,1,1272,1,1265,16,135,1,0,0,1,7,72,833,0,0,1,7,72,833,1,1272,1,1265,16,135,0,0,0,0,0,0,0,0,0,0,0,0
dateutil/dateutil,20,7817,309,5969,61,363,1,998,1,998,1,998,2,4,1,0,0,0,0,59,359,0,0,0,0,59,359,1,998,1,998,2,4,0,0,0,0,0,0,0,0,0,0,0,0
gallopsled/pwntools,178,68564,1667,29929,16122,227231,1356,495796,18,231038,123,70289,800,14087,30,12,264758,1233,425507,15329,213144,2,194612,992,345282,11117,159133,15,218731,119,68061,790,13938,10,70146,241,80225,4212,54011,3,12307,4,2228,10,149
jonathf/chaospy,174,35288,801,10884,23037,486516,1682,759915,4,402550,102,116661,529,23768,18,14,357365,1580,643254,22513,462748,0,0,722,285321,9994,272321,3,400967,101,115646,523,23714,14,357365,858,357933,12519,190427,1,1583,1,1015,6,54
cclib/cclib,80,30308,502,26966,11269,302258,740,417792,3,395016,45,65989,263,13263,5,2,22776,695,351803,11006,288995,1,11863,684,340890,10493,281588,3,395016,45,65989,263,13263,1,10913,11,10913,513,7407,0,0,0,0,0,0
leeping/geometric,26,25118,869,20520,5950,187626,514,236803,2,235805,55,63846,263,12880,3,1,998,459,172957,5687,174746,1,998,459,172957,5687,174746,2,235805,55,63846,263,12880,0,0,0,0,0,0,0,0,0,0,0,0
plivo/sharq-server,6,597,30,460,11049,114484,745,181398,11,152215,64,40048,320,6048,18,7,29183,681,141350,10736,108436,4,15522,428,95089,7852,75611,5,107509,46,27942,183,3382,3,13661,253,46261,2884,32825,6,44706,18,12106,137,2666
pik-copan/pyunicorn,54,27290,751,22635,11080,304323,771,414128,3,413383,72,94990,488,22249,4,1,745,699,319138,10598,282074,0,0,629,299963,9859,266153,2,390953,67,90990,478,21973,1,745,70,19175,739,15921,1,22430,5,4000,10,276
barttc/dpaste,26,1923,57,991,18851,223066,1829,468844,5,313684,97,47093,444,8127,30,25,155160,1732,421751,18423,214939,7,43882,1118,196717,13245,151084,3,195026,87,42191,409,7277,18,111278,614,225034,5178,63855,2,118658,10,4902,35,850
itamarst/eliot,32,7111,288,4333,3263,37417,137,59218,4,50132,9,4084,39,481,5,1,9086,128,55134,3225,36936,1,9086,63,28276,1853,18521,3,22594,6,3404,31,403,0,0,65,26858,1372,18415,1,27538,3,680,8,78
s4w3d0ff/python-poloniex,4,984,63,734,1026,24337,87,35820,4,31093,24,9362,164,3191,6,2,4727,63,26458,862,21146,0,0,8,737,157,2146,1,5435,10,4698,79,1778,2,4727,55,25721,705,19000,3,25658,14,4664,85,1413
ecogenomics/gtdbtk,76,18057,575,14364,8249,167665,476,229026,6,229026,50,64832,272,7733,6,0,0,426,164194,7978,159932,0,0,360,138025,6467,140238,4,198416,47,60391,240,7223,0,0,66,26169,1511,19694,2,30610,3,4441,32,510
dov-vlaanderen/pydov,49,9468,291,6724,12284,283746,705,378615,8,359324,155,175267,1290,41986,14,6,19291,550,203348,11029,241760,0,0,197,59730,5503,116820,2,187606,104,127876,1029,33633,6,19291,353,143618,5526,124940,6,171718,51,47391,261,8353
appium/python-client,311,16422,444,4693,10465,126224,532,207055,3,152115,28,9715,77,1340,14,11,54940,504,197340,10393,124884,0,0,280,122421,7121,70794,1,129563,19,7142,44,649,11,54940,224,74919,3272,54090,2,22552,9,2573,33,691
pysmo/aimbat,22,7627,391,6108,25456,527716,1643,791051,7,612125,142,158202,959,30339,23,16,178926,1501,632849,24501,497377,0,0,754,348198,12593,275903,4,439508,88,91310,590,13962,16,178926,747,284651,11908,221474,3,172617,54,66892,369,16377
zerodha/pykiteconnect,6,2064,101,1304,19387,235846,1095,382093,13,296250,86,61371,339,6210,26,13,85843,1009,320722,19053,229636,1,912,164,40104,2864,38735,5,57267,15,18075,78,1813,12,84931,845,280618,16189,190901,8,238983,71,43296,261,4397
jamesoff/simplemonitor,45,7695,376,5767,30213,380848,1687,577152,20,382331,96,60417,619,12471,39,19,194821,1591,516735,29596,368377,0,0,743,255902,18582,219945,13,300769,66,44867,479,9492,19,194821,848,260833,11014,148432,7,81562,30,15550,140,2979
paloaltonetworks/pan-os-python,15,21881,564,15730,170,3376,11,4180,1,4180,2,1927,22,668,1,0,0,9,2253,149,2708,0,0,9,2253,149,2710,1,4180,2,1927,22,668,0,0,0,0,0,0,0,0,0,0,0,0
napalm-automation-community/napalm-panos,4,1084,45,897,18644,272715,1400,394149,10,113010,22,12225,96,2543,42,32,281139,1378,381924,18553,270172,1,19164,185,49821,2494,38813,4,33842,6,3185,47,1113,31,261975,1193,332103,16059,231359,6,79168,16,9040,49,1430
pmeal/openpnm,246,29686,759,21800,63680,1344062,4076,2161753,23,1676179,334,447440,2731,107358,45,22,485574,3742,1714313,60996,1236704,1,150290,1927,938039,33813,641888,14,974049,133,186300,996,43400,21,335284,1815,776274,27183,594816,9,702130,201,261140,1735,63958
pmeal/porespy,49,15004,256,13190,70295,1468808,4562,2319886,21,1149481,334,356339,2385,88929,58,37,1170405,4228,1963547,67952,1379879,0,0,736,293659,16663,242241,6,390679,95,97020,589,16478,37,1170405,3492,1669888,51289,1137638,15,758802,239,259319,1796,72451
kennethreitz-archive/clint,25,2905,192,1852,34,288,2,432,0,0,0,0,0,0,1,1,432,2,432,34,288,1,432,2,432,34,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bingads/bingads-python-sdk,187,20062,358,2446,15713,214681,1083,419648,4,59289,37,13411,142,2103,37,33,360359,1046,406237,15572,212578,0,0,41,8569,998,11998,2,20575,34,12006,136,2005,33,360359,1005,397668,14574,200580,2,38714,3,1405,6,98
mpdavis/python-jose,16,3048,135,2331,4357,53666,262,87703,4,30965,28,19068,161,2885,5,1,56738,234,68635,4199,50781,0,0,26,6698,884,10062,2,18470,17,11772,105,2111,1,56738,208,61937,3315,40719,2,12495,11,7296,56,774
jeltef/pylatex,26,6697,216,4220,29,385,1,536,1,536,1,536,1,8,1,0,0,0,0,28,377,0,0,0,0,28,377,1,536,1,536,1,8,0,0,0,0,0,0,0,0,0,0,0,0
qutebrowser/qutebrowser,248,66316,3373,45371,1143,14993,45,20523,2,20156,15,10229,97,1653,3,1,367,30,10294,1048,13340,0,0,28,9927,1014,13137,2,20156,15,10229,97,1653,1,367,2,367,34,203,0,0,0,0,0,0
nchammas/flintrock,15,4675,156,3678,6563,77460,342,112014,3,39435,22,9781,85,1006,13,10,72579,320,102233,6478,76454,1,17639,72,17639,1291,11059,0,0,0,0,0,0,9,54940,248,84594,5187,65395,3,39435,22,9781,85,1006
bigcommerce/bigcommerce-api-python,31,1326,95,597,2881,47704,230,102504,3,18445,12,5001,21,412,12,9,84059,218,97503,2860,47292,0,0,18,3119,306,4604,2,6793,9,3674,17,330,9,84059,200,94384,2554,42688,1,11652,3,1327,4,82
chebpy/chebpy,19,2593,274,1560,7614,95795,295,150328,0,0,0,0,0,0,9,9,150328,295,150328,7614,95795,1,12804,37,12804,479,7866,0,0,0,0,0,0,8,137524,258,137524,7135,87929,0,0,0,0,0,0
insarlab/mintpy,197,59240,1358,49106,45359,964863,3450,1501179,30,1068356,304,328808,1893,72112,73,43,432823,3146,1172371,43481,892751,2,21741,492,174929,9125,164884,11,289305,146,136117,939,31640,41,411082,2654,997442,34356,727867,19,779051,158,192691,954,40472
oasis-open/cti-stix-validator,21,10729,238,5156,4806,69215,397,111015,14,70819,66,28372,276,6004,32,18,40196,331,82643,4533,63211,0,0,116,18811,1969,21429,9,39907,54,21096,261,5804,18,40196,215,63832,2564,41782,5,30912,12,7276,15,200
buruzaemon/natto-py,11,1696,36,902,1197,13828,33,19120,2,19120,7,5291,88,1608,2,0,0,26,13829,1109,12220,0,0,12,5489,472,4862,1,8157,4,2668,85,1455,0,0,14,8340,637,7358,1,10963,3,2623,3,153
shivam5992/textstat,4,2361,109,1776,12,221,1,299,1,299,1,299,5,96,1,0,0,0,0,7,125,0,0,0,0,7,125,1,299,1,299,5,96,0,0,0,0,0,0,0,0,0,0,0,0
arm-doe/pyart,130,45280,740,30240,40703,836087,2285,1192465,19,935833,308,378530,2420,83230,58,39,256632,1977,813935,38325,752857,3,14086,825,413421,14308,333870,5,534797,106,135462,716,32563,36,242546,1152,400514,24017,418987,14,401036,202,243068,1704,50667
timmyomahony/django-pagedown,9,220,7,46,10134,129095,995,188896,2,150947,38,20295,77,1257,5,3,37949,957,168601,10061,127838,1,31016,927,160696,9622,123182,1,149210,36,19530,71,1171,2,6933,30,7905,439,4656,1,1737,2,765,6,86
allankp/pytest-testrail,5,856,32,691,2879,48192,166,69599,3,45861,11,4959,21,433,11,8,23738,155,64640,2858,47759,0,0,68,30889,1846,24480,2,34685,9,3796,18,356,8,23738,87,33751,1012,23279,1,11176,2,1163,3,77
glotaran/pyglotaran,132,17771,685,13353,36946,694527,2245,1060746,12,827070,216,265145,1833,61182,28,16,233676,2029,795601,35152,633345,5,91413,1298,550820,27799,506144,8,660872,164,201465,1442,43112,11,142263,731,244781,7353,127201,4,166198,52,63680,391,18070
wind-python/windpowerlib,21,4911,70,3577,10496,254970,588,339124,5,314380,130,160009,1121,37895,11,6,24744,458,179115,9409,217075,0,0,155,48683,4714,103157,2,166583,93,117900,944,31374,6,24744,303,130432,4695,113918,3,147797,37,42109,177,6521
django-mptt/django-mptt,17,4218,152,3504,8972,107675,903,157981,3,151048,54,30405,163,2360,5,2,6933,849,127576,8821,105315,0,0,1,7,6,28,1,101,1,94,1,9,2,6933,848,127569,8815,105287,2,150947,53,30311,162,2351
lebigot/uncertainties,21,9038,209,6561,1853,23717,225,40304,1,40304,19,12680,67,764,1,0,0,206,27624,1789,22953,0,0,206,27624,1789,22959,1,40304,19,12680,67,764,0,0,0,0,0,0,0,0,0,0,0,0
pre-commit/pre-commit,73,6794,340,4546,3126,38463,215,62317,4,41322,9,3247,32,389,9,5,20995,206,59070,3097,38074,2,8328,110,19107,982,10013,3,13784,8,3005,29,368,3,12667,96,39963,2115,28061,1,27538,1,242,3,21
pre-commit/pre-commit-hooks,38,2431,107,1675,841,11980,33,15364,1,819,2,798,36,585,2,1,14545,31,14566,805,11395,1,14545,31,14566,805,11395,1,819,2,798,36,585,0,0,0,0,0,0,0,0,0,0,0,0
nutechsoftware/alarmdecoder,24,4827,169,2893,413,5410,28,8510,1,8510,10,3681,36,879,1,0,0,18,4829,377,4531,0,0,18,4829,377,4531,1,8510,10,3681,36,879,0,0,0,0,0,0,0,0,0,0,0,0
softlayer/softlayer-python,522,45683,1327,24623,5675,91250,691,242904,7,221945,103,48506,474,10674,13,6,20959,588,194398,5205,80576,1,2702,313,121207,1568,22300,3,132486,26,13981,189,4104,5,18257,275,73191,3637,58276,4,89459,77,34525,285,6570
liminspace/django-mjml,17,948,44,536,8965,107638,901,157880,2,150947,49,16170,254,4215,4,2,6933,852,141710,8713,103423,0,0,822,133805,8274,98757,1,149210,47,15405,248,4129,2,6933,30,7905,439,4666,1,1737,2,765,6,86
galaxyproject/bioblend,64,14957,750,11750,4976,72104,433,112059,6,63669,17,9329,48,805,18,12,48390,416,102730,4928,71299,0,0,53,4767,439,5948,3,10017,12,5250,40,627,12,48390,363,97963,4489,65351,3,53652,5,4079,8,178
galaxyproject/planemo,160,20837,1190,13485,39082,677021,2789,1043770,24,232045,141,76793,851,17138,76,52,811725,2648,966977,38242,659883,3,28977,256,56481,3014,48842,7,41403,39,13899,210,4697,49,782748,2392,910496,35228,611041,17,190642,102,62894,641,12441
dominodatalab/python-domino,50,10186,480,5613,2138,41197,135,59782,8,48057,32,17019,181,4398,12,4,11725,103,42763,1958,36799,0,0,46,12735,954,15203,5,24905,18,12170,127,3311,4,11725,57,30028,1004,21596,3,23152,14,4849,54,1087
stellarcn/py-stellar-base,565,58405,4012,34924,4102,62917,223,90700,11,65476,28,18718,109,2732,19,8,25224,195,71982,3998,60185,0,0,85,23736,1741,22609,6,35268,18,11532,58,1758,8,25224,110,48246,2257,37576,5,30208,10,7186,51,974
katholt/kleborate,21,3267,134,2450,8431,207731,571,308720,1,174735,10,12941,25,1073,2,1,133985,561,295779,8407,206658,0,0,323,161794,4627,108455,1,174735,10,12941,25,1073,1,133985,238,133985,3780,98203,0,0,0,0,0,0
katholt/kaptive,3,2142,124,1790,8351,206745,571,308726,1,174735,15,13677,62,1648,2,1,133991,556,295049,8289,205097,0,0,318,161058,4589,107857,1,174735,15,13677,62,1648,1,133991,238,133991,3700,97240,0,0,0,0,0,0
olofk/fusesoc,28,5143,236,3410,3132,45222,236,68723,4,29600,14,10583,33,572,14,10,39123,222,58140,3100,44650,0,0,96,19017,1257,20848,4,29600,14,10583,33,572,10,39123,126,39123,1843,23802,0,0,0,0,0,0
provenancelabs/image-match,6,1475,30,1282,14531,353398,1209,458936,3,217805,45,56022,256,10372,18,15,241131,1164,402914,14275,343026,1,998,1,998,61,363,0,0,0,0,0,0,14,240133,1163,401916,14214,342663,3,217805,45,56022,256,10372
mjg59/python-broadlink,15,2048,112,1302,2735,26491,117,39291,1,19173,9,4127,26,265,4,3,20118,108,35164,2709,26226,0,0,74,15046,1451,12035,1,19173,9,4127,26,265,3,20118,34,20118,1258,14191,0,0,0,0,0,0
circus-tent/circus,71,11053,541,7344,2041,28988,109,43921,3,43921,34,21029,252,3496,3,0,0,75,22892,1793,25492,0,0,75,22892,1793,25766,3,43921,34,21029,252,3496,0,0,0,0,0,0,0,0,0,0,0,0
fffonion/xehentai,23,3840,197,2444,930,22931,75,33672,3,27987,24,9644,147,3329,6,3,5685,51,24028,783,19602,0,0,7,580,148,1864,1,5435,11,4855,88,2060,3,5685,44,23448,635,17738,2,22552,13,4789,59,1269
robotika/osgar,348,44194,2207,31473,7024,152759,527,218248,9,196947,92,78157,521,17828,14,5,21301,435,140091,6514,134931,0,0,0,0,29,172,1,1308,4,1308,33,692,5,21301,435,140091,6485,134759,8,195639,88,76849,488,17136
grokzen/pykwalify,9,3144,134,2475,1208,18089,67,24229,3,9684,3,3190,58,1320,4,1,14545,64,21039,1150,16769,1,14545,64,21039,1090,16408,2,8686,2,2192,57,1318,0,0,0,0,60,361,1,998,1,998,1,2
grokzen/redis-py-cluster,12,3617,182,2558,477,5175,8,6548,1,6548,5,6163,61,961,1,0,0,3,385,419,4214,0,0,3,385,419,4220,1,6548,5,6163,61,961,0,0,0,0,0,0,0,0,0,0,0,0
panoptes/pocs,98,17907,872,13414,13116,181967,1037,304732,4,104908,30,17011,91,2161,30,26,199824,1007,287721,13032,179806,1,10130,27,12250,709,10886,1,5435,7,3315,14,273,25,189694,980,275471,12323,168920,3,99473,23,13696,77,1888
camptocamp/anthem,13,754,41,506,1975,24624,230,41583,0,0,0,0,0,0,2,2,41583,230,41583,1975,24624,2,41583,230,41583,1975,24624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camptocamp/marabunta,14,1727,99,1172,5333,68001,380,102270,5,87358,24,13573,73,2080,7,2,14912,356,88697,5263,65921,1,14545,303,71374,3891,52378,3,67616,18,10787,60,1646,1,367,53,17323,1372,13543,2,19742,6,2786,13,434
nabla-c0d3/sslyze,69,9857,244,5439,3750,41431,166,61841,6,42721,36,19147,193,3417,8,2,19120,130,42694,3563,38014,0,0,93,23213,2199,22542,4,38866,27,15653,164,3172,2,19120,37,19481,1364,15472,2,3855,9,3494,29,245
thread/django-lightweight-queue,34,2581,159,1784,9219,110987,927,162444,5,158583,55,27110,148,2965,6,1,3861,872,135334,9074,108022,0,0,843,130501,8637,103478,3,153774,52,23273,140,2792,1,3861,29,4833,437,4544,2,4809,3,3837,8,173
presslabs/gitfs,43,3650,219,2327,3817,41737,241,57327,7,57327,23,11768,95,1615,7,0,0,218,45559,3723,40122,0,0,203,37357,3060,32699,5,45767,19,8410,91,1460,0,0,15,8202,663,7423,2,11560,4,3358,4,155
arviz-devs/arviz,127,35779,684,31017,30659,664997,1751,966224,16,842154,277,357911,2307,80108,23,7,124070,1474,608313,28389,584889,0,0,813,380477,17742,404034,8,654831,202,274354,1809,55435,7,124070,661,227836,10647,180855,8,187323,75,83557,498,24673
lucyparsons/openoversight,70,9477,402,5930,64911,864578,4311,1718421,35,915415,206,154454,1000,22561,99,64,803006,4105,1563967,63938,842017,1,18747,267,135244,10378,139785,3,196048,56,79551,300,7964,63,784259,3838,1428723,53560,702232,32,719367,150,74903,700,14597
yubico/yubikey-manager,56,16888,742,9522,4755,51082,324,81516,6,52607,54,23241,300,4288,13,7,28909,270,58275,4463,46794,0,0,199,28833,2530,25025,5,51024,52,22191,293,4229,7,28909,71,29442,1933,21769,1,1583,2,1050,7,59
