Identifier,Package,VersionConstraint
GHSA-jpgw-2r9m-8qfw,kiwitcms,">= 0,< 12.5"
GHSA-2h84-3crq-vgfj,apache-airflow,">= 0,< 2.6.3"
GHSA-57fc-8q82-gfp3,langchain,">= 0,< 0.0.236"
GHSA-pxfv-7rr3-2qjg,copyparty,">= 0,< 1.8.2"
GHSA-jx3q-5rgf-vrrr,xalpha,">= 0.11.4,< 0.11.9"
GHSA-v8mc-9377-rwjj,yt-dlp,">= 0,< 2023.7.06"
GHSA-cv2j-922j-hr56,paddlepaddle,">= 0,< 2.5.0"
GHSA-ggwr-4vr8-g7wv,apache-airflow,">= 0,< 2.6.3"
GHSA-g95c-2jgm-hqc6,ethyca-fides,">= 2.11.0,< 2.16.0"
GHSA-2rx4-9f5h-9gjf,apache-airflow-providers-cncf-kubernetes,">= 5.0.0,< 7.0.0"
GHSA-4xqm-4p72-87h6,sentry,">= 23.6.0,< 23.6.2"
GHSA-cfgp-2977-2fmm,grpcio,">= 0,< 1.53.0"
GHSA-cf7p-gm2m-833m,cryptography,">= 40.0.0,< 41.0.2"
GHSA-r25m-cr6v-p9hq,ethyca-fides,">= 0,< 2.15.1"
GHSA-wqc8-x2pr-7jqh,RestrictedPython,">= 0,< 5.3"
GHSA-wqc8-x2pr-7jqh,RestrictedPython,">= 6.0a1.dev0,< 6.1"
GHSA-wqc8-x2pr-7jqh,restrictedpython,">= 0,< 5.3"
GHSA-hg6c-qqcm-r79r,apache-airflow-providers-apache-hive,">= 0,< 6.1.1"
GHSA-p6hw-wm59-3g5g,matrix-sydent,">= 0,< 2.5.6"
GHSA-7q94-qpjr-xpgm,langchain,">= 0,<= 0.0.225"
GHSA-cw7j-v52w-fp5r,copyparty,">= 0,< 1.8.6"
GHSA-9jx5-6pgf-crrp,scipy,">= 0,< 1.10.0"
GHSA-f54q-j679-p9hh,copyparty,">= 0,< 1.8.7"
GHSA-fmqq-25x9-c6hm,indico,">= 0,< 3.2.6"
GHSA-hh7p-hvm3-rg88,paddlepaddle,">= 0,< 2.5.0"
GHSA-9hxf-ppjv-w6rq,grpcio,">= 0,< 1.53.0"
GHSA-3rw2-wfc8-wmj5,ethyca-fides,">= 2.11.0,< 2.16.0"
GHSA-m4hc-m2v6-hfw8,sentry,">= 8.21.0,< 23.5.2"
GHSA-r3jh-qhgj-gvr8,neutron,">= 0,<= 22.0.2"
GHSA-9q9v-qgwx-84mr,paddlepaddle,">= 0,< 2.5.0"
GHSA-mrwq-x4v8-fh7p,Pygments,">= 0,< 2.15.0"
GHSA-f5x6-7qgp-jhf3,vyper,">= 0,< 0.3.10"
GHSA-4q2q-q5pw-2342,apache-airflow-providers-apache-hive,">= 0,< 6.1.2"
GHSA-f4r5-q63f-gcww,keylime,">= 0,< 7.5.0"
GHSA-cpvx-2365-466c,apache-superset,">= 0,<= 2.1.0"
GHSA-v4q9-qgqf-7jwp,gradio,">= 0,<= 3.27.0"
GHSA-jj7c-jrv4-c65x,plone.namedfile,">= 0,< 5.6.1"
GHSA-jj7c-jrv4-c65x,plone.namedfile,">= 6.0.0,< 6.0.3"
GHSA-jj7c-jrv4-c65x,plone.namedfile,">= 6.1.0,< 6.1.3"
GHSA-jj7c-jrv4-c65x,plone.namedfile,">= 6.2.0,< 6.2.1"
GHSA-fj4x-m62j-wvwg,apache-superset,">= 1.5.0,< 2.1.1"
GHSA-xc27-f9q3-4448,hyper-bump-it,">= 0,< 0.5.1"
GHSA-hc5c-r8m5-2gfh,plone.restapi,">= 8.0.0,< 8.43.3"
GHSA-v8gr-m533-ghj9,cryptography,">= 2.5,< 41.0.4"
GHSA-8mjr-6c96-39w8,pydash,">= 0,< 6.0.0"
GHSA-qvh6-3j7x-3hq7,salt,">= 0,< 3005.2"
GHSA-qvh6-3j7x-3hq7,salt,">= 3006.0rc1,< 3006.2"
GHSA-5836-grcc-8j89,openstack-heat,">= 0,< 20.0.0"
GHSA-j7hp-h8jx-5ppr,Pillow,">= 0,< 10.0.1"
GHSA-c4rv-2j6x-pq7x,rdiffweb,">= 0,< 2.8.4"
GHSA-9832-mgg4-3gr6,apache-superset,">= 0,<= 2.1.0"
GHSA-wm8q-9975-xh5v,Zope,">= 0,< 4.8.10"
GHSA-wm8q-9975-xh5v,Zope,">= 5.8.0,< 5.8.5"
GHSA-h6rp-mprm-xgcq,plone.rest,">= 2.0.0a1,< 2.0.1"
GHSA-h6rp-mprm-xgcq,plone.rest,">= 3.0.0,< 3.0.1"
GHSA-p25m-jpj4-qcrr,grpcio,">= 1.55.0,< 1.55.3"
GHSA-p25m-jpj4-qcrr,grpcio,">= 1.54.0,< 1.54.3"
GHSA-p25m-jpj4-qcrr,grpcio,">= 1.53.0,< 1.53.2"
GHSA-fm4q-j8g4-c9j4,apache-superset,">= 0,<= 2.1.0"
GHSA-cx2q-hfxr-rj97,vyper,">= 0.3.4,< 0.3.10"
GHSA-95ch-p3gw-23qg,apache-superset,">= 0,<= 2.1.0"
GHSA-p6p2-qq95-vq5h,ethyca-fides,">= 2.11.0,< 2.19.0"
GHSA-9qc3-p9jq-2x27,apache-superset,">= 0,<= 2.1.0"
GHSA-66m2-493m-crh2,searchor,">= 0,< 2.4.2"
GHSA-4hg4-9mf5-wxxq,vyper,">= 0,< 0.3.10"
GHSA-mjqh-v5f2-g2mw,apache-airflow,">= 0,< 2.7.1"
GHSA-6rx9-c2rh-3qv4,barbican,">= 0,<= 16.0.0"
GHSA-v594-2c97-hx38,apache-superset,">= 0,<= 2.1.0"
GHSA-8xv7-89vj-q48c,AccessControl,">= 0,< 4.4"
GHSA-8xv7-89vj-q48c,Zope,">= 0,< 4.8.9"
GHSA-8xv7-89vj-q48c,AccessControl,">= 5.0,< 5.8"
GHSA-8xv7-89vj-q48c,AccessControl,">= 6.0,< 6.2"
GHSA-8xv7-89vj-q48c,Zope,">= 5.0.0,< 5.8.4"
GHSA-pmxq-pj47-j8j4,wiremock,">= 0,< 2.6.1"
GHSA-3hg2-r75x-g69m,vyper,">= 0.2.9,< 0.3.10"
GHSA-pj98-2xf6-cff5,reportlab,">= 0,< 3.5.31"
GHSA-pxg5-h34r-7q8p,GeoNode,">= 3.2.0,< 4.1.3.post1"
GHSA-f73w-4m7g-ch9x,langchain,">= 0,< 0.0.308"
GHSA-c647-pxm2-c52w,vyper,">= 0.3.4,< 0.3.10"
GHSA-9jvx-p6mq-fw4v,pretix,">= 0,< 2023.7.2"
GHSA-h7cm-mrvq-wcfr,piccolo,">= 0,< 0.121.0"
GHSA-g2xh-c426-v8mf,vyper,">= 0,<= 0.3.9"
GHSA-4f74-84v3-j9q5,matrix-synapse,">= 1.66.0,< 1.93.0"
GHSA-rhrv-645h-fjfh,avro,">= 0,< 1.11.3"
GHSA-5hj9-m76g-xrc8,apache-airflow-providers-apache-hdfs,">= 0,< 4.1.1"
GHSA-7565-cq32-vx2x,matrix-synapse,">= 0.34.0,< 1.93.0"
GHSA-vpjg-wmf8-29h9,salt,">= 0,< 3005.2"
GHSA-vpjg-wmf8-29h9,salt,">= 3006.0rc1,< 3006.2"
GHSA-6qqp-4vm3-359v,barbican,">= 0,<= 16.0.0"
GHSA-x7m3-jprg-wc5g,gevent,">= 0,< 23.9.0"
GHSA-wpg8-mf6h-gm92,apache-airflow,">= 0,< 2.7.1"
GHSA-4fg9-5w46-xmrj,apache-superset,">= 0,<= 2.1.0"
GHSA-42h4-v29r-42qg,yt-dlp,">= 2021.04.11,< 2023.09.24"
GHSA-ghp8-52vx-77j4,pgadmin4,">= 0,< 7.7"
GHSA-mq4v-6vg4-796c,apache-airflow-providers-apache-drill,">= 0,< 2.4.3"
GHSA-8fjr-hghr-4m99,borgbackup,">= 0,< 1.2.5"
GHSA-2xxc-73fv-36f7,llama-index,">= 0,< 0.9.14"
GHSA-fj32-q626-pjjc,langchain,">= 0,<= 0.0.231"
GHSA-pg75-v6fp-8q59,keylime,">= 0,< 7.4.0"
GHSA-cwvm-v4w8-q58c,GitPython,">= 0,< 3.1.37"
GHSA-wwrg-2w5j-grvx,rdiffweb,">= 0,< 2.8.1"
GHSA-7ch3-7pp7-7cpq,datasette,">= 1.0a0,< 1.0a4"
GHSA-9jcq-jf57-c62c,sentry,">= 22.1.0,< 23.7.2"
GHSA-5x64-925v-h4gv,ryu,">= 0,<= 4.34"
GHSA-w832-v3c6-m6rg,pandasai,">= 0,< 0.8.1"
GHSA-92j5-3459-qgp4,langchain,">= 0,< 0.0.236"
GHSA-wrw3-qmqw-4x9w,wger,">= 0,<= 2.2.0a3"
GHSA-7gfq-f96f-g85j,langchain,">= 0,< 0.0.312"
GHSA-5pv6-rprw-82wv,horizon,">= 0,< 19.4.0"
GHSA-x2mh-8fmc-rqgh,apache-airflow,">= 0,< 2.7.0"
GHSA-j8g2-6fc7-q8f8,pyramid,">= 2.0.0,< 2.0.2"
GHSA-r2f6-6928-fh8f,apache-airflow-providers-apache-spark,">= 0,< 4.1.3"
GHSA-6xcx-gx7r-rccj,scancodeio,">= 0,< 32.5.2"
GHSA-pm87-24wq-r8w9,apache-airflow,">= 0,< 2.7.0"
GHSA-2ggp-cmvm-f62f,scancodeio,">= 0,< 32.5.1"
GHSA-gwqq-6vq7-5j86,langchain,">= 0,< 0.0.236"
GHSA-g3m9-pr5m-4cvp,apache-airflow-providers-apache-sqoop,">= 0,< 4.0.0"
GHSA-8hx6-qv6f-xgcw,MindsDB,">= 0,< 23.7.4.0"
GHSA-5f35-pq34-c87q,apache-airflow-providers-smtp,">= 0,< 1.3.0"
GHSA-5f35-pq34-c87q,apache-airflow-providers-imap,">= 0,< 3.3.0"
GHSA-5f35-pq34-c87q,apache-airflow,">= 0,< 2.7.0"
GHSA-jm77-qphf-c4w8,cryptography,">= 0.8,< 41.0.3"
GHSA-8m9p-3926-gffr,wger,">= 0,<= 2.2.0a3"
GHSA-8fp9-43pw-56vw,pandasai,">= 0,<= 0.8.1"
GHSA-269x-pg5c-5xgm,apache-airflow,">= 0,< 2.6.0"
GHSA-ffw3-6378-cqgp,mlflow,">= 0,< 2.6.0"
GHSA-xjw2-6jm9-rf67,RestrictedPython,">= 0,< 5.4"
GHSA-xjw2-6jm9-rf67,RestrictedPython,">= 6.0,< 6.2"
GHSA-mhp6-jvpx-2p4m,zbar,">= 0,<= 0.23.90"
GHSA-qppv-j76h-2rpx,tornado,">= 0,< 6.3.3"
GHSA-r726-vmfq-j9j3,jupyter-server,">= 0,< 2.7.2"
GHSA-pr76-5cm5-w9cj,GitPython,">= 0,< 3.1.32"
GHSA-5824-cm3x-3c38,vyper,">= 0.2.15,< 0.3.1"
GHSA-prgp-w7vf-ch62,langchain,">= 0,< 0.0.325"
GHSA-wfm5-v35h-vwf4,gitpython,">= 0,< 3.1.33"
GHSA-m2f8-v8q4-3m59,intel-tensorflow,">= 0,< 2.12"
GHSA-m2f8-v8q4-3m59,tensorflow-intel,">= 0,< 2.12"
GHSA-m2f8-v8q4-3m59,intel-tensorflow-avx512,">= 0,< 2.12"
GHSA-8q28-pw9g-w82c,apache-airflow-providers-apache-spark,">= 0,< 4.1.3"
GHSA-hgj4-h2x3-rfx4,sentry,">= 10.0.0,< 23.7.2"
GHSA-4987-5p3p-9r27,ryu,">= 0,<= 4.34"
GHSA-8rj5-2857-877j,json2xml,">= 0,< 3.14.0"
GHSA-64x5-55rw-9974,jupyter-server,">= 0,< 2.7.2"
GHSA-vp2x-3mc3-3cj4,ubi-reader,">= 0,< 0.8.5"
GHSA-8v53-23mx-hcf9,pyload-ng,">= 0,< 0.5.0b3.dev44"
GHSA-h8r9-467r-vjjf,pyload-ng,">= 0,< 0.5.0b3.dev33"
GHSA-rv9x-wmw4-44qj,pyload-ng,">= 0,< 0.5.0b3.dev36"
GHSA-wcm6-wv95-7jw6,pyload-ng,">= 0,< 0.5.0b3.dev42"
GHSA-9f88-wg5r-947j,apache-superset,">= 0,<= 1.5.2"
GHSA-9f88-wg5r-947j,apache-superset,== 2.0.0
GHSA-c467-5c2g-jp86,modoboa,">= 0,< 2.0.4"
GHSA-pf38-5p22-x6h6,pyload-ng,">= 0,< 0.5.0b3.dev31"
GHSA-jm3m-wr3p-hjrq,modoboa,">= 0,< 2.0.4"
GHSA-g298-59pg-93h7,modoboa,">= 0,< 2.0.4"
GHSA-9c64-x3cx-vgmm,modoboa,">= 0,< 2.0.4"
GHSA-3cm8-v4mc-gppg,binwalk,">= 2.1.2b,<= 2.3.3"
GHSA-894c-rg7f-3c62,pgadmin4,">= 0,< 6.14"
GHSA-v9gj-5rgp-w33r,modoboa,">= 0,<= 2.0.3"
GHSA-7222-r37x-8q3m,apache-superset,">= 0,<= 1.5.2"
GHSA-7222-r37x-8q3m,apache-superset,== 2.0.0
GHSA-h6p3-p4vx-wr8q,dompurify,">= 0,< 2.2.3"
GHSA-6jmx-pv77-wm5w,pyload-ng,">= 0,< 0.5.0b3.dev41"
GHSA-pgjv-jrg2-gq3v,dompurify,">= 0,< 2.2.2"
GHSA-7h75-hwxx-qpgc,cinder,">= 0,< 19.1.2"
GHSA-7h75-hwxx-qpgc,cinder,">= 20.0.0,< 20.0.2"
GHSA-7h75-hwxx-qpgc,glance,">= 0,< 23.0.1"
GHSA-7h75-hwxx-qpgc,glance,">= 24.0.0,< 24.1.1"
GHSA-7h75-hwxx-qpgc,nova,">= 0,< 24.1.2"
GHSA-7h75-hwxx-qpgc,nova,">= 25.0.0,< 25.0.2"
GHSA-79x5-cv79-49rj,apache-superset,">= 0,<= 1.5.2"
GHSA-79x5-cv79-49rj,apache-superset,== 2.0.0
GHSA-7jrw-p8jc-v6qw,jefferson,">= 0,< 0.4"
GHSA-x9vc-5q77-m7x4,pyload-ng,">= 0,< 0.5.0b3.dev40"
GHSA-vq8w-x8v7-f88m,ldapcherry,">= 0,< 1.0.0"
GHSA-pjx4-3f3p-29v3,django-ucamlookup,">= 0,< 1.9.2"
GHSA-9mq4-9556-6qxq,psiTurk,">= 0,< 3.2.1"
GHSA-8f5j-mgx9-5hm5,apache-superset,">= 0,<= 1.5.2"
GHSA-8f5j-mgx9-5hm5,apache-superset,== 2.0.0
GHSA-q764-g6fm-555v,spotipy,">= 0,< 2.22.1"
GHSA-cxvp-3frm-3876,apache-superset,">= 0,<= 1.5.2"
GHSA-cxvp-3frm-3876,apache-superset,== 2.0.0
GHSA-g3pv-pj5f-3hfq,mechanize,">= 0,< 0.4.6"
GHSA-c732-xvv8-g94c,apache-airflow,">= 0,< 2.5.1"
GHSA-c732-xvv8-g94c,apache-airflow-providers-mysql,">= 0,< 4.0.0"
GHSA-jgh8-vchw-q3g7,safeurl-python,">= 0,< 1.2"
GHSA-fpmr-qmgh-42x2,apache-superset,">= 0,<= 1.5.2"
GHSA-fpmr-qmgh-42x2,apache-superset,== 2.0.0
GHSA-m3g7-wrrq-v5c8,pyload-ng,">= 0,< 0.5.0b3.dev32"
GHSA-ffxj-547x-5j7c,onnx,">= 0,< 1.13.0"
GHSA-fcg4-pm6h-9xx2,apache-superset,">= 0,<= 1.5.2"
GHSA-fcg4-pm6h-9xx2,apache-superset,== 2.0.0
GHSA-x32c-59v5-h7fg,langchain,">= 0,< 0.0.225"
GHSA-xwc8-rf6m-xr86,hnswlib,">= 0,<= 0.7.0"
GHSA-mm87-c3x2-6f89,apache-airflow-providers-jdbc,">= 0,< 4.0.0"
GHSA-4vvm-4w3v-6mr8,pypdf,">= 3.1.0,< 3.9.0"
GHSA-4vvm-4w3v-6mr8,PyPDF2,">= 2.2.0,<= 3.0.1"
GHSA-2fqm-m4r2-fh98,kiwitcms,">= 0,< 12.4"
GHSA-9766-v29c-4vm7,apache-airflow-providers-odbc,">= 0,< 4.0.0"
GHSA-3qqg-pgqq-3695,gradio,">= 0,< 3.34.0"
GHSA-x49m-3cw7-gq5q,jcvi,">= 0,<= 1.3.5"
GHSA-j6v2-mwxm-f952,py-xml,">= 0,<= 1.0"
GHSA-v4f4-23wc-99mh,pipreqs,">= 0.3.0,< 0.4.12"
GHSA-98px-6486-j7qc,matrix-synapse,">= 0,< 1.85.0"
GHSA-5w5m-pfw9-c8fp,snowflake-connector-python,">= 0,< 3.0.2"
GHSA-jrm6-h9cq-8gqw,PyPDF2,">= 0,< 1.27.9"
GHSA-vv6q-6hwp-vrgp,easy-parse,">= 0,<= 0.1.1"
GHSA-26c5-ppr8-f33p,matrix-synapse,">= 0,< 1.85.0"
GHSA-5cpq-8wj7-hf2v,cryptography,">= 0.5,< 41.0.0"
GHSA-hj8m-9fhf-v7jp,fief-server,">= 0.19.0,< 0.25.3"
GHSA-373w-rj84-pv6x,SafeURL-Python,">= 0,< 1.3"
GHSA-6643-h7h5-x9wh,langchain,">= 0,< 0.0.247"
GHSA-mjff-wv85-hmcj,apache-airflow,">= 2.5.0,< 2.6.2"
GHSA-hm9v-vj3r-r55m,PyPDF2,">= 2.10.5,< 2.10.6"
GHSA-9q9m-c65c-37pq,reportlab,">= 0,< 3.6.13"
GHSA-jhpr-j7cq-3jp3,Flask-AppBuilder,">= 0,< 4.3.2"
GHSA-ccrc-9x59-3vc4,requests-xml,">= 0,<= 0.2.3"
GHSA-q57w-826p-46jr,apache-airflow-providers-odbc,">= 0,< 4.0.0"
GHSA-q57w-826p-46jr,apache-airflow-providers-microsoft-mssql,">= 0,< 3.4.1"
GHSA-qg8p-32gr-gh6x,mlflow,">= 0,< 2.9.2"
GHSA-hfgr-h3vc-p6c2,dockerspawner,">= 0.11.0,< 13.0.0"
GHSA-v945-r3rc-6fjm,mlflow,">= 0,< 2.9.2"
GHSA-v5f6-hjmf-9mc5,PyDrive2,== 1.17.0
GHSA-v5f6-hjmf-9mc5,PyDrive2,">= 0,< 1.16.2"
GHSA-j4g3-3q8x-jxqp,dbt-core,">= 1.7.0,< 1.7.3"
GHSA-9w2p-rh8c-v9g5,pyinstaller,">= 0,< 5.13.1"
GHSA-cxfr-5q3r-2rc2,mlflow,">= 0,< 2.9.2"
GHSA-75mc-3pjc-727q,nautobot,">= 1.1.0,< 1.6.7"
GHSA-75mc-3pjc-727q,nautobot,">= 2.0.0,< 2.0.6"
GHSA-v68g-wm8c-6x7j,transformers,">= 0,< 4.36.0"
GHSA-vwhf-3v6x-wff8,mlflow,">= 0,< 2.9.0"
GHSA-6qm2-wpxq-7qh2,gradio,">= 0,< 4.11.0"
GHSA-j8w6-2r9h-cxhj,mindsdb,">= 0,< 23.11.4.1"
GHSA-pxch-wr7m-rwxj,apache-airflow,">= 2.6.0,< 2.8.0b1"
GHSA-vf5m-xrhm-v999,nautobot,">= 1.5.14,< 1.6.8"
GHSA-vf5m-xrhm-v999,nautobot,">= 2.0.0,< 2.1.0"
GHSA-5938-79hg-xh3q,apache-airflow,">= 0,< 2.8.0"
GHSA-5844-q3fc-56rh,pubnub,">= 0,< 7.3.0"
GHSA-6x4h-9622-fqr6,meraki,">= 0,< 1.40.1"
GHSA-554w-xh4j-8w64,mlflow,">= 0,< 2.9.2"
GHSA-9wgg-m99q-hhfc,emailproxy,">= 0,< 2023.12.19"
GHSA-8f57-wcmg-4jmh,apache-airflow,">= 0,< 2.8.0"
GHSA-h56g-gq9v-vc8r,jupyter-server,">= 0,< 2.11.2"
GHSA-gqvf-3hgp-5hxv,gradio,">= 0,< 4.14.0"
GHSA-cw2r-4p82-qv79,jwcrypto,">= 0,< 1.5.1"
GHSA-wv8q-4f85-2p8p,mlflow,">= 0,< 2.9.2"
GHSA-45x7-px36-x8w8,paramiko,">= 2.5.0,< 3.4.0"
GHSA-gqrq-j6pm-98c2,h2o,">= 0,<= 3.44.0.2"
GHSA-672h-6x89-76m5,Flask-Security-Too,">= 0,< 5.3.3"
GHSA-672h-6x89-76m5,flask-security-too,">= 0,< 5.3.3"
GHSA-wqxf-447m-6f5f,mlflow,">= 0,< 2.9.0"
GHSA-7j69-qfc3-2fq9,ansible-core,">= 2.16.0,< 2.16.1"
GHSA-7j69-qfc3-2fq9,ansible-core,">= 2.15.0,< 2.15.8"
GHSA-7j69-qfc3-2fq9,ansible-core,">= 0,< 2.14.12"
GHSA-95mg-jgfx-54v9,apache-superset,">= 0,< 2.1.2"
GHSA-95mg-jgfx-54v9,apache-superset,">= 3.0.0,< 3.0.1"
GHSA-7vwr-g6pm-9hc8,fastapi-proxy-lib,">= 0,< 0.1.0"
GHSA-crhp-7c74-cg4c,mindsdb,">= 0,< 23.11.4.1"
GHSA-m5pc-86x8-wcxg,mltable,">= 0,< 1.5.0"
GHSA-6m9r-7wrx-xmr6,apache-airflow,">= 2.7.0,< 2.8.0"
GHSA-34mr-6q8x-g9r6,mindsdb,">= 0,< 23.11.4.1"
GHSA-jfxj-xf67-x723,apache-superset,">= 0,< 2.1.3"
GHSA-jfxj-xf67-x723,apache-superset,">= 3.0.0,< 3.0.2"
GHSA-hh8p-p8mp-gqhm,mlflow,">= 0,< 2.9.2"
GHSA-59v3-898r-qwhj,mlflow,">= 0,< 2.9.2"
GHSA-jqpc-rc7g-vf83,homeassistant,">= 0,< 2023.12.3"
GHSA-hfmc-7525-mj55,asyncssh,">= 0,< 2.14.2"
GHSA-p99h-pfg6-qrfg,sap-xssec,">= 0,< 4.1.0"
GHSA-7fgc-89cx-w8j5,ckan,">= 2.0,< 2.9.10"
GHSA-7fgc-89cx-w8j5,ckan,">= 2.10.0,< 2.10.3"
GHSA-jpvw-p8pr-9g2x,ansible,">= 0,< 8.5.0"
GHSA-6mjg-37cp-42x5,sap-xssec,">= 0,< 4.1.0"
GHSA-r8j9-5cj7-cv39,Dpaste,">= 0,< 3.8"
GHSA-g49j-j489-3xpf,apache-superset,">= 0,< 2.1.3"
GHSA-g49j-j489-3xpf,apache-superset,">= 3.0.0,< 3.0.2"
GHSA-4h72-34j6-j8x7,malojaserver,">= 0,< 3.2.2"
GHSA-5r3q-93q3-f978,mlflow,">= 0,< 2.9.2"
GHSA-6m97-7527-mh74,vyper,">= 0,< 0.3.8"
GHSA-3863-2447-669p,transformers,">= 0,< 4.36.0"
GHSA-hvc6-42vf-jhf8,mlflow,">= 0,< 2.9.2"
GHSA-8554-jxcw-454q,webargs,">= 0,< 5.1.3"
GHSA-99cv-8cvv-666c,apache-airflow,">= 0,< 1.10.2"
GHSA-f58w-649r-qjr9,splunk-sdk,">= 0,< 1.6.6"
GHSA-2fch-jvg5-crf6,python-gnupg,">= 0,< 0.4.4"
GHSA-gcm4-q2pg-xw89,ipycache,">= 0,<= 0.1.4"
GHSA-rcx2-m7jp-p9wj,notebook,">= 0,< 5.7.8"
GHSA-q492-f7gr-27rp,tensorflow,">= 1.1.0,< 1.7.1"
GHSA-c6fm-rgw4-8q73,CoAPthon3,">= 0,<= 1.0.1"
GHSA-mh33-7rrq-662w,urllib3,">= 0,< 1.24.2"
GHSA-5xc6-fpc7-4qvg,CoAPthon,">= 0,<= 4.0.2"
GHSA-74vq-h4q8-x6jv,ansible,">= 0,< 2.5.15"
GHSA-74vq-h4q8-x6jv,ansible,">= 2.6.0,< 2.6.14"
GHSA-74vq-h4q8-x6jv,ansible,">= 2.7.0,< 2.7.8"
GHSA-jfq2-rj7f-9gvf,tensorflow,">= 0,< 1.7.0"
GHSA-462w-v97r-4m45,Jinja2,">= 0,< 2.10.1"
GHSA-mw6v-crh8-8533,tensorflow,">= 1.0.0,< 1.7.1"
GHSA-887w-45rq-vxgf,SQLAlchemy,">= 0,< 1.3.0"
GHSA-mfg7-x5m7-6p8w,tensorflow,">= 1.0.0,< 1.12.1"
GHSA-74xw-82v7-hmrm,python-dbusmock,">= 0,< 0.15.1"
GHSA-w6j4-3gh2-9f5j,apache-airflow,">= 0,< 1.10.3"
GHSA-hj2j-77xm-mc5v,Jinja2,">= 0,< 2.8.1"
GHSA-6c3j-c64m-qhgq,django,">= 2.0a1,< 2.1.9"
GHSA-6c3j-c64m-qhgq,django,">= 2.2a1,< 2.2.2"
GHSA-926q-wxr6-3crq,roundup,">= 0,<= 1.6"
GHSA-qx2v-j445-g354,tensorflow,">= 1.1.0,< 1.7.1"
GHSA-frxx-2m33-6wcr,tensorflow,">= 1.5.0,< 1.7.1"
GHSA-f6f2-pwrj-64h3,trytond,">= 4.2.0,< 4.2.21"
GHSA-f6f2-pwrj-64h3,trytond,">= 4.4.0,< 4.4.19"
GHSA-f6f2-pwrj-64h3,trytond,">= 4.6.0,< 4.6.14"
GHSA-f6f2-pwrj-64h3,trytond,">= 4.8.0,< 4.8.10"
GHSA-f6f2-pwrj-64h3,trytond,">= 5.0.0,< 5.0.6"
GHSA-8p7v-2jvj-v54r,apache-airflow,">= 0,< 1.10.3"
GHSA-38fc-9xqv-7f7q,SQLAlchemy,">= 0,< 1.3.0"
GHSA-rv62-4pmj-xw6h,notebook,">= 0,< 5.7.8"
GHSA-rv62-4pmj-xw6h,jupyterhub,">= 0,< 0.9.6"
GHSA-g86p-hgx5-2pfh,buildbot,">= 0,< 1.8.2"
GHSA-g86p-hgx5-2pfh,buildbot,">= 2.0.0,< 2.3.1"
GHSA-fvxv-9xxr-h7wj,pyspark,">= 2.3.0,< 2.3.2"
GHSA-fvxv-9xxr-h7wj,pyspark,">= 1.0.2,< 2.2.3"
GHSA-rv95-4wxj-6fqq,colander,">= 0,< 1.7.0"
GHSA-wh4h-v3f2-r2pp,django,">= 0,< 1.11.19"
GHSA-wh4h-v3f2-r2pp,django,">= 2.0.0,< 2.0.11"
GHSA-wh4h-v3f2-r2pp,django,">= 2.1.0,< 2.1.6"
GHSA-jqwc-jm56-wcwj,notebook,">= 0,< 5.5.0"
GHSA-6g88-vr3v-76mf,limnoria,">= 0,< 2019.11.09"
GHSA-vrcf-g539-x6h3,rediswrapper,">= 0,< 0.3.0"
GHSA-q3p4-gw7r-wqjc,apache-airflow,">= 0,< 1.10.6"
GHSA-89px-ww3j-g2mm,wagtail-2fa,">= 0,< 1.3.0"
GHSA-pwfw-mgfj-7g3g,ecdsa,">= 0,< 0.13.3"
GHSA-27p5-7cw6-m45h,unoconv,">= 0,< 0.9.0"
GHSA-vfj6-275q-4pvm,graphite-web,">= 0,< 1.1.6"
GHSA-j7mj-748x-7p78,pillow,">= 0,< 6.2.0"
GHSA-67cx-rhhq-mfhq,indico,">= 0,< 2.1.10"
GHSA-67cx-rhhq-mfhq,indico,">= 2.2.0,< 2.2.3"
GHSA-x64g-wjmw-w328,python-ironic-inspector-client,">= 0,< 0.2.5"
GHSA-p3w6-jcg4-52xh,django-rest-registration,">= 0.2.0,< 0.5.0"
GHSA-c6jq-h4jp-72pr,aubio,">= 0.4.0,< 0.4.9"
GHSA-94mf-xfg5-r247,invenio-app,">= 0,< 1.0.6"
GHSA-94mf-xfg5-r247,invenio-app,">= 1.1.0,< 1.1.1"
GHSA-ffq8-576r-v26g,hpack,">= 1.0.0,< 2.3.0"
GHSA-5wv5-4vpf-pj6m,flask,">= 0,< 1.0"
GHSA-6c7v-2f49-8h26,django,">= 1.11.0,< 1.11.22"
GHSA-6c7v-2f49-8h26,django,">= 2.1.0,< 2.1.10"
GHSA-6c7v-2f49-8h26,django,">= 2.2.0,< 2.2.3"
GHSA-vxh3-mvv7-265j,invenio-records,">= 0,< 1.0.2"
GHSA-vxh3-mvv7-265j,invenio-records,">= 1.1.0,< 1.1.1"
GHSA-vxh3-mvv7-265j,invenio-records,">= 1.2.0,< 1.2.2"
GHSA-mfv8-q39f-mgfg,invenio-communities,">= 0,< 1.0.0a20"
GHSA-vg35-vc9f-q7x2,ladon,">= 0.6.1,<= 1.0.7"
GHSA-h92m-42h4-82f6,postfix-mta-sts-resolver,">= 0,< 0.5.1"
GHSA-j9m2-6hq2-4r3c,invenio-previewer,">= 0,< 1.0.0a12"
GHSA-h582-2pch-3xv3,django,">= 0,< 1.4.21"
GHSA-h582-2pch-3xv3,django,">= 1.5.0,< 1.7.9"
