Identifier,Package,VersionConstraint
GHSA-v9pg-qw6x-w5r2,PaddlePaddle,">= 0,< 2.6.0"
GHSA-j5h9-9r39-43q5,PaddlePaddle,">= 0,< 2.6.0"
GHSA-5gp5-vxj6-4257,glance,">= 0,<= 25.1.0"
GHSA-93vr-9q9m-pj8p,tensorflow,">= 0,< 2.11.1"
GHSA-93vr-9q9m-pj8p,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-93vr-9q9m-pj8p,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-647v-r7qq-24fh,tensorflow,">= 0,< 2.11.1"
GHSA-647v-r7qq-24fh,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-647v-r7qq-24fh,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-gw97-ff7c-9v96,tensorflow,">= 0,< 2.11.1"
GHSA-gw97-ff7c-9v96,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-gw97-ff7c-9v96,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-qjqc-vqcf-5qvj,tensorflow,">= 0,< 2.11.1"
GHSA-qjqc-vqcf-5qvj,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-qjqc-vqcf-5qvj,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-68v3-g9cm-rmm6,tensorflow,">= 0,< 2.11.1"
GHSA-68v3-g9cm-rmm6,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-68v3-g9cm-rmm6,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-6hg6-5c2q-7rcr,tensorflow,">= 0,< 2.11.1"
GHSA-6hg6-5c2q-7rcr,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-r76w-3wwq-jv6v,pretix,">= 4.17.0,< 4.17.1"
GHSA-r76w-3wwq-jv6v,pretix,">= 4.16.0,< 4.16.1"
GHSA-r76w-3wwq-jv6v,pretix,">= 0,< 4.15.1"
GHSA-9crj-hpxh-f6qg,pgadmin4,">= 0,< 6.19"
GHSA-9c6g-qpgj-rvxw,streamlit,">= 0.63.0,< 0.81.0"
GHSA-5fqv-mpj8-h7gm,lemur,">= 0,< 1.3.2"
GHSA-w7qg-j435-78qw,farm-haystack,">= 0,<= 1.15.0"
GHSA-vcph-37mh-fqrh,uWSGI,">= 0,< 2.0.22"
GHSA-fqm2-gh8w-gr68,tensorflow,">= 0,< 2.11.1"
GHSA-fqm2-gh8w-gr68,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-fqm2-gh8w-gr68,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-p4g9-c9qr-wmg5,django-ajax-utilities,">= 0,< 1.2.8"
GHSA-r8qr-wwg3-2r85,Saleor,">= 2.0.0,< 3.1.48"
GHSA-r8qr-wwg3-2r85,Saleor,">= 3.11.0,< 3.11.12"
GHSA-r8qr-wwg3-2r85,Saleor,">= 3.10.0,< 3.10.14"
GHSA-r8qr-wwg3-2r85,Saleor,">= 3.9.0,< 3.9.27"
GHSA-r8qr-wwg3-2r85,Saleor,">= 3.8.0,< 3.8.30"
GHSA-r8qr-wwg3-2r85,Saleor,">= 3.7.0,< 3.7.59"
GHSA-f49c-87jh-g47q,tensorflow,">= 0,< 2.11.1"
GHSA-f49c-87jh-g47q,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-f49c-87jh-g47q,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-5w96-866f-6rm8,tensorflow,">= 0,< 2.11.1"
GHSA-5w96-866f-6rm8,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-5w96-866f-6rm8,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-3hvj-3cg9-v242,saleor,">= 2.0.0,< 3.1.48"
GHSA-3hvj-3cg9-v242,saleor,">= 3.11.0,< 3.11.12"
GHSA-3hvj-3cg9-v242,saleor,">= 3.10.0,< 3.10.14"
GHSA-3hvj-3cg9-v242,saleor,">= 3.9.0,< 3.9.27"
GHSA-3hvj-3cg9-v242,saleor,">= 3.8.0,< 3.8.30"
GHSA-3hvj-3cg9-v242,saleor,">= 3.7.0,< 3.7.59"
GHSA-wp72-7hj9-5265,mlflow,">= 0,< 2.2.1"
GHSA-fxgc-95xx-grvq,tensorflow,">= 0,< 2.11.1"
GHSA-fxgc-95xx-grvq,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-8fww-64cx-x8p5,redis,">= 4.5.0,< 4.5.4"
GHSA-8fww-64cx-x8p5,redis,">= 4.2.0,< 4.4.4"
GHSA-7x96-2w32-w3gw,tripleo-ansible,">= 0,<= 6.0.0"
GHSA-2wcr-87wf-cf9j,kiwitcms,">= 0,< 12.1"
GHSA-h6g5-wqqr-3mw3,apache-airflow,">= 0,< 2.5.2"
GHSA-29pr-6jr8-q5jm,sentry-sdk,">= 0,< 1.14.0"
GHSA-5c9c-6x87-f9vm,zstd,">= 0,< 1.5.4.0"
GHSA-64jg-wjww-7c5w,tensorflow,">= 0,< 2.11.1"
GHSA-64jg-wjww-7c5w,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-64jg-wjww-7c5w,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-f637-vh3r-vfh2,tensorflow,">= 0,< 2.11.1"
GHSA-f637-vh3r-vfh2,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-f637-vh3r-vfh2,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-558h-mq8x-7q9g,tensorflow,">= 0,< 2.11.1"
GHSA-558h-mq8x-7q9g,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-558h-mq8x-7q9g,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-w4x6-6w3r-9h2m,tripleo-ansible,">= 0,<= 6.0.0"
GHSA-gf97-q72m-7579,tensorflow,">= 0,< 2.11.1"
GHSA-gf97-q72m-7579,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-gf97-q72m-7579,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-7jvm-xxmr-v5cw,tensorflow,">= 0,< 2.11.1"
GHSA-7jvm-xxmr-v5cw,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-7jvm-xxmr-v5cw,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-7x45-phmr-9wqp,mindsdb,">= 0,< 22.11.4.3"
GHSA-j5w9-hmfh-4cr6,tensorflow,">= 0,< 2.11.1"
GHSA-j5w9-hmfh-4cr6,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-49rq-hwc3-x77w,tensorflow,">= 0,< 2.11.1"
GHSA-49rq-hwc3-x77w,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-49rq-hwc3-x77w,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-w4r7-vm83-q2c7,web2py,">= 0,< 2.23.1"
GHSA-2g5w-29q9-w6hx,mindsdb,">= 0,<= 23.1.5.0"
GHSA-7x4v-9gxg-9hwj,tensorflow,">= 0,< 2.11.1"
GHSA-7x4v-9gxg-9hwj,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-7x4v-9gxg-9hwj,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-cpmr-mw4j-99r7,label-studio,">= 0,< 1.7.2"
GHSA-6wfh-89q8-44jq,tensorflow,">= 0,< 2.11.1"
GHSA-6wfh-89q8-44jq,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-6wfh-89q8-44jq,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-rwmf-w63j-p7gv,CairoSVG,">= 0,< 2.7.0"
GHSA-rcf8-g8jv-vg6p,tensorflow,">= 0,< 2.11.1"
GHSA-rcf8-g8jv-vg6p,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-rcf8-g8jv-vg6p,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-94mm-g2mv-8p7r,tensorflow,">= 0,< 2.11.1"
GHSA-94mm-g2mv-8p7r,tensorflow-cpu,">= 0,< 2.11.1"
GHSA-94mm-g2mv-8p7r,tensorflow-gpu,">= 0,< 2.11.1"
GHSA-xg73-94fp-g449,mlflow,">= 0,< 2.2.1"
GHSA-h384-ph77-3699,weixin-python,">= 0,< 0.5.5"
GHSA-24wv-mv5m-xv4h,redis,">= 4.4.0,< 4.4.3"
GHSA-24wv-mv5m-xv4h,redis,">= 4.5.0,< 4.5.3"
GHSA-24wv-mv5m-xv4h,redis,">= 4.2.0,< 4.3.6"
GHSA-8h9c-r582-mggc,OWSLib,">= 0,< 0.28.1"
GHSA-6w4m-2xhg-2658,pysha3,">= 0,<= 1.0.2"
GHSA-ffj9-4crc-q7wf,apache-airflow-providers-apache-spark,">= 0,< 4.0.1"
GHSA-5cvg-9pp5-mxcj,apache-airflow-providers-apache-hive,">= 0,< 6.0.0"
GHSA-7x6q-3v3m-cwjg,kiwitcms,">= 0,< 12.2"
GHSA-fprp-p869-w6q2,langchain,">= 0,<= 0.0.131"
GHSA-jg8w-wgx2-g7q4,calibreweb,">= 0,< 0.6.20"
GHSA-x422-6qhv-p29g,mlflow,">= 0,< 2.3.1"
GHSA-9hcr-9hcv-x6pv,Flask-AppBuilder,">= 0,< 4.3.0"
GHSA-w9g2-3w7p-72g9,vyper,">= 0.3.1,< 0.3.8"
GHSA-3qj8-93xh-pwh2,starlette,">= 0,< 0.25.0"
GHSA-33pv-vcgh-jfg9,wagtail,">= 4.2,< 4.2.2"
GHSA-33pv-vcgh-jfg9,wagtail,">= 0,< 4.1.4"
GHSA-6pvf-cq4f-hfjp,modoboa,">= 0,< 2.1.0"
GHSA-85pf-r4c7-3j9r,apache-airflow-providers-apache-drill,">= 0,< 2.3.2"
GHSA-fwcf-753v-fgcj,kiwitcms,">= 0,< 12.2"
GHSA-mhmp-m6g7-7c24,calibreweb,">= 0,< 0.6.20"
GHSA-7jhg-8m74-6f6g,apache-superset,">= 0,<= 2.0.1"
GHSA-23fx-92m6-4f2g,pretalx,">= 0,< 2.3.2"
GHSA-2jg5-xgvv-4wq7,mailman,">= 0,< 3.3.5"
GHSA-w6q2-48ch-fj26,bigflow,">= 0,< 1.6.0"
GHSA-wh3w-jcc7-mhmf,pretalx,">= 0,< 2.3.2"
GHSA-9gxx-32p7-ff7m,modoboa,">= 0,<= 2.0.5"
GHSA-5286-f2rf-35c2,wagtail,">= 1.5,< 4.1.4"
GHSA-5286-f2rf-35c2,wagtail,">= 4.2,< 4.2.2"
GHSA-67mg-gm8m-ph5r,modoboa,">= 0,< 2.1.0"
GHSA-rrm6-wvj7-cwh2,sqlparse,">= 0.1.15,< 0.4.4"
GHSA-5cx2-vq3h-x52c,apache-superset,">= 0,< 2.1.0"
GHSA-c33w-24p9-8m24,configobj,">= 0,<= 5.0.8"
GHSA-wc6j-5g83-xfm6,mlflow,">= 0,< 2.0.0rc0"
GHSA-59hw-j9g6-mfg3,pyspark,">= 3.1.1,< 3.2.2"
GHSA-282v-666c-3fvg,transformers,">= 0,< 4.30.0"
GHSA-x67g-47p3-rc7f,mindspore,">= 0,<= 2.0.0-rc1"
GHSA-jjgp-whrp-gq8m,in-toto,">= 0,<= 1.4.0"
GHSA-r3xc-prgr-mg9p,Django,">= 3.2,< 3.2.19"
GHSA-r3xc-prgr-mg9p,Django,">= 4.0,< 4.1.9"
GHSA-r3xc-prgr-mg9p,Django,">= 4.2,< 4.2.1"
GHSA-wc64-c5rv-32pf,in-toto,">= 0,< 2.0.0"
GHSA-m2qf-hxjv-5gpq,flask,">= 2.3.0,< 2.3.2"
GHSA-m2qf-hxjv-5gpq,flask,">= 0,< 2.2.5"
GHSA-83fm-w79m-64r5,mlflow,">= 0,< 2.3.1"
GHSA-vxmm-cwh2-q762,vyper,">= 0,< 0.3.8"
GHSA-45cj-f97f-ggwv,matrix-synapse,">= 0,< 1.69.0"
GHSA-6r8q-pfpv-7cgj,vyper,">= 0,< 0.3.8"
GHSA-qg36-9jxh-fj25,django-ses,">= 0,< 3.5.0"
GHSA-hj3f-6gcp-jg8j,tornado,">= 0,< 6.3.2"
GHSA-446m-hmmm-hm8m,ckan,">= 0,< 2.9.9"
GHSA-446m-hmmm-hm8m,ckan,== 2.10.0
GHSA-c6mm-2g84-v4m7,mage-ai,">= 0.8.34,< 0.8.72"
GHSA-mgv8-gggw-mrg6,vyper,">= 0,< 0.3.8"
GHSA-3p37-3636-q8wv,vyper,">= 0,< 0.3.8"
GHSA-4xqq-73wg-5mjp,git-url-parse,">= 0,<= 1.2.2"
GHSA-v5gw-mw7f-84px,starlette,">= 0.13.5,< 0.27.0"
GHSA-ph9x-4vc9-m39g,vyper,">= 0,< 0.3.8"
GHSA-hh7j-pg39-q563,toui,">= 2.0.1,< 2.4.1"
GHSA-jchm-fm4q-c2fp,apache-airflow,">= 0,< 2.6.0"
GHSA-x7c2-7wvg-jpx7,kiwitcms,">= 0,< 12.3"
GHSA-vcf6-3wv2-5vcr,apache-airflow,">= 0,< 2.6.0"
GHSA-wjq3-7jxx-whj9,mlflow,">= 0,< 2.3.0"
GHSA-j5fj-rfh6-qj85,planet,">= 0,< 2.0.1"
GHSA-jh85-wwv9-24hv,pymdown-extensions,">= 1.5,< 10.0"
GHSA-p9qp-c452-f9r7,matrix-synapse,">= 1.62.0,< 1.68.0"
GHSA-f3wc-3vxv-xmvr,matrix-synapse,">= 0,< 1.74.0"
GHSA-j8r2-6x86-q33q,requests,">= 2.3.0,< 2.31.0"
GHSA-7j9h-3jxf-3vrf,kiwitcms,">= 0,< 12.0"
GHSA-fxqx-xgqq-gf42,EVE-SRP,">= 0,< 0.12.12"
GHSA-vvjv-97j8-94xh,vantage6,">= 0,< 3.8.0"
GHSA-jrwr-5x3p-hvc3,markdown-it-py,">= 0,< 2.2.0"
GHSA-626q-v9j4-mcp4,openzeppelin-cairo-contracts,">= 0.2.0,< 0.6.1"
GHSA-j69x-v4wc-3fpf,apache-airflow-providers-apache-sqoop,">= 0,< 3.1.1"
GHSA-3x5j-9vwr-8rr5,gradio,">= 0,< 3.13.1"
GHSA-2hrw-hx67-34x6,Django,">= 3.2,< 3.2.18"
GHSA-2hrw-hx67-34x6,Django,">= 4.1,< 4.1.7"
GHSA-2hrw-hx67-34x6,Django,">= 4.0,< 4.0.10"
GHSA-344m-qcjq-xgrf,sgx-dcap-quote-verify-python,">= 0,< 0.0.3"
GHSA-8mfq-f5wj-vw5m,nautobot,">= 0,< 1.5.7"
GHSA-29gw-9793-fvw7,IPython,">= 0,< 8.10"
GHSA-8q38-w56m-qq2c,TurboGears,">= 0,< 1.0.11.11"
GHSA-74m5-2c7w-9w3x,starlette,">= 0,< 0.25.0"
GHSA-w7pp-m8wf-vj6r,cryptography,">= 1.8,< 39.0.1"
GHSA-q9ww-gjpw-p9g6,modoboa,">= 0,< 2.0.4"
GHSA-q2jf-h9jm-m7p4,django,">= 3.2a1,< 3.2.17"
GHSA-q2jf-h9jm-m7p4,django,">= 4.0a1,< 4.0.9"
GHSA-q2jf-h9jm-m7p4,django,">= 4.1a1,< 4.1.6"
GHSA-px8h-6qxv-m22q,Werkzeug,">= 0,< 2.2.3"
GHSA-vrjv-mxr7-vjf8,markdown-it-py,">= 0,< 2.2.0"
GHSA-x4qr-2fvf-3mr5,cryptography,">= 0.8.1,< 39.0.1"
GHSA-36gx-9q6h-g429,vantage6,">= 0,< 3.8.0"
GHSA-mgmm-cmhj-2h5f,modoboa,">= 0,< 2.0.5"
GHSA-p24m-863f-fm6q,starlite,">= 0,< 1.51.2"
GHSA-6p5q-h963-pwwf,apache-age-python,">= 0,< 0.0.5"
GHSA-xg9f-g7g7-2323,Werkzeug,">= 0,< 2.2.3"
GHSA-h8p2-8g72-qpgh,apache-airflow-providers-google,">= 0,< 8.10.0"
GHSA-68wj-c2jw-5pp9,changedetection.io,">= 0,< 0.40.2"
GHSA-8g23-2q5p-8866,apache-airflow-providers-google,">= 0,< 8.10.0"
GHSA-w695-p3j5-hrj9,apache-airflow-providers-amazon,">= 0,< 7.2.1"
GHSA-9mwf-mw74-9cv5,apache-airflow-providers-apache-hive,">= 0,< 5.1.3"
GHSA-47p5-p3jw-w78w,Plone,">= 4.3,< 5.2.5"
GHSA-rfhw-fm4m-52j6,modoboa,">= 0,<= 2.0.3"
GHSA-7968-h4m4-ghm9,kiwitcms,">= 0,< 12.0"
GHSA-4w59-c3gc-rrhp,vantage6,">= 0,< 3.8.0"
GHSA-r7x6-xfcm-3mxv,apache-airflow,">= 0,< 2.7.3"
GHSA-82vr-5769-6358,ethyca-fides,">= 0,< 2.24.0"
GHSA-6hjj-gq77-j4qw,label-studio,">= 0,< 1.9.2.post0"
GHSA-qf3c-rw9f-jh7v,nautobot-device-onboarding,">= 2.0.0,< 3.0.0"
GHSA-v5gj-fx3g-hcpw,apache-submarine,">= 0.7.0,< 0.8.0"
GHSA-hm9r-7f84-25c9,apache-airflow,">= 0,< 2.7.3"
GHSA-7h4p-27mh-hmrw,django,">= 3.2,< 3.2.21"
GHSA-7h4p-27mh-hmrw,django,">= 4.1,< 4.1.11"
GHSA-7h4p-27mh-hmrw,django,">= 4.2,< 4.2.5"
GHSA-qmf9-6jqf-j8fq,Django,">= 3.2,< 3.2.23"
GHSA-qmf9-6jqf-j8fq,Django,">= 4.1,< 4.1.13"
GHSA-qmf9-6jqf-j8fq,Django,">= 4.2,< 4.2.7"
GHSA-vc3v-ppc7-v486,vantage6-server,">= 0,< 4.1.2"
GHSA-4hh5-2678-83fx,prefect,">= 2.0.0,< 2.16.5"
GHSA-c35q-ffpf-5qpm,asyncssh,">= 0,< 2.14.1"
GHSA-wq8q-99p5-xfrw,apache-superset,">= 0,< 2.1.2"
GHSA-f678-j579-4xf5,apache-superset,">= 0,< 2.1.2"
GHSA-qc4j-hrj6-cppf,upydev,">= 0,<= 0.4.3"
GHSA-h8gc-pgj2-vjm3,django,">= 3.2,< 3.2.22"
GHSA-h8gc-pgj2-vjm3,django,">= 4.1,< 4.1.12"
GHSA-h8gc-pgj2-vjm3,django,">= 4.2,< 4.2.6"
GHSA-f475-x83m-rx5m,label-studio,">= 0,< 1.8.2"
GHSA-h73m-pcfw-25h2,pyload-ng,">= 0,< 0.5.0b3.dev75"
GHSA-5p3h-7fwh-92rc,mlflow,">= 0,<= 2.8.1"
GHSA-pjjw-qhg8-p2p9,aiohttp,">= 0,< 3.8.6"
GHSA-h3xg-wv58-5p43,ray,">= 0,<= 2.6.3"
GHSA-8ghj-p4vj-mr35,pillow,">= 0,< 10.0.0"
GHSA-f798-qm4r-23r5,mlflow,">= 0,< 2.8.1"
GHSA-3f38-96qm-r3fw,esptool,">= 0,<= 4.6.2"
GHSA-vv65-fjfj-4736,apache-superset,">= 0,< 2.1.2"
GHSA-8r96-8889-qg2x,httpie,">= 0,<= 3.2.2"
GHSA-cf9f-wmhp-v4pr,nautobot,">= 0,< 1.6.6"
GHSA-cf9f-wmhp-v4pr,nautobot,">= 2.0.0,< 2.0.5"
GHSA-gw7g-qr8w-3448,remarshal,">= 0,< 0.17.1"
GHSA-xq59-7jf3-rjc6,piccolo,">= 0,< 1.1.1"
GHSA-rqr8-pxh7-cq3g,eth-abi,">= 0,< 4.2.0"
GHSA-cfc2-wr2v-gxm5,asyncssh,">= 0,< 2.14.1"
GHSA-8hcr-5x2g-9f7j,apache-submarine,">= 0.7.0,< 0.8.0"
GHSA-gfw2-4jvh-wgfg,aiohttp,">= 0,< 3.8.6"
GHSA-jfhm-5ghh-2f97,cryptography,">= 3.1,< 41.0.6"
GHSA-8633-g3ph-97rp,localstack,">= 0,<= 3.0.0"
GHSA-qvrw-v9rv-5rjx,aiohttp,">= 0,< 3.9.0"
GHSA-6cxr-8q3m-jwrr,ray,">= 0,<= 2.6.3"
GHSA-fgpw-4w69-j256,apache-superset,">= 0,< 3.0.0"
GHSA-fxff-wxxv-c2jc,pypinksign,">= 0,<= 0.5.1"
GHSA-55g2-vm3q-7w52,galaxy-importer,">= 0,<= 0.4.16"
GHSA-x563-6hqv-26mr,ibis-framework,">= 0,< 7.1.0"
GHSA-w9cp-3x79-2p8p,transmute-core,">= 0,< 1.13.5"
GHSA-3vpf-mcj7-5h38,ethyca-fides,">= 2.15.1,< 2.23.3"
GHSA-q3qx-c6g2-7pw2,aiohttp,">= 0,< 3.9.0"
GHSA-vccg-f4gp-45x9,fastbots,">= 0,< 0.1.5"
GHSA-3hp7-4qq4-v5c6,apache-superset,">= 0,< 3.0.0"
GHSA-3pww-qvr8-6mhp,ray,">= 0,<= 2.6.3"
GHSA-xx9p-xxvh-7g8j,aiohttp,">= 0,< 3.8.0"
GHSA-5wvp-7f3h-6wmm,pyarrow,">= 0.14.0,< 14.0.1"
GHSA-hc74-9vjm-c9xv,apache-superset,">= 0,< 3.0.0"
GHSA-4qq5-mxxx-m6gg,mlflow,">= 0,< 2.8.0"
GHSA-3ch3-jhc6-5r8x,yt-dlp,">= 2022.10.04,< 2023.11.14"
GHSA-m2mj-pr4f-h9jp,torchserve,">= 0.1.0,< 0.9.0"
GHSA-94vc-p8w7-5p49,imagecodecs,">= 0,< 2023.9.18"
GHSA-wjcc-cq79-p63f,pypdf,">= 3.7.0,< 3.17.0"
GHSA-5m22-cfq9-86x6,vantage6,">= 0,< 4.0.2"
GHSA-gjjr-63x4-v8cq,langchain-experimental,">= 0,<= 0.0.14"
GHSA-h454-rq3m-89rc,coderedcms,">= 0,< 0.22.3"
GHSA-vm2m-7hpw-fpmq,commondatamodel-objectmodel,">= 0,< 1.7.4"
GHSA-9x43-5qcq-h79q,django-grappelli,">= 0,< 2.15.2"
GHSA-8h5w-f6q9-wg35,langchain,">= 0,<= 0.0.155"
GHSA-hrfv-mqp8-q5rw,werkzeug,">= 3.0.0,< 3.0.1"
GHSA-hrfv-mqp8-q5rw,werkzeug,">= 0,< 2.3.8"
GHSA-j9gq-w73w-9h6c,pretix,">= 0,< 2023.7.1"
GHSA-9wj3-cfq8-wpvj,modoboa,">= 0,< 2.2.2"
GHSA-666g-rfc5-c9jv,apache-airflow-providers-celery,">= 3.3.0,< 3.4.1"
GHSA-666g-rfc5-c9jv,apache-airflow,">= 1.10.0,< 2.7.0"
GHSA-v9vj-9pxv-mr2w,mycli,">= 0,<= 1.27.0"
GHSA-qhhj-7hrc-gqj5,homeassistant,">= 0,< 2023.9.0"
GHSA-r2hw-74xv-4gqp,nautobot,">= 2.0.0,< 2.0.3"
GHSA-72qw-p7hh-m3ff,torbot,">= 0,< 4.0.0"
GHSA-655w-fm8m-m478,langchain,">= 0,< 0.0.317"
GHSA-jq3w-9mgf-43m4,ethyca-fides,">= 0,< 2.22.1"
GHSA-3f48-9j7q-q2gv,ni-measurementlink-service,">= 0,< 1.1.1"
GHSA-3f48-9j7q-q2gv,ni-measurementlink-service,">= 1.2.0.dev0,< 1.2.0"
GHSA-mq26-g339-26xf,pip,">= 0,< 23.3"
GHSA-gfvq-mxw3-mfq3,asyncua,">= 0,< 0.9.96"
GHSA-9qqg-mh7c-chfq,apache-airflow,">= 2.4.0,< 2.7.2"
GHSA-6h8p-4hx9-w66c,langchain,">= 0,< 0.0.329"
GHSA-g4mx-q9vg-27p4,urllib3,">= 2.0.0,< 2.0.7"
GHSA-g4mx-q9vg-27p4,urllib3,">= 0,< 1.26.18"
GHSA-fwfg-vprh-97ph,OctoPrint,">= 0,< 1.9.3"
GHSA-rjxg-rpg3-9r89,ethyca-fides,">= 0,< 2.22.1"
GHSA-8fxr-qfr9-p34w,torchserve,">= 0.1.0,< 0.8.2"
GHSA-j3w8-2p2h-mrr9,apache-airflow,">= 0,< 2.7.2"
GHSA-gwvm-45gx-3cf8,urllib3,">= 0,< 1.24.2"
GHSA-f9pm-4g9p-6vm3,webp,">= 0,< 0.3.0"
GHSA-mq29-j5xf-cjwr,pyminizip,">= 0,<= 0.2.6"
GHSA-jq6c-r9xf-qxjm,dtale,">= 0,< 3.7.0"
GHSA-5rv5-6h4r-h22v,opentelemetry-instrumentation,">= 0,< 0.41b0"
GHSA-4mqg-h5jf-j9m7,torchserve,">= 0.3.0,< 0.8.2"
GHSA-7x94-6g2m-3hp2,vantage6,">= 0,< 4.0.0"
GHSA-7x94-6g2m-3hp2,vantage6-node,">= 0,< 4.0.0"
GHSA-56pw-mpj4-fxww,pillow,">= 0,< 10.0.1"
GHSA-gc57-xhh5-m94r,vantage6,">= 0,< 4.0.0"
GHSA-cr45-98w9-gwqx,archivebox,">= 0,<= 0.6.2"
GHSA-fpxx-xv4c-gxqp,apache-airflow,">= 2.7.0,< 2.7.2"
GHSA-xc8x-vp79-p3wm,twisted,">= 0,< 23.10.0rc1"
GHSA-pqgm-9g82-wcm7,modoboa,">= 0,< 2.2.2"
GHSA-32wr-qqw6-5mfp,apache-airflow,">= 0,< 2.7.2"
GHSA-ww3m-ffrm-qvqv,ansible-core,">= 2.8.0,<= 2.15.2"
GHSA-57cr-rq3f-ppmx,modoboa,">= 0,< 2.2.2"
GHSA-mp92-3jfm-3575,matrix-synapse,">= 0,< 1.95.1"
GHSA-5chr-wjw5-3gq4,matrix-synapse,">= 0,< 1.94.0"
GHSA-v845-jxx5-vc9f,urllib3,">= 2.0.0,< 2.0.6"
GHSA-v845-jxx5-vc9f,urllib3,">= 0,< 1.26.17"
GHSA-fgjj-5jmr-gh83,ethyca-fides,">= 0,< 2.22.1"
GHSA-rf54-7qrr-96j6,vantage6,">= 0,< 4.0.0"
GHSA-2894-qcqf-g23g,asyncua,">= 0,< 0.9.96"
GHSA-j44v-mmf2-xvm9,pdm,">= 0,<= 2.9.3"
GHSA-m755-gxxg-r5qh,Zope,">= 4.0.0,< 4.8.11"
GHSA-m755-gxxg-r5qh,Zope,">= 5.0.0,< 5.8.6"
GHSA-fc75-58r8-rm3h,wagtail,">= 0,< 4.1.9"
GHSA-fc75-58r8-rm3h,wagtail,">= 4.2.0,< 5.0.5"
GHSA-fc75-58r8-rm3h,wagtail,">= 5.1.0,< 5.1.3"
GHSA-cgx2-rrmr-jx43,apache-airflow,">= 0,< 2.7.2"
GHSA-x456-3ccm-m6j4,MechanicalSoup,">= 0.2.0,< 1.3.0"
GHSA-rr46-m366-gm44,paddlepaddle,">= 0,< 2.5.0"
GHSA-jqhc-m2j3-fjrx,sqlfluff,">= 0,< 2.1.2"
GHSA-6628-q6j9-w8vg,grpcio,">= 0,< 1.53.0"
GHSA-4hpj-8rhv-9x87,Products.CMFCore,">= 3.0,< 3.2"
GHSA-4hpj-8rhv-9x87,Products.CMFCore,">= 0,< 2.7.1"
GHSA-jh3w-4vvf-mjgr,Django,">= 3.2.0,< 3.2.20"
GHSA-jh3w-4vvf-mjgr,Django,">= 4.0.0,< 4.1.10"
GHSA-jh3w-4vvf-mjgr,Django,">= 4.2.0,< 4.2.3"
GHSA-jrfm-2h82-xg28,scipy,">= 0,< 1.8.0"
GHSA-vghm-8cjp-hjw6,postgraas-server,">= 0,< 2.0.0"
GHSA-2qmj-7962-cjq8,langchain,">= 0,< 0.0.247"
GHSA-45c4-8wx5-qw6w,aiohttp,">= 0,< 3.8.5"
GHSA-fmxj-6h9g-6vw3,mlflow,">= 0,< 2.5.0"
GHSA-cmjc-52fg-9f7j,apache-superset,">= 1.3.0,< 2.1.0"
GHSA-xqr8-7jwr-rhp7,certifi,">= 2015.4.28,< 2023.7.22"
GHSA-3h4m-m55v-gx4m,apache-airflow,">= 0,< 2.6.3"
GHSA-5946-8p38-vffp,apache-airflow,">= 0,< 2.6.3"
GHSA-8c6x-g4fw-8rf4,Whatsapp-Chat-Exporter,">= 0,< 0.9.5"
GHSA-g4wg-cfpf-9689,keylime,">= 0,< 7.2.5"
GHSA-8wfh-qxxv-3q8c,paddlepaddle,">= 0,< 2.5.0"
GHSA-fxjg-28fm-pfxh,apache-superset,">= 0,< 2.1.0"
GHSA-xvw9-3mhm-xjqq,apache-airflow,">= 0,< 2.6.3"
